date,Close,High,Low,Open,Volume,aVWAP_peak_156,aVWAP_peak_138,aVWAP_peak_105,aVWAP_peak_91,aVWAP_peak_73,aVWAP_peak_37,aVWAP_valley_171,aVWAP_OB_bull_4,aVWAP_OB_bear_156,aVWAP_OB_bear_73,aVWAP_OB_bear_37,Peaks_Valleys_avg,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,5.68,6.57,5.08,5.08,209584,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,209584.0,False,False,False,False
2022-01-07 00:00:00+00:00,5.58,6.46,5.475,5.8,134016,,,,,,,,,,,,,,,#000000,,,,0.0,,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-134016,-9927.111111111111,False,False,False,False,203986.3703703704,False,False,False,False
2022-01-14 00:00:00+00:00,6.15,6.68,5.5,5.8,257017,,,,,,,,,,,,,,,#000000,,,,24.55132806891602,-111.37832017229006,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,123001,-80.58436213991808,False,False,False,False,207914.56515775036,False,False,False,False
2022-01-21 00:00:00+00:00,5.37,6.49,5.32,6.096,531358,,,,,,,,,,,,,,,#000000,,,,28.400703567105566,-106.3968066428889,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-408357,-30323.281816796218,False,False,False,False,231873.33810902812,False,False,False,False
2022-01-28 00:00:00+00:00,6.4,6.58,5.0,5.13,174033,,,,,,,,5.993333333333333,,,,,,,#000000,,,,38.95842615462034,-94.22470523220129,False,False,False,True,True,,,,1.0,6.58,5.0,6.0,,,False,False,False,False,,,False,False,False,False,-234324,-45434.44612666316,False,False,False,False,227588.86861947048,False,False,False,False
2022-02-04 00:00:00+00:00,7.1,7.3,5.9,6.5207,547306,,,,,,,,6.580089315379684,,,,,,,#000000,,6.766666666666666,,48.90562109823645,-82.2857522976534,False,False,False,False,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,312982,-18885.079746910338,False,False,False,False,251271.61909210228,False,False,False,False
2022-02-11 00:00:00+00:00,6.41,7.29,5.8,7.0,956524,,,,,,,,6.534431623241389,,,,,,,#000000,,6.597051040786968,,51.70540818810436,-76.84552364314472,False,False,False,False,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-643542,-65155.96272862068,False,False,False,False,303512.536196391,False,False,False,False
2022-02-18 00:00:00+00:00,5.0,6.35,4.75,6.28,399704,,,,,,,,6.309764825875652,,,,,,,#000000,,6.33869497471545,,48.522219090985196,-76.84552364314472,False,False,False,False,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-1043246,-137607.0766005747,False,False,False,False,310637.82981147314,False,False,False,False
2022-02-25 00:00:00+00:00,4.4,5.56,4.18,5.05,846793,,,,,,,,5.8474937604581285,,,,,,,#000000,,5.8382654401943235,,44.81729405178337,-76.84552364314472,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-1890039,-267416.84870423586,False,False,False,False,350353.0276032159,False,False,False,False
2022-03-04 00:00:00+00:00,3.97,4.43,3.91,4.42,264646,,,,,,,,5.702751141473759,,,,,,,#000000,,5.685977893223808,,41.29108703768637,-76.84552364314472,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,-0.34282825441539394,-0.34282825441539394,False,False,False,False,-2154685,-407214.4895409591,False,False,False,False,344004.3588918666,False,False,False,False
2022-03-11 00:00:00+00:00,4.43,4.46,3.87,4.155,377457,,,,,,,,5.5493518499047,,,,,,,#000000,,5.52657542430254,,40.51460890795109,-74.44762930996558,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,-0.34282825441539394,-0.34282825441539394,False,False,False,False,-1777228,-508696.9717971843,False,False,False,False,346482.3323072838,False,False,False,False
2022-03-18 00:00:00+00:00,4.81,4.92,3.9,4.22,930850,,,,,,,,5.341126997387106,,,,,,,#000000,,5.314872527340352,,41.25894684662512,-69.89746033153395,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,-0.2699662512177778,-0.30639725281658586,False,False,False,False,-846378,-533710.3812936891,False,False,False,False,389768.826210448,False,False,False,False
2022-03-25 00:00:00+00:00,4.21,4.7609,3.61,4.55,2706625,,,,,,,,4.909996824075018,,,,,,,#000000,,4.5384054876275,,40.419687815416864,-66.91320808903825,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,-0.33662060993837445,-0.32150893137748016,False,False,False,False,-3553003,-757361.6863830455,False,False,False,False,561387.8020467111,False,False,False,False
