date,Open,High,Low,Close,Volume,aVWAP_peak_828,aVWAP_peak_822,aVWAP_peak_797,aVWAP_peak_758,aVWAP_peak_743,aVWAP_peak_714,aVWAP_peak_678,aVWAP_peak_660,aVWAP_peak_643,aVWAP_peak_599,aVWAP_valley_811,aVWAP_valley_810,aVWAP_valley_770,aVWAP_valley_749,aVWAP_valley_748,aVWAP_valley_747,aVWAP_valley_710,aVWAP_valley_689,aVWAP_valley_669,aVWAP_valley_668,aVWAP_valley_630,aVWAP_valley_614,aVWAP_valley_546,aVWAP_valley_517,aVWAP_valley_516,aVWAP_valley_498,aVWAP_valley_480,aVWAP_valley_442,aVWAP_valley_441,aVWAP_valley_372,aVWAP_OB_bull_749,aVWAP_OB_bull_480,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-01-08 15:00:00+00:00,3.96,3.99,3.955,3.965,81905.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,81905.0,False,False,False,False
2025-01-08 16:00:00+00:00,3.965,3.98,3.955,3.97,45148.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,100.0,,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,45148.0,699.968992248062,False,False,False,False,81335.12403100776,False,False,False,False
2025-01-08 17:00:00+00:00,3.975,3.98,3.945,3.96,48177.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,76.92307692307725,-30.769230769229637,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-3029.0,642.15551950003,False,False,False,False,80821.04458866654,False,False,False,False
2025-01-08 18:00:00+00:00,3.96,3.99,3.955,3.965,25828.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,68.00638807559241,-30.769230769229637,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,22799.0,985.672488189952,False,False,False,False,79968.43924620659,False,False,False,False
2025-01-08 19:00:00+00:00,3.965,3.98,3.95,3.96,22675.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,58.05270769217954,-30.769230769229637,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,124.0,972.313224807162,False,False,False,False,79080.1688702964,False,False,False,False
2025-01-08 20:00:00+00:00,3.955,3.97,3.945,3.945,37705.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,45.730351021949325,-30.769230769229637,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-37581.0,374.5874383760432,False,False,False,False,78438.69338393521,False,False,False,False
2025-01-09 15:00:00+00:00,3.945,3.945,3.945,3.945,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,37.51544657512918,-30.769230769229637,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-37581.0,-213.87128159877915,False,False,False,False,77222.58961054086,False,False,False,False
2025-01-09 16:00:00+00:00,3.945,3.945,3.945,3.945,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,32.03884361058242,-30.769230769229637,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-37581.0,-793.2066105662399,False,False,False,False,76025.34015921464,False,False,False,False
2025-01-09 17:00:00+00:00,3.945,3.945,3.945,3.945,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,28.387774967551245,-30.769230769229637,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-37581.0,-1363.5599964489338,False,False,False,False,74846.65271488573,False,False,False,False
2025-01-09 18:00:00+00:00,3.945,3.945,3.945,3.945,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,25.95372920553046,-30.769230769229637,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-37581.0,-1925.0706941784078,False,False,False,False,73686.2394944999,False,False,False,False
