date,Open,High,Low,Close,Volume,aVWAP_peak_423,aVWAP_peak_348,aVWAP_peak_315,aVWAP_peak_299,aVWAP_valley_409,aVWAP_valley_329,aVWAP_valley_301,aVWAP_valley_255,aVWAP_valley_190,aVWAP_valley_149,aVWAP_valley_97,aVWAP_valley_96,aVWAP_OB_bull_255,aVWAP_OB_bull_190,aVWAP_OB_bear_348,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2024-01-16 17:00:00+00:00,59.495,59.7,59.055,59.055,4568.0,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,4568.0,False,False,False,False
2024-01-17 17:00:00+00:00,59.155,59.155,58.47,58.845,5365.0,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-5365.0,-83.17829457364341,False,False,False,False,4580.356589147286,False,False,False,False
2024-01-18 17:00:00+00:00,58.48,58.8,58.31,58.76,5851.0,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,-50.0,False,False,False,True,True,,1.0,58.8,58.31,0.0,0,,,False,False,False,False,,,False,False,False,False,-11216.0,-255.7801814794784,False,False,False,False,4600.056486989964,False,False,False,False
2024-01-19 17:00:00+00:00,58.82,59.57,58.82,59.54,5773.0,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,25.45322697606959,-27.09209572153737,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-5443.0,-336.20219416971906,False,False,False,False,4618.241657734306,False,False,False,False
2024-01-22 17:00:00+00:00,60.145,61.19,60.145,61.185,12101.0,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,47.49954536667786,-8.777602788554105,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,6658.0,-227.7649508492583,False,False,False,False,4734.253414978734,False,False,False,False
2024-01-23 17:00:00+00:00,60.98,61.57,60.815,61.53,5069.0,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,62.56693839044423,2.6457685661649037,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,11727.0,-42.419757812835684,False,False,False,False,4739.443284513947,False,False,False,False
2024-01-24 17:00:00+00:00,61.535,61.7,61.06,61.4,6526.0,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,70.9748098013752,8.277525760783647,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,5201.0,38.87357176565789,False,False,False,False,4767.141838242413,False,False,False,False
2024-01-25 17:00:00+00:00,61.785,62.485,61.675,62.48,15309.0,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,77.92784792101453,13.266438331642874,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,20510.0,356.2553768545624,False,False,False,False,4930.581499665011,False,False,False,False
2024-01-26 17:00:00+00:00,63.16,63.21,62.475,62.94,9196.0,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,82.93599407541447,17.103185902958415,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,29706.0,811.2901772134064,False,False,False,False,4996.712019050049,False,False,False,False
2024-01-29 17:00:00+00:00,62.52,63.55,62.39,63.525,13763.0,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,63.155,,86.65964922320003,20.338092769689652,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,43469.0,1472.650019427152,False,False,False,False,5132.623460615165,False,False,False,False
