date,Open,High,Low,Close,Volume,aVWAP_peak_870,aVWAP_peak_797,aVWAP_peak_796,aVWAP_peak_756,aVWAP_peak_738,aVWAP_peak_711,aVWAP_valley_858,aVWAP_valley_819,aVWAP_valley_782,aVWAP_valley_729,aVWAP_valley_702,aVWAP_valley_672,aVWAP_valley_592,aVWAP_valley_565,aVWAP_valley_540,aVWAP_valley_516,aVWAP_valley_486,aVWAP_valley_462,aVWAP_valley_444,aVWAP_valley_405,aVWAP_valley_378,aVWAP_valley_329,aVWAP_valley_265,aVWAP_valley_248,aVWAP_valley_210,aVWAP_valley_149,aVWAP_valley_115,aVWAP_valley_76,aVWAP_valley_24,aVWAP_OB_bull_210,aVWAP_OB_bull_149,aVWAP_OB_bear_756,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-04-03 14:00:00+00:00,37.565,37.78,37.51,37.535,16492.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,16492.0,False,False,False,False
2025-04-03 15:00:00+00:00,37.535,37.635,37.265,37.32,12380.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-12380.0,-191.93798449612402,False,False,False,False,16428.248062015504,False,False,False,False
2025-04-03 16:00:00+00:00,37.315,37.59,37.195,37.21,20878.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-33258.0,-704.5901087675019,False,False,False,False,16497.236464154797,False,False,False,False
2025-04-03 17:00:00+00:00,37.21,37.235,37.055,37.075,33145.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-66403.0,-1723.170107081184,False,False,False,False,16755.341325175654,False,False,False,False
2025-04-03 18:00:00+00:00,37.07,37.09,36.81,36.955,29574.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-95977.0,-3184.469795343491,False,False,False,False,16954.080219358977,False,False,False,False
2025-04-03 19:00:00+00:00,36.955,37.13,36.64,36.8,90673.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-186650.0,-6028.896620221887,False,False,False,False,18097.009208206124,False,False,False,False
2025-04-04 14:00:00+00:00,33.88,33.895,32.93,33.23,50479.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-237129.0,-9611.843959443253,False,False,False,False,18599.055577071143,False,False,False,False
2025-04-04 15:00:00+00:00,33.22,33.86,33.115,33.17,33750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-270879.0,-13662.497541467388,False,False,False,False,18833.95394021733,False,False,False,False
2025-04-04 16:00:00+00:00,33.17,33.38,32.975,33.06,39943.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-310822.0,-18269.621610591923,False,False,False,False,19161.225972151944,False,False,False,False
2025-04-04 17:00:00+00:00,33.055,33.48,32.775,33.38,49293.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,3.1988949056220166,-47.120994584940185,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-261529.0,-22041.08484143546,False,False,False,False,19628.3852594054,False,False,False,False
2025-04-04 18:00:00+00:00,33.38,33.445,32.92,32.975,43780.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,4.946938939395222,-45.739688648881625,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-305309.0,-26432.83546404886,False,False,False,False,20002.828898794465,False,False,False,False
2025-04-04 19:00:00+00:00,32.975,33.365,32.885,33.18,84526.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,8.067635474241127,-43.1383090465266,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-220783.0,-29446.016309567483,False,False,False,False,21003.18814067362,False,False,False,False
2025-04-07 14:00:00+00:00,32.84,34.02,32.345,32.895,32934.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,9.713680537349811,-41.94099354569225,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-253717.0,-32923.085824147835,False,False,False,False,21188.161967949996,False,False,False,False
2025-04-07 15:00:00+00:00,32.91,33.14,32.245,32.65,22689.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,10.46009280477118,-41.4902224615469,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-276406.0,-36698.014726099034,False,False,False,False,21211.430774648445,False,False,False,False
2025-04-07 16:00:00+00:00,32.65,32.785,32.37,32.46,15201.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,10.6948641535438,-41.390125994295474,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-291607.0,-40650.09201716727,False,False,False,False,21118.245801398083,False,False,False,False
2025-04-07 17:00:00+00:00,32.46,33.535,32.455,33.39,28108.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,18.741851803166988,-34.1506294278946,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-263499.0,-44105.11384635847,False,False,False,False,21226.61408354695,False,False,False,False
2025-04-07 18:00:00+00:00,33.385,33.535,33.02,33.06,53618.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,22.99009657105504,-30.72830418081517,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-317117.0,-48337.85626734516,False,False,False,False,21728.8061132594,False,False,False,False
2025-04-07 19:00:00+00:00,33.05,33.47,32.97,33.105,56280.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,26.154205384525923,-28.260458711934085,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-260837.0,-51632.416635293295,False,False,False,False,22264.483537860033,False,False,False,False
2025-04-08 14:00:00+00:00,33.12,33.53,32.38,32.385,73526.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,26.01827819074499,-28.260458711934085,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-334363.0,-56015.83653242053,False,False,False,False,23059.2357310715,False,False,False,False
