date,Open,High,Low,Close,Volume,aVWAP_peak_359,aVWAP_peak_291,aVWAP_peak_246,aVWAP_peak_221,aVWAP_valley_336,aVWAP_valley_317,aVWAP_valley_275,aVWAP_valley_236,aVWAP_valley_135,aVWAP_valley_118,aVWAP_valley_92,aVWAP_OB_bull_336,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-12-26 17:00:00+00:00,125.1,125.91,124.89,125.69,810.0,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,810.0,False,False,False,False
2023-12-27 17:00:00+00:00,128.37,129.43,128.37,128.72,18259.0,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,100.0,,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,18259.0,283.08527131782944,False,False,False,False,1080.5271317829456,False,False,False,False
2023-12-28 17:00:00+00:00,129.565,129.565,127.95,128.16,1700.0,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,94.2622950819672,29.918032786885192,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,16559.0,535.4250345532118,False,False,False,False,1090.1313622979385,False,False,False,False
2023-12-29 17:00:00+00:00,127.94,127.94,127.06,127.08,1292.0,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,82.93353552524036,29.918032786885192,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,15267.0,763.8215456454101,False,False,False,False,1093.2611086189006,False,False,False,False
2024-01-01 17:00:00+00:00,127.08,127.08,127.08,127.08,0.0,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,75.38102915408913,40.80134033667403,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,15267.0,988.6770255578842,False,False,False,False,1076.3113239891502,False,False,False,False
2024-01-02 17:00:00+00:00,123.495,124.01,121.72,122.39,4303.0,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,58.308664608667456,25.150243589616565,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,10964.0,1143.3331957042737,False,False,False,False,1126.3375050125742,False,False,False,False
2024-01-03 17:00:00+00:00,118.88,119.085,115.86,115.88,5113.0,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,43.03385997969745,11.638867655258679,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,5851.0,1216.3202779414169,False,False,False,False,1188.1462258650922,False,False,False,False
2024-01-04 17:00:00+00:00,115.93,115.93,113.43,113.67,12726.0,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,32.20217560121762,2.2747457721561375,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-6875.0,1090.8734519268212,False,False,False,False,1367.0276797276488,False,False,False,False
2024-01-05 17:00:00+00:00,114.77,114.88,114.05,114.515,9429.0,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,26.854363042041705,-2.401948340898258,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2554.0,1113.5575844550876,False,False,False,False,1492.0194986466,False,False,False,False
2024-01-08 17:00:00+00:00,114.775,115.72,114.27,115.4,5643.0,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,25.215173438843323,-4.277450722941424,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,8197.0,1223.3783970991947,False,False,False,False,1556.3757854892883,False,False,False,False
