date,Open,High,Low,Close,Volume,aVWAP_peak_431,aVWAP_peak_364,aVWAP_peak_273,aVWAP_valley_395,aVWAP_valley_308,aVWAP_valley_199,aVWAP_valley_175,aVWAP_valley_156,aVWAP_valley_134,aVWAP_valley_132,aVWAP_OB_bull_395,aVWAP_OB_bull_199,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2024-02-01 17:00:00+00:00,2.815,2.825,2.77,2.77,144407.0,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,144407.0,False,False,False,False
2024-02-02 17:00:00+00:00,2.715,2.715,2.695,2.7,46075.0,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-46075.0,-714.3410852713179,False,False,False,False,142882.47286821707,False,False,False,False
2024-02-05 17:00:00+00:00,2.615,2.675,2.61,2.66,54305.0,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-100380.0,-2259.545099453158,False,False,False,False,141509.17871522144,False,False,False,False
2024-02-06 17:00:00+00:00,2.685,2.75,2.685,2.745,24504.0,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,16.110916110916115,-35.500175500175494,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-75876.0,-3400.8854855081477,False,False,False,False,139695.14493669086,False,False,False,False
2024-02-07 17:00:00+00:00,2.745,2.77,2.735,2.745,104129.0,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,26.85152685152686,-26.800280800280795,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-75876.0,-4524.530671779339,False,False,False,False,139143.7318368972,False,False,False,False
2024-02-08 17:00:00+00:00,2.765,2.825,2.755,2.785,530356.0,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,37.86149894213808,-18.05129187871666,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,454480.0,2591.8186409614254,False,False,False,False,145209.03832004606,False,False,False,False
2024-02-09 17:00:00+00:00,2.735,2.815,2.725,2.8,325497.0,,,,,,,,,,,,,,,#000000,,,,46.35384484567738,-11.618698160887234,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,779977.0,14644.302072884504,False,False,False,False,148004.2005166345,False,False,False,False
2024-02-12 17:00:00+00:00,2.855,2.855,2.795,2.815,35326.0,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,53.09540606204442,-6.550632744748633,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,815303.0,27057.615219041334,False,False,False,False,146257.25167141535,False,False,False,False
2024-02-13 17:00:00+00:00,2.715,2.735,2.695,2.71,46965.0,,,,,,,,,,,,,,,#000000,,,,48.48264361978653,-6.550632744748633,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,768338.0,38550.33436293216,False,False,False,False,144717.83691681977,False,False,False,False
2024-02-14 17:00:00+00:00,2.775,2.82,2.765,2.78,269085.0,,,,,,,,,,,,,,,#000000,,,,50.172568702928956,-6.550632744748633,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1037423.0,54036.73227978592,False,False,False,False,146646.0099878768,False,False,False,False
2024-02-15 17:00:00+00:00,2.81,2.865,2.8,2.855,67499.0,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,2.84,,54.72057116511249,-6.550632744748633,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1104922.0,70329.52712816134,False,False,False,False,145418.92456170818,False,False,False,False
2024-02-16 17:00:00+00:00,2.82,2.845,2.79,2.79,51819.0,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,2.82624738094839,,53.9817449179536,-6.550632744748633,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1053103.0,85566.3251571821,False,False,False,False,143967.76294059644,False,False,False,False
2024-02-19 17:00:00+00:00,2.79,2.79,2.79,2.79,0.0,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,2.82624738094839,,53.48919408651434,-6.550632744748633,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1053103.0,100566.89375939633,False,False,False,False,141735.70460043216,False,False,False,False
2024-02-20 17:00:00+00:00,2.695,2.745,2.695,2.71,43652.0,,,,,,,,,,,,,,,#000000,,2.796895860178765,,49.37391902697789,-6.550632744748633,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1009451.0,114658.12021273903,False,False,False,False,140215.02700972778,False,False,False,False
2024-02-21 17:00:00+00:00,2.695,2.73,2.685,2.7,37426.0,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,2.7797333695948683,,46.225419821467256,-6.550632744748633,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,972025.0,127950.62997688261,False,False,False,False,138621.39868399556,False,False,False,False
2024-02-22 17:00:00+00:00,2.655,2.665,2.63,2.645,370959.0,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,2.6933382368813312,,42.070274777116694,2.0146154075958194,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,601066.0,135285.7519927449,False,False,False,False,142223.53203773207,False,False,False,False
