date,Open,High,Low,Close,Volume,aVWAP_peak_418,aVWAP_peak_388,aVWAP_peak_362,aVWAP_peak_333,aVWAP_peak_278,aVWAP_peak_229,aVWAP_peak_206,aVWAP_peak_166,aVWAP_peak_140,aVWAP_valley_428,aVWAP_valley_375,aVWAP_valley_356,aVWAP_valley_338,aVWAP_OB_bear_278,aVWAP_OB_bear_140,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-12-22 17:00:00+00:00,14.315,14.355,14.245,14.27,2225.0,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,2225.0,False,False,False,False
2023-12-25 17:00:00+00:00,14.27,14.27,14.27,14.27,0.0,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,2190.5038759689924,False,False,False,False
2023-12-26 17:00:00+00:00,14.64,14.675,14.475,14.495,100.0,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,100.0,,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,100.0,1.550387596899225,False,False,False,False,2158.0929631632716,False,False,False,False
2023-12-27 17:00:00+00:00,14.455,14.485,14.335,14.335,287.0,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,85.18518518518526,-1.8518518518515847,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-187.0,-1.372874226308515,False,False,False,False,2129.083769935934,False,False,False,False
2023-12-28 17:00:00+00:00,14.21,14.27,13.995,14.025,731.0,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,66.19635508524404,-1.8518518518515847,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-918.0,-15.584147494117685,False,False,False,False,2107.4080525725863,False,False,False,False
2023-12-29 17:00:00+00:00,13.955,14.065,13.9,13.91,6149.0,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,51.93459185228737,-1.8518518518515847,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-7067.0,-124.90842427715462,False,False,False,False,2170.068392842779,False,False,False,False
2024-01-01 17:00:00+00:00,13.91,13.91,13.91,13.91,0.0,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,42.426749696982924,29.646012149715744,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-7067.0,-232.5377510325476,False,False,False,False,2136.423921635914,False,False,False,False
2024-01-02 17:00:00+00:00,13.875,13.99,13.765,13.815,4600.0,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,34.908320243293375,21.115255545373216,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-11667.0,-409.8162355126631,False,False,False,False,2174.6188995950474,False,False,False,False
2024-01-03 17:00:00+00:00,14.13,14.225,14.115,14.185,9325.0,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,40.539353994738974,21.115255545373216,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2342.0,-439.7725729465753,False,False,False,False,2285.477521306752,False,False,False,False
2024-01-04 17:00:00+00:00,13.905,14.09,13.865,14.005,1000.0,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,41.20183034164849,21.115255545373216,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-3342.0,-484.7683470094191,False,False,False,False,2265.5476372554845,False,False,False,False
