date,Open,High,Low,Close,Volume,aVWAP_peak_429,aVWAP_peak_425,aVWAP_peak_417,aVWAP_peak_410,aVWAP_peak_394,aVWAP_peak_388,aVWAP_peak_358,aVWAP_peak_354,aVWAP_peak_345,aVWAP_peak_331,aVWAP_peak_323,aVWAP_peak_313,aVWAP_peak_306,aVWAP_peak_278,aVWAP_peak_269,aVWAP_peak_241,aVWAP_peak_230,aVWAP_peak_207,aVWAP_peak_189,aVWAP_peak_176,aVWAP_peak_171,aVWAP_peak_154,aVWAP_peak_143,aVWAP_peak_137,aVWAP_valley_441,aVWAP_valley_434,aVWAP_valley_421,aVWAP_valley_416,aVWAP_valley_406,aVWAP_valley_396,aVWAP_valley_384,aVWAP_valley_369,aVWAP_OB_bull_421,aVWAP_OB_bull_396,aVWAP_OB_bull_369,aVWAP_OB_bear_444,aVWAP_OB_bear_429,aVWAP_OB_bear_251,aVWAP_OB_bear_241,aVWAP_OB_bear_171,Peaks_Valleys_avg,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-11-09 17:00:00+00:00,11.8,11.885,11.6,11.695,12047.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,12047.0,False,False,False,False
2023-11-10 17:00:00+00:00,11.505,11.77,11.505,11.74,11181.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,100.0,,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,11181.0,173.34883720930233,False,False,False,False,12033.573643410851,False,False,False,False
2023-11-13 17:00:00+00:00,11.53,11.655,11.45,11.64,10977.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,76.1904761904762,-33.333333333333286,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,204.0,173.8240490355147,False,False,False,False,12017.192656691303,False,False,False,False
2023-11-14 17:00:00+00:00,12.075,12.23,11.985,12.1,12743.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,79.05727563522242,-28.372261452109313,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,12947.0,371.8577847093827,False,False,False,False,12028.445483719344,False,False,False,False
2023-11-15 17:00:00+00:00,12.15,12.23,11.91,11.945,3060.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,74.47355790647484,-28.372261452109313,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,9887.0,519.3793694425706,False,False,False,False,11889.399817305091,False,False,False,False
2023-11-16 17:00:00+00:00,11.485,11.78,11.455,11.66,10081.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,64.40400556020002,-28.372261452109313,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-194.0,508.31922417989506,False,False,False,False,11861.362610835244,False,False,False,False
2023-11-17 17:00:00+00:00,11.72,11.79,11.64,11.66,3647.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,57.69097066268347,-28.372261452109313,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-194.0,497.4305540375711,False,False,False,False,11734.008151752525,False,False,False,False
2023-11-20 17:00:00+00:00,12.205,12.4,12.19,12.32,11072.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,62.23880168887169,-28.372261452109313,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,10878.0,658.3696152152831,False,False,False,False,11723.744459477291,False,False,False,False
2023-11-21 17:00:00+00:00,12.57,12.755,12.48,12.62,23725.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,67.17168479672459,-23.231165547552195,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,34603.0,1184.642954514271,False,False,False,False,11909.810436849737,False,False,False,False
2023-11-22 17:00:00+00:00,12.74,12.765,12.515,12.68,22772.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,70.78822204695476,-16.05952025235971,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,57375.0,2055.8112808008714,False,False,False,False,12078.2164765885,False,False,False,False
