date,Close,High,Low,Open,Volume,aVWAP_peak_279,aVWAP_valley_314,aVWAP_valley_285,aVWAP_valley_220,aVWAP_valley_161,aVWAP_valley_148,aVWAP_valley_116,aVWAP_valley_26,aVWAP_OB_bull_220,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2024-05-22 00:00:00+00:00,9.6429890083,9.6525649656,9.6429890083,9.6525649656,7150,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,7150.0,False,False,False,False
2024-05-23 00:00:00+00:00,9.6669289015,9.7195966667,9.6669289015,9.7195966667,1231,,,,,,,,,,,,#000000,,,,100.0,,False,False,True,False,False,,-1.0,9.719597,9.666929,10.0,0,,,False,False,False,False,,,False,False,False,False,1231,48.27450980392157,False,False,False,False,6917.882352941177,False,False,False,False
2024-05-24 00:00:00+00:00,9.6573529442,9.6573529442,9.6573529442,9.6573529442,88,,,,,,,,,,,,#000000,,,,89.81481480004152,9.25925920016607,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1143,91.20492118415993,False,False,False,False,6650.0438292964245,False,False,False,False
2024-05-28 00:00:00+00:00,9.6573529442,9.6573529442,9.6573529442,9.6573529442,17,,,,,,,,,,,,#000000,,,,83.02469133340253,9.25925920016607,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1143,132.45178702007522,False,False,False,False,6389.924463441664,False,False,False,False
2024-05-29 00:00:00+00:00,9.6382010296,9.6382010296,9.6382010296,9.6382010296,35,,,,,,,,,,,,#000000,,,,68.65757659671253,9.25925920016607,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1108,170.70857968595462,False,False,False,False,6140.711739385128,False,False,False,False
2024-05-30 00:00:00+00:00,9.6717168802,9.6717168802,9.6525649656,9.6525649656,100,,,,,,,,,,,,#000000,,,,68.09186422467876,9.25925920016607,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1208,211.38667460023092,False,False,False,False,5903.821082938653,False,False,False,False
2024-05-31 00:00:00+00:00,9.6502667358,9.6502667358,9.6502667358,9.6502667358,1,,,,,,,,,,,,#000000,,,,62.34447769122079,9.25925920016607,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1207,250.43033441982973,False,False,False,False,5672.337903215568,False,False,False,False
2024-06-03 00:00:00+00:00,9.7004447521,9.7004447521,9.6908687948,9.6908687948,20004,,,,,,,,,,,,#000000,,,,64.77757610382419,9.25925920016607,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,21211,1072.4134585602285,False,False,False,False,6234.3638677953495,False,False,False,False
2024-06-04 00:00:00+00:00,9.7004447521,9.7004447521,9.7004447521,9.7004447521,17,,,,,,,,,,,,#000000,,,,66.39964171222645,9.25925920016607,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,21211,1862.161950381396,False,False,False,False,5990.5456769014145,False,False,False,False
2024-06-05 00:00:00+00:00,9.7148086881,9.7148086881,9.7004447521,9.7004447521,44129,,,,,,,,,,,,#000000,,,,68.66446605380284,9.25925920016607,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,65340,4351.4889327193805,False,False,False,False,7486.17133663077,False,False,False,False
