date,Open,High,Low,Close,Volume,aVWAP_peak_827,aVWAP_peak_744,aVWAP_peak_702,aVWAP_peak_682,aVWAP_peak_641,aVWAP_peak_606,aVWAP_peak_565,aVWAP_peak_527,aVWAP_peak_497,aVWAP_peak_433,aVWAP_peak_338,aVWAP_peak_310,aVWAP_peak_252,aVWAP_peak_209,aVWAP_peak_189,aVWAP_peak_149,aVWAP_valley_883,aVWAP_OB_bear_827,aVWAP_OB_bear_744,aVWAP_OB_bear_682,aVWAP_OB_bear_606,aVWAP_OB_bear_433,aVWAP_OB_bear_252,aVWAP_OB_bear_149,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-04-14 14:00:00+00:00,82.31,82.47,81.62,81.83,1737.0,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,1737.0,False,False,False,False
2025-04-14 15:00:00+00:00,81.83,82.23,81.475,81.615,1811.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1811.0,-28.07751937984496,False,False,False,False,1738.1472868217054,False,False,False,False
2025-04-14 16:00:00+00:00,81.58,81.8,81.4,81.43,690.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2501.0,-66.41740280031249,False,False,False,False,1721.896941289586,False,False,False,False
2025-04-14 17:00:00+00:00,81.41,81.7,81.185,81.685,1380.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,14.423379071959825,-37.018958835236155,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1121.0,-82.76752058635415,False,False,False,False,1716.5962135176544,False,False,False,False
2025-04-14 18:00:00+00:00,81.685,82.32,81.685,82.32,1571.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,34.400888991290884,-19.904602652155795,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,450.0,-74.50755902687578,False,False,False,False,1714.3389078817218,False,False,False,False
2025-04-14 19:00:00+00:00,82.35,82.665,82.03,82.03,5781.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,42.27430620213646,-14.478725887857358,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-5331.0,-156.0035658636684,False,False,False,False,1777.3879170618502,False,False,False,False
2025-04-15 14:00:00+00:00,82.36,82.36,81.59,81.91,468.0,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,45.72888236447928,-12.665911943939228,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-5799.0,-243.4918826719836,False,False,False,False,1757.087329200426,False,False,False,False
2025-04-15 15:00:00+00:00,81.92,82.09,81.15,81.15,1052.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,41.049153392515436,-12.665911943939228,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-6851.0,-345.93386898714664,False,False,False,False,1746.1557427011944,False,False,False,False
2025-04-15 16:00:00+00:00,81.15,81.48,81.06,81.4,1112.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,40.85231734057762,-12.665911943939228,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-5739.0,-429.5472973749428,False,False,False,False,1736.3238707213309,False,False,False,False
2025-04-15 17:00:00+00:00,81.4,81.63,80.9,81.1,681.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,38.72915149274441,-12.665911943939228,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-6420.0,-522.422533074556,False,False,False,False,1719.9622603225507,False,False,False,False
