date,Open,High,Low,Close,Volume,aVWAP_peak_881,aVWAP_peak_855,aVWAP_peak_828,aVWAP_peak_798,aVWAP_valley_865,aVWAP_valley_864,aVWAP_valley_845,aVWAP_valley_825,aVWAP_valley_804,aVWAP_valley_713,aVWAP_valley_629,aVWAP_valley_581,aVWAP_valley_570,aVWAP_valley_522,aVWAP_valley_491,aVWAP_valley_490,aVWAP_valley_414,aVWAP_valley_396,aVWAP_valley_365,aVWAP_valley_348,aVWAP_valley_306,aVWAP_valley_240,aVWAP_valley_211,aVWAP_valley_209,aVWAP_valley_143,aVWAP_OB_bull_629,aVWAP_OB_bull_143,aVWAP_OB_bear_828,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-03-06 15:00:00+00:00,1.23,1.255,1.23,1.245,1500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,1500.0,False,False,False,False
2025-03-06 16:00:00+00:00,1.245,1.255,1.23,1.24,3020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-3020.0,-46.82170542635659,False,False,False,False,1523.5658914728683,False,False,False,False
2025-03-06 17:00:00+00:00,1.24,1.245,1.235,1.245,14876.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,17.64705882352941,-76.47058823529412,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,11856.0,137.7181659756024,False,False,False,False,1730.5803737756146,False,False,False,False
2025-03-06 18:00:00+00:00,1.245,1.245,1.235,1.245,4222.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,29.411764705882348,-64.11764705882354,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,11856.0,319.3969541000116,False,False,False,False,1769.2070346473104,False,False,False,False
2025-03-06 19:00:00+00:00,1.245,1.255,1.235,1.245,6497.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,37.25490196078431,-54.94117647058824,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,11856.0,498.25901682714317,False,False,False,False,1842.5061503892125,False,False,False,False
2025-03-06 20:00:00+00:00,1.245,1.255,1.24,1.25,2032.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,49.22572675756605,-41.62625768289644,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,13888.0,705.8519002871874,False,False,False,False,1845.444039530465,False,False,False,False
2025-03-07 15:00:00+00:00,1.275,1.285,1.25,1.265,3400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,62.50067792207066,-27.18450210304136,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,17288.0,962.9394677245953,False,False,False,False,1869.5456823284424,False,False,False,False
2025-03-07 16:00:00+00:00,1.265,1.265,1.22,1.225,2700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,52.36076788738238,-27.18450210304136,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,14588.0,1174.1807162870045,False,False,False,False,1882.4209430675362,False,False,False,False
2025-03-07 17:00:00+00:00,1.225,1.235,1.215,1.235,2440.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,49.05317121886732,-27.18450210304136,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,17028.0,1419.9763640965084,False,False,False,False,1891.0655796091248,False,False,False,False
2025-03-07 18:00:00+00:00,1.235,1.255,1.235,1.255,4922.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,51.74963143281418,-27.18450210304136,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,21950.0,1738.2713041880354,False,False,False,False,1938.0568109330143,False,False,False,False
