date,Open,High,Low,Close,Volume,aVWAP_peak_878,aVWAP_peak_859,aVWAP_peak_833,aVWAP_valley_868,aVWAP_valley_849,aVWAP_valley_799,aVWAP_valley_744,aVWAP_valley_708,aVWAP_valley_673,aVWAP_valley_595,aVWAP_valley_558,aVWAP_valley_495,aVWAP_valley_456,aVWAP_valley_398,aVWAP_valley_366,aVWAP_valley_331,aVWAP_valley_288,aVWAP_valley_264,aVWAP_valley_226,aVWAP_OB_bull_495,aVWAP_OB_bull_366,aVWAP_OB_bull_226,aVWAP_OB_bear_859,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-02-27 15:00:00+00:00,212.39,215.15,211.625,213.85,201199.0,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,201199.0,False,False,False,False
2025-02-27 16:00:00+00:00,213.875,215.515,213.11,213.28,172562.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-172562.0,-2675.3798449612405,False,False,False,False,200755.01550387597,False,False,False,False
2025-02-27 17:00:00+00:00,213.305,213.965,212.715,213.28,137918.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-172562.0,-5309.28093263626,False,False,False,False,199780.79820924223,False,False,False,False
2025-02-27 18:00:00+00:00,213.28,214.02,213.07,213.295,109116.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,1.0744130521279942,-49.03302825308481,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-63446.0,-6210.625414300815,False,False,False,False,198375.14242305243,False,False,False,False
2025-02-27 19:00:00+00:00,213.325,213.35,210.16,210.935,267054.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.8765127568092245,-48.93179112531842,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-330500.0,-11238.36765593956,False,False,False,False,199439.9309126175,False,False,False,False
2025-02-27 20:00:00+00:00,210.94,210.94,208.36,208.82,374517.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.6705908589613172,-49.07086559799431,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-705017.0,-21994.625521738948,False,False,False,False,202154.304076763,False,False,False,False
2025-02-28 15:00:00+00:00,208.405,210.625,208.28,210.375,271420.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,9.721772539152328,-41.474329782299456,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-433597.0,-28376.05768419261,False,False,False,False,203228.1908352628,False,False,False,False
2025-02-28 16:00:00+00:00,210.375,210.89,209.215,209.29,218233.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,14.102515630996699,-38.08385452496219,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-651830.0,-38042.010278236135,False,False,False,False,203460.82353549128,False,False,False,False
2025-02-28 17:00:00+00:00,209.295,210.125,207.835,207.92,147187.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,15.483030227665978,-37.38770799580604,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-799017.0,-49840.072134387505,False,False,False,False,202588.36115509606,False,False,False,False
2025-02-28 18:00:00+00:00,207.92,208.985,207.4,207.605,145771.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,16.101307786830755,-37.15442422682726,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-944788.0,-63715.23380672258,False,False,False,False,201707.47183486202,False,False,False,False
