date,Open,High,Low,Close,Volume,aVWAP_peak_821,aVWAP_peak_801,aVWAP_peak_744,aVWAP_peak_725,aVWAP_peak_696,aVWAP_peak_669,aVWAP_peak_654,aVWAP_peak_615,aVWAP_peak_600,aVWAP_valley_871,aVWAP_valley_840,aVWAP_valley_804,aVWAP_valley_760,aVWAP_valley_739,aVWAP_valley_712,aVWAP_valley_690,aVWAP_valley_659,aVWAP_valley_634,aVWAP_valley_587,aVWAP_valley_564,aVWAP_valley_535,aVWAP_valley_499,aVWAP_valley_478,aVWAP_valley_432,aVWAP_valley_379,aVWAP_valley_332,aVWAP_valley_307,aVWAP_valley_277,aVWAP_valley_234,aVWAP_valley_204,aVWAP_valley_166,aVWAP_valley_102,aVWAP_OB_bull_840,aVWAP_OB_bull_760,aVWAP_OB_bull_478,aVWAP_OB_bull_166,aVWAP_OB_bear_654,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-03-13 14:00:00+00:00,380.21,384.09,380.11,382.065,75708.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,75708.0,False,False,False,False
2025-03-13 15:00:00+00:00,382.08,382.81,378.87,379.33,58469.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-58469.0,-906.4961240310078,False,False,False,False,75440.72868217053,False,False,False,False
2025-03-13 16:00:00+00:00,379.38,380.69,378.18,379.63,55691.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,3.6615134255493347,-55.492270138324,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2778.0,-935.5116879995193,False,False,False,False,75134.53133826092,False,False,False,False
2025-03-13 17:00:00+00:00,379.63,379.91,377.83,377.97,41052.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,4.6155785667963904,-54.26746016864672,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-43830.0,-1600.5425145421623,False,False,False,False,74606.11999968323,False,False,False,False
2025-03-13 18:00:00+00:00,377.955,380.405,377.905,380.02,53769.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,16.49043559152495,-43.051490606777946,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,9939.0,-1421.6348786577876,False,False,False,False,74283.06387565713,False,False,False,False
2025-03-13 19:00:00+00:00,379.99,380.49,377.475,378.81,80395.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,21.81514146136633,-38.29926625221886,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-70456.0,-2491.935113097202,False,False,False,False,74377.82257525934,False,False,False,False
2025-03-14 14:00:00+00:00,383.18,385.44,380.68,385.44,69540.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,37.602638315674156,-24.052330944579065,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-916.0,-2467.502010568563,False,False,False,False,74302.81757409254,False,False,False,False
2025-03-14 15:00:00+00:00,385.395,387.375,384.58,386.99,79807.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,49.41282754093083,-13.942921261305479,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,78891.0,-1206.1298863737018,False,False,False,False,74388.15373573451,False,False,False,False
2025-03-14 16:00:00+00:00,387.07,387.84,385.935,387.695,39381.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,57.82703664834865,-6.924402019409158,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,118272.0,646.2442203917822,False,False,False,False,73845.40716618823,False,False,False,False
2025-03-14 17:00:00+00:00,387.55,388.24,387.115,387.115,31492.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,62.124041770100426,-3.360281377056012,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,86780.0,1981.651286742297,False,False,False,False,73188.76519461942,False,False,False,False
