date,Open,High,Low,Close,Volume,aVWAP_peak_857,aVWAP_peak_855,aVWAP_peak_828,aVWAP_peak_788,aVWAP_peak_774,aVWAP_peak_702,aVWAP_peak_668,aVWAP_peak_667,aVWAP_peak_629,aVWAP_peak_605,aVWAP_peak_558,aVWAP_peak_544,aVWAP_peak_517,aVWAP_peak_477,aVWAP_peak_438,aVWAP_peak_423,aVWAP_peak_399,aVWAP_peak_398,aVWAP_peak_374,aVWAP_peak_348,aVWAP_peak_274,aVWAP_peak_243,aVWAP_peak_218,aVWAP_peak_144,aVWAP_peak_108,aVWAP_peak_92,aVWAP_peak_91,aVWAP_peak_36,aVWAP_peak_20,aVWAP_valley_847,aVWAP_valley_818,aVWAP_valley_798,aVWAP_OB_bear_629,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-02-05 15:00:00+00:00,56.405,58.3,56.185,57.985,440665.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,440665.0,False,False,False,False
2025-02-05 16:00:00+00:00,57.99,58.105,57.04,57.375,173558.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-173558.0,-2690.8217054263564,False,False,False,False,436523.8062015504,False,False,False,False
2025-02-05 17:00:00+00:00,57.375,57.86,57.355,57.75,158035.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,13.62810417928529,-70.44215626892793,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-15523.0,-2889.7702061174205,False,False,False,False,432206.15029144887,False,False,False,False
2025-02-05 18:00:00+00:00,57.745,58.105,57.635,57.795,144302.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,23.74422462733252,-59.9748374477569,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,128779.0,-848.3939238520343,False,False,False,False,427742.5200543721,False,False,False,False
2025-02-05 19:00:00+00:00,57.795,57.815,57.155,57.64,166332.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,28.017856998904556,-54.55503887153926,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-37553.0,-1417.4575839473514,False,False,False,False,423689.6437744594,False,False,False,False
2025-02-05 20:00:00+00:00,57.64,57.775,57.335,57.495,353810.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,29.030827694095915,-51.60690304007609,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-391363.0,-7463.124908227237,False,False,False,False,422606.2384446228,False,False,False,False
2025-02-06 15:00:00+00:00,57.845,57.845,56.965,57.045,92689.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,26.137984533222884,-51.60690304007609,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-484052.0,-14852.09971585162,False,False,False,False,417491.24249974487,False,False,False,False
2025-02-06 16:00:00+00:00,57.045,57.12,56.555,56.65,67076.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,22.48670173380609,-51.60690304007609,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-551128.0,-23166.454759016713,False,False,False,False,412058.44804238447,False,False,False,False
2025-02-06 17:00:00+00:00,56.63,57.06,56.54,56.88,82366.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,24.08465018852292,-49.93527388972599,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-468762.0,-30074.91282476839,False,False,False,False,406946.9372200219,False,False,False,False
2025-02-06 18:00:00+00:00,56.895,57.195,56.71,57.18,71178.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,29.344913443284046,-42.782411680057734,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-397584.0,-35772.72812981074,False,False,False,False,401741.2172631223,False,False,False,False
2025-02-06 19:00:00+00:00,57.18,57.18,56.77,56.82,48538.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,30.335108631463342,-39.794879674622145,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-446122.0,-42134.73234485244,False,False,False,False,396265.1983908259,False,False,False,False
