date,Open,High,Low,Close,Volume,aVWAP_peak_870,aVWAP_peak_835,aVWAP_peak_834,aVWAP_peak_804,aVWAP_peak_780,aVWAP_peak_754,aVWAP_peak_753,aVWAP_peak_751,aVWAP_peak_745,aVWAP_peak_685,aVWAP_peak_660,aVWAP_valley_852,aVWAP_valley_815,aVWAP_valley_792,aVWAP_valley_775,aVWAP_valley_774,aVWAP_valley_737,aVWAP_valley_726,aVWAP_valley_677,aVWAP_valley_654,aVWAP_valley_619,aVWAP_valley_618,aVWAP_valley_550,aVWAP_valley_549,aVWAP_valley_547,aVWAP_valley_546,aVWAP_valley_510,aVWAP_valley_480,aVWAP_valley_438,aVWAP_valley_398,aVWAP_valley_360,aVWAP_valley_270,aVWAP_valley_242,aVWAP_valley_212,aVWAP_valley_211,aVWAP_valley_179,aVWAP_valley_135,aVWAP_valley_117,aVWAP_valley_116,aVWAP_valley_111,aVWAP_valley_110,aVWAP_valley_90,aVWAP_valley_85,aVWAP_valley_70,aVWAP_valley_67,aVWAP_valley_18,aVWAP_OB_bull_852,aVWAP_OB_bull_550,aVWAP_OB_bull_135,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-04-04 14:00:00+00:00,3.245,3.245,3.12,3.23,32673.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,32673.0,False,False,False,False
2025-04-04 15:00:00+00:00,3.235,3.26,3.205,3.205,6235.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-6235.0,-96.66666666666667,False,False,False,False,32263.108527131782,False,False,False,False
2025-04-04 16:00:00+00:00,3.205,3.225,3.195,3.21,27582.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,6.122448979591747,-59.18367346938762,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,21347.0,235.79328165374676,False,False,False,False,32190.53320112974,False,False,False,False
2025-04-04 17:00:00+00:00,3.215,3.225,3.175,3.225,60983.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,20.617065723927347,-45.526273501526404,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,82330.0,1508.5716803877972,False,False,False,False,32636.92803522075,False,False,False,False
2025-04-04 18:00:00+00:00,3.225,3.235,3.2,3.205,1787.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,24.249963108931407,-42.14675102294821,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,80543.0,2733.911654335273,False,False,False,False,32158.63457731035,False,False,False,False
2025-04-04 19:00:00+00:00,3.205,3.275,3.205,3.22,13664.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,32.04332017569209,-34.63902103770097,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,94207.0,4152.099070547129,False,False,False,False,31871.896056731894,False,False,False,False
2025-04-07 14:00:00+00:00,3.145,3.31,3.12,3.165,9195.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,29.418952157734296,-34.63902103770097,False,False,False,True,True,,-1.0,3.31,3.12,30.0,0,,,False,False,False,False,,,False,False,False,False,85012.0,5405.740945422367,False,False,False,False,31520.316272906595,False,False,False,False
2025-04-07 15:00:00+00:00,3.165,3.205,3.085,3.125,3581.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,25.355186339555456,-34.63902103770097,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,81431.0,6584.427132315043,False,False,False,False,31087.148578753004,False,False,False,False
2025-04-07 16:00:00+00:00,3.125,3.125,3.085,3.1,2004.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,21.681101911444756,-34.63902103770097,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,79427.0,7713.769347317911,False,False,False,False,30636.24705040024,False,False,False,False
2025-04-07 17:00:00+00:00,3.095,3.185,3.095,3.185,4953.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,30.40407414048868,-34.63902103770097,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,84380.0,8902.393078367244,False,False,False,False,30238.05717364985,False,False,False,False
