date,Open,High,Low,Close,Volume,aVWAP_peak_852,aVWAP_peak_827,aVWAP_peak_803,aVWAP_peak_767,aVWAP_peak_731,aVWAP_peak_700,aVWAP_peak_678,aVWAP_peak_624,aVWAP_peak_603,aVWAP_peak_579,aVWAP_peak_578,aVWAP_peak_577,aVWAP_peak_563,aVWAP_peak_562,aVWAP_peak_561,aVWAP_peak_560,aVWAP_peak_559,aVWAP_peak_558,aVWAP_peak_557,aVWAP_peak_556,aVWAP_peak_543,aVWAP_peak_495,aVWAP_peak_494,aVWAP_peak_493,aVWAP_peak_467,aVWAP_peak_451,aVWAP_peak_450,aVWAP_peak_409,aVWAP_peak_358,aVWAP_peak_357,aVWAP_peak_326,aVWAP_peak_298,aVWAP_peak_252,aVWAP_peak_230,aVWAP_peak_192,aVWAP_peak_191,aVWAP_peak_190,aVWAP_peak_189,aVWAP_peak_188,aVWAP_peak_187,aVWAP_peak_186,aVWAP_peak_185,aVWAP_peak_171,aVWAP_peak_170,aVWAP_peak_138,aVWAP_valley_868,aVWAP_valley_846,aVWAP_OB_bull_846,aVWAP_OB_bear_409,aVWAP_OB_bear_138,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-01-21 15:00:00+00:00,0.7244,0.7305,0.7244,0.725,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,100.0,False,False,False,False
2025-01-21 16:00:00+00:00,0.725,0.725,0.725,0.725,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,98.44961240310077,False,False,False,False
2025-01-21 17:00:00+00:00,0.725,0.727,0.725,0.727,101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,100.0,,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,101.0,1.565891472868217,False,False,False,False,98.48915329607595,False,False,False,False
2025-01-21 18:00:00+00:00,0.727,0.727,0.727,0.727,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,100.0,50.0,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,101.0,3.1075055585601827,False,False,False,False,96.96218967908253,False,False,False,False
2025-01-21 19:00:00+00:00,0.727,0.727,0.727,0.727,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,100.0,50.0,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,101.0,4.625218650675529,False,False,False,False,95.45889991661613,False,False,False,False
2025-01-21 20:00:00+00:00,0.727,0.727,0.727,0.727,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,100.0,50.0,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,101.0,6.119401307254202,False,False,False,False,93.97891697217247,False,False,False,False
2025-01-22 15:00:00+00:00,0.749,0.749,0.749,0.749,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,100.0,50.0,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,101.0,7.5904183412502615,False,False,False,False,92.52187949973569,False,False,False,False
2025-01-22 16:00:00+00:00,0.749,0.749,0.749,0.749,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,100.0,50.0,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,101.0,9.03862890960297,False,False,False,False,91.08743175555374,False,False,False,False
2025-01-22 17:00:00+00:00,0.749,0.749,0.749,0.749,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,100.0,50.0,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,101.0,10.464386600926954,False,False,False,False,89.67522351128159,False,False,False,False
2025-01-22 18:00:00+00:00,0.749,0.749,0.749,0.749,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,100.0,50.0,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,101.0,11.868039521842814,False,False,False,False,88.28490996847101,False,False,False,False
