date,Open,High,Low,Close,Volume,aVWAP_peak_393,aVWAP_peak_362,aVWAP_peak_313,aVWAP_peak_251,aVWAP_peak_199,aVWAP_valley_401,aVWAP_valley_366,aVWAP_valley_328,aVWAP_valley_304,aVWAP_OB_bull_304,aVWAP_OB_bear_251,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2024-02-20 17:00:00+00:00,162.565,162.565,160.12,161.0,3789.0,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,3789.0,False,False,False,False
2024-02-21 17:00:00+00:00,160.95,162.04,160.305,161.23,1146.0,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,100.0,,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1146.0,17.767441860465116,False,False,False,False,3748.0232558139533,False,False,False,False
2024-02-22 17:00:00+00:00,160.21,160.65,159.35,160.48,1324.0,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,73.80675203725238,-41.67636786961667,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-178.0,14.732287723093565,False,False,False,False,3710.441499909861,False,False,False,False
2024-02-23 17:00:00+00:00,164.64,167.62,164.64,167.36,1425.0,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,79.66243533047923,-33.78692810943775,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1247.0,33.837213494828546,False,False,False,False,3675.0082983608704,False,False,False,False
2024-02-26 17:00:00+00:00,166.215,167.65,165.885,166.33,1535.0,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,79.59496787293769,-30.02156363628744,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-288.0,28.847489254598642,False,False,False,False,3641.829875130469,False,False,False,False
2024-02-27 17:00:00+00:00,166.025,168.0,165.875,167.56,1179.0,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,80.57052348764515,-24.305889887038944,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,891.0,42.2141948475506,False,False,False,False,3603.6464662137178,False,False,False,False
2024-02-28 17:00:00+00:00,168.46,169.28,167.98,168.41,796.0,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,81.82592353505508,-17.947297703276362,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1687.0,67.71474996619322,False,False,False,False,3560.1170636367606,False,False,False,False
2024-02-29 17:00:00+00:00,170.245,173.51,170.245,173.46,2486.0,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,84.80202233047908,-10.011836970595823,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,4173.0,131.3625833000507,False,False,False,False,3543.4640859059577,False,False,False,False
2024-03-01 17:00:00+00:00,175.79,175.98,174.74,175.25,2159.0,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,87.21889904519999,-2.870101915459813,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,6332.0,227.49649673725918,False,False,False,False,3521.9995264345475,False,False,False,False
2024-03-04 17:00:00+00:00,178.42,179.045,176.43,176.74,3217.0,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,89.13804602879009,3.484599746063317,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,9549.0,372.0159308963714,False,False,False,False,3517.2708516061048,False,False,False,False
