date,Close,High,Low,Open,Volume,aVWAP_peak_193,aVWAP_peak_184,aVWAP_peak_160,aVWAP_peak_152,aVWAP_peak_146,aVWAP_valley_187,aVWAP_valley_171,aVWAP_valley_166,aVWAP_valley_158,aVWAP_valley_149,aVWAP_valley_132,aVWAP_valley_127,aVWAP_valley_122,aVWAP_valley_113,aVWAP_valley_95,aVWAP_OB_bear_184,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,89.5572606758,91.6515632272,84.7394256583,85.086910835,1126818,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,1126818.0,False,False,False,False
2022-01-07 00:00:00+00:00,86.2420642602,91.3510355068,84.4952468855,90.1583161165,1032949,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1032949,-76514.74074074073,False,False,False,False,1119864.7407407407,False,False,False,False
2022-01-14 00:00:00+00:00,91.3510355068,95.6335555224,84.6549022369,86.7210303146,1500852,,,,,,,,,,,,,,,,,,,#000000,,,,17.794447957645595,-94.48611989411398,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,467903,-36187.50068587105,False,False,False,False,1148086.0192043895,False,False,False,False
2022-01-21 00:00:00+00:00,83.2555700389,92.5860166078,82.6639060893,91.6985206835,1213857,,,,,,,,,,,,,,,,,,,#000000,,,,21.35947280854481,-90.14292346706459,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-745954,-88762.79693136207,False,False,False,False,1152957.943707768,False,False,False,False
2022-01-28 00:00:00+00:00,86.880685666,87.4066091767,80.5226460816,81.2833568738,1541069,,,,,,,,,,,,,,,,,,,#000000,,84.93664697476666,,27.84663871761598,-82.45376188884936,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,795115,-23290.367529038966,False,False,False,False,1181706.910840526,False,False,False,False
2022-02-04 00:00:00+00:00,90.0737926952,93.7176913049,85.1526512738,86.8619026835,1249070,,,,,,,,,,,,,,,,,,,#000000,,87.04581287847908,,34.99440154741568,-73.83442064513989,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2044185,129855.95599163057,False,False,False,False,1186696.7692967833,False,False,False,False
2022-02-11 00:00:00+00:00,93.4547295495,95.511466136,87.2281708427,89.8014394486,1366249,,,,,,,,,,,,,,,,,,,#000000,,88.69560372865631,,42.139412528196104,-65.03427488246254,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3410434,372861.73702928756,False,False,False,False,1199996.9345340587,False,False,False,False
2022-02-18 00:00:00+00:00,90.6560651534,93.7270827961,89.0876861127,93.4547295495,1436384,,,,,,,,,,,,,,,,,,,#000000,,89.32774656796464,,45.21310099321157,-59.96812732219624,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1974050,491468.27502711816,False,False,False,False,1217507.087531536,False,False,False,False
2022-02-25 00:00:00+00:00,91.717303666,93.8679551651,83.7063616194,90.1864905903,1549810,,,,,,,,,,,,,,,,,,,#000000,,89.4223781528685,,48.026286359380755,-54.92110484350976,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3523860,716089.8842843686,False,False,False,False,1242122.1180847555,False,False,False,False
2022-03-04 00:00:00+00:00,91.3416440156,96.3660918408,90.2475352835,90.8157205049,1508737,,,,,,,,,,,,,,,,,,,#000000,,91.31865954105155,,49.76654630849576,-50.73843083354576,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,0.34282824648729643,0.34282824648729643,False,False,False,False,2015123,812314.5595225635,False,False,False,False,1261871.3685969957,False,False,False,False
