date,Open,High,Low,Close,Volume,aVWAP_peak_858,aVWAP_peak_809,aVWAP_peak_792,aVWAP_peak_741,aVWAP_valley_870,aVWAP_valley_851,aVWAP_valley_833,aVWAP_valley_832,aVWAP_valley_800,aVWAP_valley_737,aVWAP_valley_695,aVWAP_valley_690,aVWAP_valley_669,aVWAP_valley_636,aVWAP_valley_617,aVWAP_valley_600,aVWAP_valley_599,aVWAP_valley_571,aVWAP_valley_547,aVWAP_valley_524,aVWAP_valley_427,aVWAP_valley_406,aVWAP_valley_366,aVWAP_valley_278,aVWAP_valley_242,aVWAP_valley_208,aVWAP_valley_207,aVWAP_OB_bull_366,aVWAP_OB_bull_208,aVWAP_OB_bear_809,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-01-16 15:00:00+00:00,3.22,3.315,3.21,3.235,824.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,824.0,False,False,False,False
2025-01-16 16:00:00+00:00,3.235,3.27,3.225,3.245,172.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,100.0,,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,172.0,2.6666666666666665,False,False,False,False,813.891472868217,False,False,False,False
2025-01-16 17:00:00+00:00,3.245,3.275,3.235,3.25,164.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,100.0,50.0,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,336.0,7.834625322997416,False,False,False,False,803.8156360795624,False,False,False,False
2025-01-16 18:00:00+00:00,3.25,3.275,3.24,3.245,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,90.39145907473329,41.352313167259965,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,312.0,12.550367566051719,False,False,False,False,791.725471179104,False,False,False,False
2025-01-16 19:00:00+00:00,3.245,3.25,3.22,3.24,1586.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,78.17609980192186,30.935002277245687,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1274.0,-7.396149760553733,False,False,False,False,804.0398049592729,False,False,False,False
2025-01-16 20:00:00+00:00,3.24,3.26,3.23,3.255,2799.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,77.00915983177858,30.92515117009394,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1525.0,16.36193008069516,False,False,False,False,834.9694203862609,False,False,False,False
2025-01-17 15:00:00+00:00,3.28,3.285,3.235,3.245,110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,69.92411952769314,25.13251211519902,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1415.0,38.04624124223477,False,False,False,False,823.72958441128,False,False,False,False
2025-01-17 16:00:00+00:00,3.245,3.245,3.24,3.245,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,65.20075932496951,21.500289028729455,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1415.0,59.39436153305284,False,False,False,False,811.5942420173067,False,False,False,False
2025-01-17 17:00:00+00:00,3.245,3.25,3.235,3.235,105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,57.53917976419962,15.051213990288758,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1310.0,78.78359623796675,False,False,False,False,800.6392925286663,False,False,False,False
2025-01-17 18:00:00+00:00,3.235,3.235,3.2,3.215,277.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,47.459668231710964,6.455175136296084,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1033.0,93.57764900947113,False,False,False,False,792.520853884811,False,False,False,False
2025-01-17 19:00:00+00:00,3.215,3.215,3.195,3.195,653.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,38.151678805191864,-1.332413109517077,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,380.0,98.01830561397544,False,False,False,False,790.3577398710929,False,False,False,False
2025-01-17 20:00:00+00:00,3.19,3.21,3.175,3.205,1376.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,3.1966666666666668,,35.645625801938394,-3.0354403802050456,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1756.0,123.72344816259599,False,False,False,False,799.4374648343318,False,False,False,False
