date,Open,High,Low,Close,Volume,aVWAP_peak_853,aVWAP_peak_792,aVWAP_peak_767,aVWAP_peak_743,aVWAP_valley_873,aVWAP_valley_872,aVWAP_valley_871,aVWAP_valley_870,aVWAP_valley_869,aVWAP_valley_830,aVWAP_valley_797,aVWAP_valley_782,aVWAP_valley_761,aVWAP_valley_728,aVWAP_valley_700,aVWAP_valley_641,aVWAP_valley_624,aVWAP_valley_564,aVWAP_valley_540,aVWAP_valley_516,aVWAP_valley_493,aVWAP_valley_455,aVWAP_valley_432,aVWAP_valley_391,aVWAP_valley_390,aVWAP_valley_358,aVWAP_valley_318,aVWAP_valley_300,aVWAP_valley_259,aVWAP_valley_258,aVWAP_valley_235,aVWAP_valley_193,aVWAP_valley_167,aVWAP_valley_153,aVWAP_valley_125,aVWAP_valley_60,aVWAP_OB_bull_873,aVWAP_OB_bull_564,aVWAP_OB_bull_167,aVWAP_OB_bear_743,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-03-24 14:00:00+00:00,37.82,37.865,37.75,37.865,338.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,338.0,False,False,False,False
2025-03-24 15:00:00+00:00,37.865,37.905,37.84,37.84,364.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-364.0,-5.6434108527131785,False,False,False,False,338.4031007751938,False,False,False,False
2025-03-24 16:00:00+00:00,37.875,37.875,37.45,37.45,415.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-779.0,-17.63343549065561,False,False,False,False,339.5906496003846,False,False,False,False
2025-03-24 17:00:00+00:00,37.515,37.69,37.515,37.69,603.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,13.192182410423294,-38.127035830619036,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-176.0,-20.0887310644439,False,False,False,False,343.67451549805304,False,False,False,False
2025-03-24 18:00:00+00:00,37.69,37.74,37.58,37.74,372.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,23.696630335980174,-29.46456364224324,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,196.0,-16.73851817972384,False,False,False,False,344.1136702965328,False,False,False,False
2025-03-24 19:00:00+00:00,37.74,37.875,37.74,37.82,973.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,33.142507304643416,-22.015691083113282,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1169.0,1.6450247377912603,False,False,False,False,353.8638459508501,False,False,False,False
2025-03-25 14:00:00+00:00,37.91,37.91,37.48,37.515,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,33.153375839687016,-22.015691083113282,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1081.0,18.379210400771242,False,False,False,False,349.7419258585888,False,False,False,False
2025-03-25 15:00:00+00:00,37.515,37.63,37.5,37.5,140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,32.94322875958377,-22.015691083113282,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,941.0,32.683408689131376,False,False,False,False,346.49011305457964,False,False,False,False
2025-03-25 16:00:00+00:00,37.5,37.705,37.5,37.705,447.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,38.023593347514364,-19.199668540508373,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1388.0,53.696069019532445,False,False,False,False,348.0484058754389,False,False,False,False
2025-03-25 17:00:00+00:00,37.705,37.705,37.55,37.59,434.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,39.35844534508734,-18.05102243108433,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,954.0,67.65426949984978,False,False,False,False,349.38098873008323,False,False,False,False
