date,Open,High,Low,Close,Volume,aVWAP_peak_387,aVWAP_peak_350,aVWAP_peak_218,aVWAP_valley_415,aVWAP_valley_365,aVWAP_valley_327,aVWAP_OB_bear_387,aVWAP_OB_bear_218,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2024-01-08 17:00:00+00:00,9.605,9.645,9.585,9.605,32646.0,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,32646.0,False,False,False,False
2024-01-09 17:00:00+00:00,9.405,9.505,9.405,9.47,15592.0,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-15592.0,-241.73643410852713,False,False,False,False,32381.596899224805,False,False,False,False
2024-01-10 17:00:00+00:00,9.455,9.555,9.455,9.505,24655.0,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,7.52688172043014,-61.29032258064521,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,9063.0,-97.4769545099453,False,False,False,False,32261.80469923682,False,False,False,False
2024-01-11 17:00:00+00:00,9.355,9.375,9.295,9.33,12693.0,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,8.333492490943964,-59.811684715139755,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-3630.0,-152.24475366482986,False,False,False,False,31958.412378318422,False,False,False,False
2024-01-12 17:00:00+00:00,9.405,9.48,9.355,9.48,11367.0,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,19.390869813691523,-48.704140695628965,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,7737.0,-29.930881514987547,False,False,False,False,31639.1656747786,False,False,False,False
2024-01-15 17:00:00+00:00,9.48,9.48,9.48,9.48,0.0,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,26.76245469552323,-41.31380719567913,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,7737.0,90.48665153175645,False,False,False,False,31148.635974394434,False,False,False,False
2024-01-16 17:00:00+00:00,9.35,9.415,9.295,9.345,23192.0,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,27.72971168932743,-39.70822631001167,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-15455.0,-150.52864539121651,False,False,False,False,31025.277277117,False,False,False,False
2024-01-17 17:00:00+00:00,9.105,9.265,9.085,9.25,4895.0,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,26.55271288976367,-39.70822631001167,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-20350.0,-463.6987439122829,False,False,False,False,30620.156699177198,False,False,False,False
2024-01-18 17:00:00+00:00,9.035,9.11,8.965,9.08,3881.0,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,23.585639943130403,-39.70822631001167,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-24231.0,-832.1840347043405,False,False,False,False,30205.596130197708,False,False,False,False
2024-01-19 17:00:00+00:00,8.945,9.075,8.93,9.075,6347.0,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,21.555384417481847,-39.70822631001167,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-30578.0,-1293.3594760267538,False,False,False,False,29835.695415000842,False,False,False,False
