date,Open,High,Low,Close,Volume,aVWAP_peak_391,aVWAP_peak_300,aVWAP_valley_422,aVWAP_valley_335,aVWAP_valley_226,aVWAP_valley_202,aVWAP_valley_183,aVWAP_valley_161,aVWAP_valley_159,aVWAP_OB_bull_226,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-12-26 17:00:00+00:00,3.515,3.62,3.515,3.615,79358.0,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,79358.0,False,False,False,False
2023-12-27 17:00:00+00:00,3.58,3.615,3.56,3.565,28768.0,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-28768.0,-446.015503875969,False,False,False,False,78573.65891472869,False,False,False,False
2023-12-28 17:00:00+00:00,3.555,3.58,3.54,3.55,44266.0,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-73034.0,-1571.410612343008,False,False,False,False,78041.75722612823,False,False,False,False
2023-12-29 17:00:00+00:00,3.575,3.575,3.545,3.545,44606.0,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-117640.0,-3370.923626105132,False,False,False,False,77523.373393165,False,False,False,False
2024-01-01 17:00:00+00:00,3.545,3.545,3.545,3.545,0.0,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-117640.0,-5142.537213297301,False,False,False,False,76321.46062737949,False,False,False,False
2024-01-02 17:00:00+00:00,3.455,3.47,3.395,3.43,83831.0,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-201471.0,-8186.389349525249,False,False,False,False,76437.88759439687,False,False,False,False
2024-01-03 17:00:00+00:00,3.375,3.375,3.32,3.345,134947.0,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-336418.0,-13275.251530152764,False,False,False,False,77345.00561618917,False,False,False,False
2024-01-04 17:00:00+00:00,3.275,3.275,3.225,3.255,69908.0,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-406326.0,-19369.061583948846,False,False,False,False,77229.70320353507,False,False,False,False
2024-01-05 17:00:00+00:00,3.255,3.27,3.235,3.245,12738.0,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-419064.0,-25565.882334585298,False,False,False,False,76229.8318360384,False,False,False,False
2024-01-08 17:00:00+00:00,3.275,3.275,3.19,3.215,127367.0,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,3.2266666666666666,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-546431.0,-33641.31051544444,False,False,False,False,77022.65614865796,False,False,False,False
