date,Open,High,Low,Close,Volume,aVWAP_peak_870,aVWAP_peak_855,aVWAP_peak_820,aVWAP_peak_780,aVWAP_valley_876,aVWAP_valley_859,aVWAP_valley_829,aVWAP_valley_804,aVWAP_valley_767,aVWAP_valley_726,aVWAP_valley_699,aVWAP_valley_671,aVWAP_valley_633,aVWAP_valley_594,aVWAP_valley_550,aVWAP_valley_523,aVWAP_valley_492,aVWAP_valley_451,aVWAP_valley_374,aVWAP_valley_355,aVWAP_valley_318,aVWAP_valley_293,aVWAP_valley_259,aVWAP_valley_237,aVWAP_valley_236,aVWAP_valley_206,aVWAP_valley_131,aVWAP_valley_89,aVWAP_OB_bull_633,aVWAP_OB_bull_594,aVWAP_OB_bull_550,aVWAP_OB_bear_820,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-03-17 14:00:00+00:00,22.6,22.6,22.22,22.36,814.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,814.0,False,False,False,False
2025-03-17 15:00:00+00:00,22.36,22.47,22.335,22.47,555.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,100.0,,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,555.0,8.604651162790697,False,False,False,False,809.984496124031,False,False,False,False
2025-03-17 16:00:00+00:00,22.47,22.56,22.47,22.555,348.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,100.0,50.0,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,903.0,22.471245718406344,False,False,False,False,802.8219457965266,False,False,False,False
2025-03-17 17:00:00+00:00,22.555,22.555,22.35,22.385,292.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,82.95581136279253,34.66023022651328,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,611.0,31.595722528973685,False,False,False,False,794.902225706658,False,False,False,False
2025-03-17 18:00:00+00:00,22.385,22.395,22.37,22.395,302.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,72.15087883636326,25.95844227095938,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,913.0,45.260905125423704,False,False,False,False,787.2603307344617,False,False,False,False
2025-03-17 19:00:00+00:00,22.395,22.395,22.24,22.29,277.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,60.250227665623164,16.441566205269694,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,636.0,54.41965078239387,False,False,False,False,779.3493178548576,False,False,False,False
2025-03-18 14:00:00+00:00,22.56,22.66,22.51,22.605,247.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,62.58653844437262,16.441566205269694,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,883.0,67.26585774700791,False,False,False,False,771.0958400586583,False,False,False,False
2025-03-18 15:00:00+00:00,22.57,22.68,22.535,22.59,281.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,63.57653434201954,16.441566205269694,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,602.0,75.55630956488375,False,False,False,False,763.4974549414698,False,False,False,False
2025-03-18 16:00:00+00:00,22.59,22.71,22.49,22.505,160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,61.200052417282926,16.441566205269694,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,442.0,81.23760709100958,False,False,False,False,754.1409052524547,False,False,False,False
2025-03-18 17:00:00+00:00,22.425,22.55,22.425,22.53,1087.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,60.25388096905138,16.441566205269694,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1529.0,103.68353566324198,False,False,False,False,759.3015113725717,False,False,False,False
