date,Open,High,Low,Close,Volume,aVWAP_peak_858,aVWAP_peak_821,aVWAP_peak_787,aVWAP_peak_764,aVWAP_peak_729,aVWAP_peak_642,aVWAP_peak_600,aVWAP_peak_546,aVWAP_peak_486,aVWAP_peak_447,aVWAP_peak_421,aVWAP_peak_372,aVWAP_peak_336,aVWAP_peak_299,aVWAP_peak_281,aVWAP_peak_249,aVWAP_peak_216,aVWAP_valley_844,aVWAP_valley_796,aVWAP_valley_768,aVWAP_valley_719,aVWAP_valley_697,aVWAP_valley_596,aVWAP_valley_563,aVWAP_valley_504,aVWAP_valley_468,aVWAP_valley_432,aVWAP_valley_401,aVWAP_valley_366,aVWAP_valley_328,aVWAP_valley_311,aVWAP_valley_279,aVWAP_valley_264,aVWAP_OB_bull_844,aVWAP_OB_bull_768,aVWAP_OB_bear_216,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-02-04 15:00:00+00:00,118.72,119.59,118.53,119.075,11820.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,11820.0,False,False,False,False
2025-02-04 16:00:00+00:00,119.11,119.685,119.08,119.23,5904.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,100.0,,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,5904.0,91.53488372093022,False,False,False,False,11728.27906976744,False,False,False,False
2025-02-04 17:00:00+00:00,119.23,119.31,118.74,118.74,12230.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,73.98230088495569,-41.06194690265508,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-6326.0,-7.961781142960163,False,False,False,False,11736.057688840814,False,False,False,False
2025-02-04 18:00:00+00:00,118.74,118.99,118.58,118.605,4866.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,55.212095367441485,-41.06194690265508,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-11192.0,-181.35772252058868,False,False,False,False,11629.545166533204,False,False,False,False
2025-02-04 19:00:00+00:00,118.605,118.7,118.15,118.21,23191.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,40.397219226714455,-41.06194690265508,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-34383.0,-711.615742326471,False,False,False,False,11808.792528292379,False,False,False,False
2025-02-04 20:00:00+00:00,118.23,118.355,117.4,117.96,61334.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,29.739491482924752,-41.06194690265508,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-95717.0,-2184.56743624389,False,False,False,False,12576.62520227234,False,False,False,False
2025-02-05 15:00:00+00:00,113.33,114.47,113.07,113.44,23339.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,20.343762199361013,-41.06194690265508,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-119056.0,-3996.5276310308063,False,False,False,False,12743.483726268116,False,False,False,False
2025-02-05 16:00:00+00:00,113.49,114.51,112.545,112.565,29800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,14.001886567604922,-41.06194690265508,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-148856.0,-6242.410923572965,False,False,False,False,13007.925839039153,False,False,False,False
2025-02-05 17:00:00+00:00,112.57,112.63,111.865,112.335,36424.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,9.7552062020946,-41.06194690265508,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-185280.0,-9018.18749840129,False,False,False,False,13370.965748511415,False,False,False,False
2025-02-05 18:00:00+00:00,112.3,113.79,112.3,113.27,15041.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,12.301734804591327,-41.06194690265508,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-170239.0,-11517.73497904623,False,False,False,False,13396.857752410462,False,False,False,False
2025-02-05 19:00:00+00:00,113.29,113.52,112.84,113.36,15369.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,14.478140253217973,-41.06194690265508,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-154870.0,-13740.250715805203,False,False,False,False,13427.433601210301,False,False,False,False
2025-02-05 20:00:00+00:00,113.36,114.18,113.215,114.13,50554.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,19.80761716074631,-41.06194690265508,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-104316.0,-15144.525898505897,False,False,False,False,14003.03928181169,False,False,False,False
2025-02-06 15:00:00+00:00,114.01,114.18,113.47,113.68,10743.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,22.48590034576059,-41.06194690265508,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-115059.0,-16693.58751248255,False,False,False,False,13952.49603713244,False,False,False,False
2025-02-06 16:00:00+00:00,113.685,114.445,113.68,114.24,8114.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,26.85964728595487,-41.06194690265508,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-106945.0,-18092.834217715375,False,False,False,False,13861.976718727285,False,False,False,False
2025-02-06 17:00:00+00:00,114.24,114.31,113.43,113.51,4548.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,28.15774035823084,-41.06194690265508,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-111493.0,-19540.898803487227,False,False,False,False,13717.573978902055,False,False,False,False
2025-02-06 18:00:00+00:00,113.49,113.67,112.745,112.745,7302.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,27.60392362830306,-41.06194690265508,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-118795.0,-21079.722077851766,False,False,False,False,13618.107715663264,False,False,False,False
