date,Open,High,Low,Close,Volume,aVWAP_peak_870,aVWAP_peak_833,aVWAP_peak_815,aVWAP_valley_880,aVWAP_valley_857,aVWAP_valley_825,aVWAP_valley_790,aVWAP_valley_714,aVWAP_valley_685,aVWAP_valley_630,aVWAP_valley_614,aVWAP_valley_552,aVWAP_valley_518,aVWAP_valley_439,aVWAP_valley_438,aVWAP_valley_414,aVWAP_valley_390,aVWAP_valley_372,aVWAP_valley_358,aVWAP_valley_342,aVWAP_valley_311,aVWAP_valley_245,aVWAP_valley_229,aVWAP_valley_184,aVWAP_valley_150,aVWAP_valley_111,aVWAP_valley_95,aVWAP_valley_59,aVWAP_OB_bull_685,aVWAP_OB_bull_630,aVWAP_OB_bull_552,aVWAP_OB_bull_111,aVWAP_OB_bear_815,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-03-26 14:00:00+00:00,11.065,11.17,10.765,10.975,803.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,803.0,False,False,False,False
2025-03-26 15:00:00+00:00,10.985,11.105,10.81,10.825,1105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1105.0,-17.131782945736433,False,False,False,False,807.6821705426356,False,False,False,False
2025-03-26 16:00:00+00:00,10.825,10.885,10.615,10.64,1392.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2497.0,-55.57935220239168,False,False,False,False,816.7413616970133,False,False,False,False
2025-03-26 17:00:00+00:00,10.64,10.81,10.57,10.665,1518.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,2.705953096812853,-47.564642212868435,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-979.0,-69.89595139305227,False,False,False,False,827.6135886474472,False,False,False,False
2025-03-26 18:00:00+00:00,10.67,10.765,10.615,10.62,801.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,4.127898755093292,-46.44724830622481,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1780.0,-96.40919245672589,False,False,False,False,827.2009748699674,False,False,False,False
2025-03-26 19:00:00+00:00,10.62,10.76,10.465,10.75,3882.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,14.828927912433643,-36.98822930321333,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2102.0,-62.3253290077844,False,False,False,False,874.5622000657818,False,False,False,False
2025-03-27 14:00:00+00:00,11.065,11.705,10.96,11.675,1365.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,37.17655128218567,-17.597568480581103,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3467.0,-7.607106852624945,False,False,False,False,882.1658868864673,False,False,False,False
2025-03-27 15:00:00+00:00,11.68,11.685,11.235,11.305,1900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,45.42662474971377,-11.873993599451822,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1567.0,16.805406431911877,False,False,False,False,897.9462607331888,False,False,False,False
2025-03-27 16:00:00+00:00,11.305,11.485,10.99,11.005,2067.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,47.173643149903185,-11.62661140060996,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-500.0,8.792919510486886,False,False,False,False,916.071124907868,False,False,False,False
2025-03-27 17:00:00+00:00,11.005,11.105,10.815,10.935,1090.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,47.568985641505684,-11.62661140060996,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1590.0,-15.99456761370671,False,False,False,False,918.7676966147228,False,False,False,False
