date,Open,High,Low,Close,Volume,aVWAP_peak_887,aVWAP_peak_877,aVWAP_peak_871,aVWAP_peak_865,aVWAP_peak_852,aVWAP_peak_831,aVWAP_peak_817,aVWAP_peak_811,aVWAP_peak_809,aVWAP_peak_808,aVWAP_peak_807,aVWAP_peak_806,aVWAP_peak_805,aVWAP_peak_798,aVWAP_peak_788,aVWAP_peak_777,aVWAP_peak_774,aVWAP_peak_766,aVWAP_peak_757,aVWAP_peak_744,aVWAP_peak_736,aVWAP_peak_728,aVWAP_peak_720,aVWAP_peak_713,aVWAP_peak_705,aVWAP_peak_693,aVWAP_peak_685,aVWAP_peak_679,aVWAP_peak_671,aVWAP_peak_658,aVWAP_peak_651,aVWAP_peak_639,aVWAP_peak_638,aVWAP_peak_627,aVWAP_peak_622,aVWAP_peak_605,aVWAP_peak_599,aVWAP_peak_594,aVWAP_peak_585,aVWAP_peak_578,aVWAP_peak_573,aVWAP_peak_560,aVWAP_peak_553,aVWAP_peak_536,aVWAP_peak_528,aVWAP_peak_520,aVWAP_peak_515,aVWAP_peak_510,aVWAP_peak_505,aVWAP_peak_488,aVWAP_peak_479,aVWAP_peak_478,aVWAP_peak_473,aVWAP_peak_463,aVWAP_peak_456,aVWAP_peak_442,aVWAP_peak_436,aVWAP_peak_426,aVWAP_peak_420,aVWAP_peak_415,aVWAP_peak_405,aVWAP_peak_397,aVWAP_peak_379,aVWAP_peak_361,aVWAP_peak_349,aVWAP_peak_335,aVWAP_peak_323,aVWAP_peak_317,aVWAP_peak_312,aVWAP_peak_306,aVWAP_peak_299,aVWAP_peak_281,aVWAP_peak_269,aVWAP_peak_264,aVWAP_peak_252,aVWAP_peak_245,aVWAP_peak_233,aVWAP_peak_223,aVWAP_peak_218,aVWAP_peak_217,aVWAP_peak_204,aVWAP_peak_198,aVWAP_peak_185,aVWAP_peak_179,aVWAP_peak_160,aVWAP_peak_154,aVWAP_peak_147,aVWAP_peak_126,aVWAP_peak_109,aVWAP_peak_97,aVWAP_peak_89,aVWAP_peak_84,aVWAP_peak_72,aVWAP_peak_66,aVWAP_peak_56,aVWAP_peak_46,aVWAP_peak_30,aVWAP_peak_17,aVWAP_peak_16,aVWAP_peak_4,aVWAP_valley_885,aVWAP_valley_869,aVWAP_valley_851,aVWAP_valley_846,aVWAP_valley_840,aVWAP_valley_835,aVWAP_valley_822,aVWAP_valley_815,aVWAP_valley_814,aVWAP_valley_806,aVWAP_valley_792,aVWAP_valley_785,aVWAP_valley_779,aVWAP_valley_778,aVWAP_valley_772,aVWAP_valley_768,aVWAP_valley_762,aVWAP_valley_752,aVWAP_valley_745,aVWAP_valley_737,aVWAP_valley_732,aVWAP_valley_726,aVWAP_valley_719,aVWAP_valley_714,aVWAP_valley_708,aVWAP_valley_702,aVWAP_valley_683,aVWAP_valley_677,aVWAP_valley_673,aVWAP_valley_662,aVWAP_valley_653,aVWAP_valley_646,aVWAP_valley_645,aVWAP_valley_635,aVWAP_valley_634,aVWAP_valley_629,aVWAP_valley_617,aVWAP_valley_612,aVWAP_valley_600,aVWAP_valley_593,aVWAP_valley_588,aVWAP_valley_581,aVWAP_valley_566,aVWAP_valley_522,aVWAP_valley_517,aVWAP_valley_507,aVWAP_valley_491,aVWAP_valley_483,aVWAP_valley_467,aVWAP_valley_465,aVWAP_valley_461,aVWAP_valley_460,aVWAP_valley_444,aVWAP_valley_433,aVWAP_OB_bull_869,aVWAP_OB_bull_851,aVWAP_OB_bull_792,aVWAP_OB_bull_785,aVWAP_OB_bull_772,aVWAP_OB_bull_433,aVWAP_OB_bull_215,aVWAP_OB_bull_61,aVWAP_OB_bear_887,aVWAP_OB_bear_844,aVWAP_OB_bear_560,aVWAP_OB_bear_233,aVWAP_OB_bear_223,aVWAP_OB_bear_169,aVWAP_OB_bear_160,aVWAP_OB_bear_11,Peaks_Valleys_avg,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2024-12-30 15:00:00+00:00,10.46,10.78,10.41,10.765,7632.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,7632.0,False,False,False,False
2024-12-30 16:00:00+00:00,10.765,11.05,10.72,10.965,10354.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,100.0,,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,10354.0,160.52713178294573,False,False,False,False,7674.201550387596,False,False,False,False
2024-12-30 17:00:00+00:00,10.965,11.135,10.95,11.065,9155.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,100.0,50.0,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,19509.0,460.5034553211947,False,False,False,False,7697.159665885463,False,False,False,False
2024-12-30 18:00:00+00:00,11.065,11.225,11.0,11.18,5173.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,100.0,50.0,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,24682.0,836.0305335332691,False,False,False,False,7658.025407499642,False,False,False,False
2024-12-30 19:00:00+00:00,11.19,11.38,11.17,11.295,15068.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.281666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.281666666666666,,"rgba(38, 166, 154, 0.5)",,,,100.0,50.0,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,39750.0,1439.3478896025208,False,False,False,False,7772.908734515151,False,False,False,False
2024-12-30 20:00:00+00:00,11.29,11.3,11.09,11.185,31544.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.220760462255786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.220760462255786,,"rgba(38, 166, 154, 0.5)",,,,92.6398555934589,43.37587003411301,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,8206.0,1544.2572246474429,False,False,False,False,8141.452785142823,False,False,False,False
2024-12-31 15:00:00+00:00,11.015,11.17,10.89,10.99,14008.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.173598702298472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.173598702298472,,"rgba(38, 166, 154, 0.5)",,,,79.79240631230239,32.25477434546461,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-5802.0,1430.3617638001956,False,False,False,False,8232.407005528206,False,False,False,False
2024-12-31 16:00:00+00:00,10.995,11.16,10.93,11.12,5424.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.165090444754004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.165090444754004,,"rgba(38, 166, 154, 0.5)",,,,74.08143395549087,28.121270802212948,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-378.0,1402.3251473071693,False,False,False,False,8188.865811644047,False,False,False,False
2024-12-31 17:00:00+00:00,11.1,11.135,10.82,11.03,4029.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.155310723578745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.155310723578745,,"rgba(38, 166, 154, 0.5)",,,,67.6247304475743,23.158224211897462,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-4407.0,1312.2580907597714,False,False,False,False,8124.371768052666,False,False,False,False
2024-12-31 18:00:00+00:00,11.03,11.035,10.78,10.785,8178.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.125144577492089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.125144577492089,,"rgba(38, 166, 154, 0.5)",,,,58.217843845297125,15.426626946539784,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-12585.0,1096.796725011558,False,False,False,False,8125.203213509214,False,False,False,False
