date,Open,High,Low,Close,Volume,aVWAP_peak_863,aVWAP_peak_834,aVWAP_peak_809,aVWAP_peak_791,aVWAP_peak_773,aVWAP_peak_718,aVWAP_peak_689,aVWAP_peak_653,aVWAP_peak_527,aVWAP_peak_498,aVWAP_peak_437,aVWAP_peak_348,aVWAP_valley_854,aVWAP_valley_830,aVWAP_valley_779,aVWAP_valley_740,aVWAP_valley_708,aVWAP_valley_667,aVWAP_valley_654,aVWAP_valley_618,aVWAP_valley_599,aVWAP_valley_540,aVWAP_valley_518,aVWAP_valley_470,aVWAP_valley_450,aVWAP_valley_431,aVWAP_valley_332,aVWAP_valley_311,aVWAP_valley_261,aVWAP_valley_241,aVWAP_valley_186,aVWAP_valley_166,aVWAP_valley_149,aVWAP_valley_102,aVWAP_OB_bull_102,aVWAP_OB_bear_773,aVWAP_OB_bear_689,aVWAP_OB_bear_348,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-03-13 14:00:00+00:00,903.44,908.85,897.45,898.35,17258.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,17258.0,False,False,False,False
2025-03-13 15:00:00+00:00,898.28,900.67,892.04,893.29,13559.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-13559.0,-210.2170542635659,False,False,False,False,17200.651162790695,False,False,False,False
2025-03-13 16:00:00+00:00,893.75,897.89,892.99,893.4,7068.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.7957559681698522,-51.19363395225478,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-6491.0,-307.59353404242535,False,False,False,False,17043.55579592572,False,False,False,False
2025-03-13 17:00:00+00:00,893.76,895.57,889.75,890.57,8891.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,1.0011006026057,-50.92924818444553,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-15382.0,-541.3052621968063,False,False,False,False,16917.159582035398,False,False,False,False
2025-03-13 18:00:00+00:00,891.0,895.75,891.0,895.16,9681.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,15.174493175188255,-38.0581945922802,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-5701.0,-621.300529449569,False,False,False,False,16804.971061383683,False,False,False,False
2025-03-13 19:00:00+00:00,895.16,895.36,887.72,891.1,16986.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,20.296521572836006,-34.15255847116552,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-22687.0,-963.4043972100408,False,False,False,False,16807.777711594787,False,False,False,False
2025-03-14 14:00:00+00:00,889.61,897.01,887.13,897.01,18396.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,31.309031901497605,-24.84182703059118,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-4291.0,-1014.9950267106602,False,False,False,False,16832.40131296541,False,False,False,False
2025-03-14 15:00:00+00:00,898.87,902.33,895.15,901.95,12200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,42.318872153364595,-15.77607493500318,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,7909.0,-876.6385146686345,False,False,False,False,16760.581137570596,False,False,False,False
2025-03-14 16:00:00+00:00,901.78,905.145,899.76,904.85,10500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,51.26058017703811,-8.648956250180866,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,18409.0,-577.636367154392,False,False,False,False,16663.51786411989,False,False,False,False
2025-03-14 17:00:00+00:00,904.67,906.99,903.81,903.82,5200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,56.04415701728521,-5.108692813734486,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,13209.0,-363.8900668884325,False,False,False,False,16485.78890498625,False,False,False,False
