date,Open,High,Low,Close,Volume,aVWAP_peak_864,aVWAP_peak_863,aVWAP_peak_837,aVWAP_peak_793,aVWAP_peak_762,aVWAP_peak_761,aVWAP_peak_747,aVWAP_peak_746,aVWAP_peak_713,aVWAP_peak_687,aVWAP_peak_658,aVWAP_peak_583,aVWAP_peak_553,aVWAP_peak_552,aVWAP_peak_532,aVWAP_peak_507,aVWAP_peak_485,aVWAP_peak_461,aVWAP_peak_438,aVWAP_peak_417,aVWAP_peak_384,aVWAP_peak_361,aVWAP_peak_302,aVWAP_peak_283,aVWAP_peak_219,aVWAP_peak_200,aVWAP_peak_199,aVWAP_peak_179,aVWAP_peak_144,aVWAP_peak_112,aVWAP_peak_76,aVWAP_peak_46,aVWAP_valley_876,aVWAP_valley_847,aVWAP_valley_846,aVWAP_valley_822,aVWAP_valley_780,aVWAP_valley_755,aVWAP_valley_724,aVWAP_valley_723,aVWAP_valley_707,aVWAP_valley_666,aVWAP_valley_647,aVWAP_OB_bear_864,aVWAP_OB_bear_762,aVWAP_OB_bear_507,aVWAP_OB_bear_283,aVWAP_OB_bear_219,aVWAP_OB_bear_144,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-03-24 14:00:00+00:00,36.69,36.695,36.11,36.26,475.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,475.0,False,False,False,False
2025-03-24 15:00:00+00:00,36.26,36.65,36.26,36.515,146.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,100.0,,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,146.0,2.2635658914728682,False,False,False,False,469.8992248062015,False,False,False,False
2025-03-24 16:00:00+00:00,36.515,36.67,36.31,36.31,218.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,84.16988416988433,-5.405405405404856,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-72.0,1.1121927768763895,False,False,False,False,465.9938104681209,False,False,False,False
2025-03-24 17:00:00+00:00,36.31,36.31,35.805,35.805,326.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,63.67038607088634,-5.405405405404856,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-398.0,-5.075593157648826,False,False,False,False,463.8233637941965,False,False,False,False
2025-03-24 18:00:00+00:00,35.805,36.2,35.805,36.145,217.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,57.7600082728628,-5.405405405404856,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-181.0,-7.80310334125117,False,False,False,False,459.99664497568176,False,False,False,False
2025-03-24 19:00:00+00:00,36.145,36.45,36.145,36.175,1564.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,54.342381468385824,-5.405405405404856,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1383.0,13.759735470241097,False,False,False,False,477.1129760613301,False,False,False,False
2025-03-25 14:00:00+00:00,36.195,36.195,35.855,35.985,256.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,49.35206075708499,-5.405405405404856,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1127.0,31.019274455198598,False,False,False,False,473.68486790534047,False,False,False,False
2025-03-25 15:00:00+00:00,35.985,36.02,35.66,35.7,192.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,43.08285150060708,26.50921244629413,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,935.0,45.03447950240482,False,False,False,False,469.31766065099407,False,False,False,False
2025-03-25 16:00:00+00:00,35.7,35.805,35.57,35.805,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,40.87182758612126,21.81862006295013,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,965.0,59.29751082794893,False,False,False,False,462.50653412927323,False,False,False,False
2025-03-25 17:00:00+00:00,35.805,35.835,35.69,35.735,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,38.669484441375346,17.011715713536404,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,882.0,72.0525881794536,False,False,False,False,456.62271189471085,False,False,False,False
