date,Open,High,Low,Close,Volume,aVWAP_peak_813,aVWAP_peak_785,aVWAP_peak_742,aVWAP_peak_690,aVWAP_peak_661,aVWAP_peak_631,aVWAP_peak_593,aVWAP_peak_567,aVWAP_peak_515,aVWAP_peak_445,aVWAP_peak_414,aVWAP_peak_310,aVWAP_peak_297,aVWAP_peak_264,aVWAP_peak_254,aVWAP_peak_196,aVWAP_valley_845,aVWAP_OB_bull_845,aVWAP_OB_bear_813,aVWAP_OB_bear_690,aVWAP_OB_bear_515,aVWAP_OB_bear_196,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-03-28 14:00:00+00:00,71.17,71.17,70.54,70.605,1385.0,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,1385.0,False,False,False,False
2025-03-28 15:00:00+00:00,70.605,71.0,70.585,70.835,1345.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,100.0,,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1345.0,20.85271317829457,False,False,False,False,1384.3798449612402,False,False,False,False
2025-03-28 16:00:00+00:00,70.835,70.88,70.625,70.66,1063.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,84.62664714494852,-3.806734992680177,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,282.0,24.901508322817136,False,False,False,False,1379.397211706027,False,False,False,False
2025-03-28 17:00:00+00:00,70.73,70.86,70.66,70.815,1128.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,79.21818273613076,-3.806734992680177,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1410.0,46.37590354261842,False,False,False,False,1375.4995805167862,False,False,False,False
2025-03-28 18:00:00+00:00,70.815,71.015,70.52,70.95,1970.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,78.09591213668583,-3.806734992680177,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3380.0,98.05999806133751,False,False,False,False,1384.7166412839679,False,False,False,False
2025-03-28 19:00:00+00:00,70.89,71.16,70.88,71.03,4176.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,78.44111306843706,-3.806734992680177,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,7556.0,213.68697483558032,False,False,False,False,1427.9923522718134,False,False,False,False
2025-03-31 14:00:00+00:00,70.35,71.095,70.35,70.73,1099.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,69.06236325522218,-3.806734992680177,False,False,True,False,True,,1.0,71.095,70.35,23.0,0,,,False,False,False,False,,,False,False,False,False,6457.0,310.4825256133232,False,False,False,False,1422.891695647444,False,False,False,False
2025-03-31 15:00:00+00:00,70.61,70.81,70.555,70.69,822.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,61.94106471263186,-3.806734992680177,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,5635.0,393.0331841309461,False,False,False,False,1413.5755453273287,False,False,False,False
2025-03-31 16:00:00+00:00,70.69,71.035,70.54,70.97,1202.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,62.24555695108549,-3.806734992680177,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,6837.0,492.9396463924818,False,False,False,False,1410.295304314502,False,False,False,False
2025-03-31 17:00:00+00:00,70.97,71.35,70.905,71.17,1231.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,64.78721203068172,-3.806734992680177,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,8068.0,610.3824425724433,False,False,False,False,1407.5155321545872,False,False,False,False
