date,Open,High,Low,Close,Volume,aVWAP_peak_864,aVWAP_peak_839,aVWAP_peak_838,aVWAP_peak_782,aVWAP_peak_765,aVWAP_valley_851,aVWAP_valley_850,aVWAP_valley_828,aVWAP_valley_779,aVWAP_valley_718,aVWAP_valley_656,aVWAP_valley_618,aVWAP_valley_588,aVWAP_valley_568,aVWAP_valley_542,aVWAP_valley_522,aVWAP_valley_484,aVWAP_valley_483,aVWAP_valley_426,aVWAP_valley_387,aVWAP_valley_384,aVWAP_valley_366,aVWAP_valley_364,aVWAP_valley_363,aVWAP_valley_335,aVWAP_OB_bear_765,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-01-21 15:00:00+00:00,3.165,3.25,3.11,3.245,31503.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,31503.0,False,False,False,False
2025-01-21 16:00:00+00:00,3.245,3.275,3.195,3.24,12815.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-12815.0,-198.68217054263565,False,False,False,False,31213.263565891473,False,False,False,False
2025-01-21 17:00:00+00:00,3.24,3.295,3.23,3.275,10813.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,29.577464788732435,-94.36619718309865,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2002.0,-226.64058650321493,False,False,False,False,30896.98040983114,False,False,False,False
2025-01-21 18:00:00+00:00,3.275,3.285,3.23,3.235,6463.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,33.53409933283911,-87.84747961452939,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-8465.0,-354.3670890380488,False,False,False,False,30518.15900812833,False,False,False,False
2025-01-21 19:00:00+00:00,3.235,3.25,3.175,3.185,18535.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,30.25358649454519,-86.96104744310193,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-27000.0,-767.4776768049007,False,False,False,False,30332.373597149595,False,False,False,False
2025-01-21 20:00:00+00:00,3.185,3.215,3.16,3.195,13791.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,30.302644682177082,-81.56146491050566,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-13209.0,-960.3694957691657,False,False,False,False,30075.918192542624,False,False,False,False
2025-01-22 15:00:00+00:00,3.14,3.215,3.13,3.185,24508.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,29.423345379385562,-76.62979417909182,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-37717.0,-1530.2397361448375,False,False,False,False,29989.593879479944,False,False,False,False
2025-01-22 16:00:00+00:00,3.185,3.195,3.165,3.18,14044.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,28.392806714959598,-71.80224030572984,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-51761.0,-2309.0112131038322,False,False,False,False,29742.375369720565,False,False,False,False
2025-01-22 17:00:00+00:00,3.18,3.2,3.175,3.185,7061.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,28.968464829304466,-65.52716689780762,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-44700.0,-2966.235845458811,False,False,False,False,29390.72613918226,False,False,False,False
2025-01-22 18:00:00+00:00,3.185,3.19,3.16,3.165,2804.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,27.465626445559703,-61.75283806295286,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-47504.0,-3656.743816847046,False,False,False,False,28978.528834698813,False,False,False,False
