date,Open,High,Low,Close,Volume,aVWAP_peak_400,aVWAP_peak_369,aVWAP_peak_285,aVWAP_valley_395,aVWAP_valley_336,aVWAP_valley_254,aVWAP_OB_bull_376,aVWAP_OB_bull_254,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-11-27 17:00:00+00:00,2.215,2.215,1.99,2.005,12602.0,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,12602.0,False,False,False,False
2023-11-28 17:00:00+00:00,1.955,1.96,1.845,1.935,6297.0,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-6297.0,-97.62790697674419,False,False,False,False,12504.248062015504,False,False,False,False
2023-11-29 17:00:00+00:00,2.02,2.145,2.02,2.115,5662.0,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,24.77064220183488,-87.15596330275233,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-635.0,-105.95925725617451,False,False,False,False,12398.166696712937,False,False,False,False
2023-11-30 17:00:00+00:00,2.185,2.23,2.13,2.13,5840.0,,,,,,,,,,,#000000,,,,41.84209167426892,-69.3145945573782,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,5205.0,-23.61880365530358,False,False,False,False,12296.489693663123,False,False,False,False
2023-12-01 17:00:00+00:00,2.175,2.24,2.175,2.235,5220.0,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,55.93689178842649,-53.69025867068886,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,10425.0,138.3752863238484,False,False,False,False,12186.776675156718,False,False,False,False
2023-12-04 17:00:00+00:00,2.26,2.335,2.255,2.315,5543.0,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,66.52477583735374,-40.79717411386938,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,15968.0,383.7958245203779,False,False,False,False,12083.772385619404,False,False,False,False
2023-12-05 17:00:00+00:00,2.275,2.305,2.225,2.305,7480.0,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,72.68615603382108,-31.483725613948835,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,8488.0,509.442400884403,False,False,False,False,12012.396069563289,False,False,False,False
2023-12-06 17:00:00+00:00,2.385,2.385,2.26,2.27,8964.0,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,73.73860777116263,-26.352400070220583,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-476.0,494.16422412650525,False,False,False,False,11965.134114996416,False,False,False,False
2023-12-07 17:00:00+00:00,2.035,2.155,2.03,2.115,11328.0,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,65.60575048048105,-26.352400070220583,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-11804.0,303.49501134935014,False,False,False,False,11955.256066701897,False,False,False,False
2023-12-08 17:00:00+00:00,2.105,2.17,2.105,2.135,8008.0,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,60.99909248425263,-26.352400070220583,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-3796.0,239.9369491578873,False,False,False,False,11894.058298225898,False,False,False,False
2023-12-11 17:00:00+00:00,2.09,2.17,2.08,2.17,26278.0,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,59.32293332610392,-26.352400070220583,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,22482.0,584.7751359926488,False,False,False,False,12117.065146315419,False,False,False,False
2023-12-12 17:00:00+00:00,2.055,2.085,2.0,2.02,5052.0,,,,,,,,,,,#000000,,,,52.70130248566065,-26.352400070220583,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,17430.0,845.941412954003,False,False,False,False,12007.529252574095,False,False,False,False
2023-12-13 17:00:00+00:00,2.045,2.245,2.01,2.245,9143.0,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,54.99445459046969,-26.352400070220583,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,26573.0,1244.810538334561,False,False,False,False,11963.117946332635,False,False,False,False
2023-12-14 17:00:00+00:00,2.26,2.285,2.15,2.16,8050.0,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,54.06501090121827,-24.307811419834742,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,18523.0,1512.689444716971,False,False,False,False,11902.449451040657,False,False,False,False
