date,Open,High,Low,Close,Volume,aVWAP_peak_414,aVWAP_peak_379,aVWAP_peak_348,aVWAP_peak_264,aVWAP_valley_427,aVWAP_valley_374,aVWAP_valley_315,aVWAP_valley_233,aVWAP_OB_bull_233,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-12-26 17:00:00+00:00,1.815,1.865,1.815,1.83,13423.0,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,13423.0,False,False,False,False
2023-12-27 17:00:00+00:00,1.805,1.815,1.775,1.79,12089.0,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-12089.0,-187.42635658914728,False,False,False,False,13402.317829457364,False,False,False,False
2023-12-28 17:00:00+00:00,1.795,1.86,1.79,1.845,26757.0,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,20.24539877300612,-80.36809815950917,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,14668.0,42.890331109909255,False,False,False,False,13609.36716543477,False,False,False,False
2023-12-29 17:00:00+00:00,1.785,1.855,1.775,1.835,27800.0,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,31.505118054218705,-68.20981092911724,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-13132.0,-161.371534488694,False,False,False,False,13829.37697682338,False,False,False,False
2024-01-01 17:00:00+00:00,1.835,1.835,1.835,1.835,0.0,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,39.011597575027096,-58.89029871358147,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-13132.0,-362.46654945786156,False,False,False,False,13614.968031446273,False,False,False,False
2024-01-02 17:00:00+00:00,1.905,1.905,1.785,1.825,10412.0,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,41.806359061325935,-53.298596599742645,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-23544.0,-721.8701688461117,False,False,False,False,13565.309612354082,False,False,False,False
2024-01-03 17:00:00+00:00,1.795,1.825,1.78,1.8,20304.0,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,39.616341659007844,-52.11337551422422,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-43848.0,-1390.4923367709782,False,False,False,False,13669.785432317583,False,False,False,False
2024-01-04 17:00:00+00:00,1.765,1.765,1.625,1.635,11083.0,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,30.45420021003745,-52.11337551422422,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-54931.0,-2220.57772689856,False,False,False,False,13629.680231816536,False,False,False,False
2024-01-05 17:00:00+00:00,1.675,1.68,1.59,1.595,11237.0,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,23.73269549393497,-52.11337551422422,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-66168.0,-3212.0106303574967,False,False,False,False,13592.584414268993,False,False,False,False
2024-01-08 17:00:00+00:00,1.655,1.785,1.625,1.78,11349.0,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,32.44338678651449,-51.29974550998036,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-54819.0,-4012.1189926775355,False,False,False,False,13557.800159784203,False,False,False,False
