date,Open,High,Low,Close,Volume,aVWAP_peak_869,aVWAP_peak_827,aVWAP_peak_788,aVWAP_peak_766,aVWAP_peak_714,aVWAP_peak_690,aVWAP_peak_677,aVWAP_peak_654,aVWAP_peak_624,aVWAP_peak_623,aVWAP_peak_582,aVWAP_peak_529,aVWAP_peak_473,aVWAP_peak_432,aVWAP_peak_329,aVWAP_peak_297,aVWAP_peak_258,aVWAP_peak_235,aVWAP_peak_206,aVWAP_peak_180,aVWAP_peak_164,aVWAP_peak_95,aVWAP_valley_857,aVWAP_OB_bear_766,aVWAP_OB_bear_95,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-01-23 15:00:00+00:00,23.04,23.28,23.04,23.12,30913.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,30913.0,False,False,False,False
2025-01-23 16:00:00+00:00,23.1,23.175,23.01,23.035,14647.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-14647.0,-227.08527131782947,False,False,False,False,30660.81395348837,False,False,False,False
2025-01-23 17:00:00+00:00,23.01,23.08,22.86,23.045,18263.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,3.896103896104397,-55.844155844156596,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3616.0,-167.5025539330569,False,False,False,False,30468.599783666847,False,False,False,False
2025-01-23 18:00:00+00:00,23.06,23.12,23.03,23.09,13804.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,17.43677026695913,-43.26794572077689,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,17420.0,105.1719042674556,False,False,False,False,30210.23389554798,False,False,False,False
2025-01-23 19:00:00+00:00,23.1,23.11,22.975,22.98,10903.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,18.962343682143835,-42.08399300598524,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,6517.0,204.5800917981927,False,False,False,False,29910.89693592708,False,False,False,False
2025-01-23 20:00:00+00:00,22.98,23.155,22.925,23.135,24141.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,31.54383476944394,-30.53743480814154,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,30658.0,676.7261368865928,False,False,False,False,29821.4411694786,False,False,False,False
2025-01-24 15:00:00+00:00,23.485,23.715,23.425,23.67,13821.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,49.071477286678984,-14.941662808778673,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,44479.0,1355.831158020134,False,False,False,False,29573.372314137847,False,False,False,False
2025-01-24 16:00:00+00:00,23.67,23.82,23.57,23.63,35034.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,59.33824050932997,-6.37744743601268,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,9445.0,1481.2446284384262,False,False,False,False,29658.0332084923,False,False,False,False
2025-01-24 17:00:00+00:00,23.63,23.74,23.56,23.565,24206.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,63.92936190378995,-2.7064412871113888,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-14761.0,1229.4268822610861,False,False,False,False,29573.505561849008,False,False,False,False
2025-01-24 18:00:00+00:00,23.565,23.61,23.36,23.36,47660.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,61.361799598963565,-2.7064412871113888,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-62421.0,242.5985585051004,False,False,False,False,29853.91632833197,False,False,False,False
