date,Open,High,Low,Close,Volume,aVWAP_peak_861,aVWAP_peak_832,aVWAP_peak_805,aVWAP_peak_773,aVWAP_peak_750,aVWAP_peak_682,aVWAP_peak_665,aVWAP_peak_630,aVWAP_peak_600,aVWAP_peak_575,aVWAP_peak_552,aVWAP_peak_533,aVWAP_peak_492,aVWAP_peak_443,aVWAP_valley_876,aVWAP_valley_810,aVWAP_valley_792,aVWAP_valley_774,aVWAP_valley_738,aVWAP_valley_694,aVWAP_valley_675,aVWAP_valley_673,aVWAP_valley_649,aVWAP_valley_648,aVWAP_valley_597,aVWAP_valley_569,aVWAP_valley_551,aVWAP_valley_548,aVWAP_valley_507,aVWAP_valley_480,aVWAP_valley_420,aVWAP_valley_372,aVWAP_valley_308,aVWAP_valley_286,aVWAP_valley_275,aVWAP_valley_239,aVWAP_valley_222,aVWAP_valley_185,aVWAP_valley_139,aVWAP_valley_125,aVWAP_valley_109,aVWAP_valley_108,aVWAP_valley_86,aVWAP_valley_37,aVWAP_OB_bull_308,aVWAP_OB_bull_222,aVWAP_OB_bull_109,aVWAP_OB_bear_832,aVWAP_OB_bear_630,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-04-11 14:00:00+00:00,6.35,6.41,6.28,6.34,11968.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,11968.0,False,False,False,False
2025-04-11 15:00:00+00:00,6.34,6.405,6.32,6.395,19720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,100.0,,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,19720.0,305.73643410852713,False,False,False,False,12088.186046511628,False,False,False,False
2025-04-11 16:00:00+00:00,6.395,6.65,6.38,6.6,13148.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,100.0,50.0,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,32868.0,810.5777297037437,False,False,False,False,12104.617270596718,False,False,False,False
2025-04-11 17:00:00+00:00,6.605,6.825,6.56,6.735,16369.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,100.0,50.0,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,49237.0,1561.3749742044608,False,False,False,False,12170.731731517699,False,False,False,False
2025-04-11 18:00:00+00:00,6.735,6.735,6.585,6.645,5396.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,92.69368255771218,43.42431430194097,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,43841.0,2216.8730366198956,False,False,False,False,12065.697131029052,False,False,False,False
2025-04-11 19:00:00+00:00,6.645,6.79,6.605,6.695,24259.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,88.70312388680736,40.271190544663895,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,68100.0,3238.3168655095096,False,False,False,False,12254.740586361933,False,False,False,False
2025-04-14 14:00:00+00:00,6.735,6.88,6.685,6.875,6326.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,88.1501274846967,40.246729461171796,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,74426.0,4342.001875346572,False,False,False,False,12162.822127658648,False,False,False,False
2025-04-14 15:00:00+00:00,6.88,6.905,6.67,6.675,13508.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,79.34555845360613,32.57701585804716,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,60918.0,5219.149133093137,False,False,False,False,12183.677598547662,False,False,False,False
2025-04-14 16:00:00+00:00,6.675,6.75,6.63,6.715,7950.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,74.25898741751618,28.596151103286772,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,68868.0,6205.9530225025455,False,False,False,False,12118.039186167078,False,False,False,False
2025-04-14 17:00:00+00:00,6.715,6.815,6.71,6.75,5043.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,71.55026957775968,26.692470520126008,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,73911.0,7255.643673316459,False,False,False,False,12008.348656148983,False,False,False,False
