date,Open,High,Low,Close,Volume,aVWAP_peak_417,aVWAP_peak_387,aVWAP_peak_362,aVWAP_peak_327,aVWAP_peak_276,aVWAP_peak_228,aVWAP_peak_206,aVWAP_peak_176,aVWAP_peak_146,aVWAP_peak_115,aVWAP_peak_91,aVWAP_peak_74,aVWAP_valley_401,aVWAP_valley_358,aVWAP_valley_337,aVWAP_OB_bear_146,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-12-22 17:00:00+00:00,3.355,3.385,3.33,3.36,120256.0,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,120256.0,False,False,False,False
2023-12-25 17:00:00+00:00,3.36,3.36,3.36,3.36,0.0,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,118391.56589147287,False,False,False,False
2023-12-26 17:00:00+00:00,3.375,3.425,3.375,3.41,161112.0,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,100.0,,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,161112.0,2497.860465116279,False,False,False,False,119053.89820323298,False,False,False,False
2023-12-27 17:00:00+00:00,3.365,3.375,3.335,3.335,50331.0,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,79.06976744186049,-23.25581395348828,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,110781.0,4176.668829998197,False,False,False,False,117988.42691326037,False,False,False,False
2023-12-28 17:00:00+00:00,3.345,3.365,3.3,3.31,32047.0,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,62.75239398084821,-23.25581395348828,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,78734.0,5332.596445036985,False,False,False,False,116656.00168979896,False,False,False,False
2023-12-29 17:00:00+00:00,3.325,3.37,3.31,3.32,23247.0,,,,,,,,,,,,,,,,,,,#000000,,,,53.71415061575816,-23.25581395348828,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,101981.0,6831.021306354241,False,False,False,False,115207.80011321291,False,False,False,False
2024-01-01 17:00:00+00:00,3.32,3.32,3.32,3.32,0.0,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,47.68865503903145,-23.25581395348828,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,101981.0,8306.214774472779,False,False,False,False,113421.63266959721,False,False,False,False
2024-01-02 17:00:00+00:00,3.33,3.355,3.285,3.295,38362.0,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,41.29634793124237,-23.25581395348828,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,63619.0,9163.77733610886,False,False,False,False,112257.91743440964,False,False,False,False
2024-01-03 17:00:00+00:00,3.385,3.44,3.365,3.41,65701.0,,,,,,,,,,,,,,,,,,,#000000,,3.405,,49.153102974184854,-23.25581395348828,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,129320.0,11026.664509192444,False,False,False,False,111536.10476100794,False,False,False,False
2024-01-04 17:00:00+00:00,3.32,3.355,3.295,3.305,22993.0,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,3.382532565149089,,46.97179504083346,-23.25581395348828,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,106327.0,12504.189090445274,False,False,False,False,110163.34344688378,False,False,False,False
