date,Open,High,Low,Close,Volume,aVWAP_peak_874,aVWAP_peak_851,aVWAP_peak_798,aVWAP_peak_767,aVWAP_peak_719,aVWAP_peak_691,aVWAP_peak_630,aVWAP_peak_606,aVWAP_valley_853,aVWAP_valley_832,aVWAP_valley_816,aVWAP_valley_768,aVWAP_valley_710,aVWAP_valley_678,aVWAP_valley_655,aVWAP_valley_564,aVWAP_valley_534,aVWAP_valley_483,aVWAP_valley_482,aVWAP_valley_457,aVWAP_valley_414,aVWAP_valley_395,aVWAP_valley_378,aVWAP_valley_362,aVWAP_valley_301,aVWAP_valley_262,aVWAP_valley_234,aVWAP_valley_216,aVWAP_valley_200,aVWAP_valley_173,aVWAP_valley_156,aVWAP_valley_121,aVWAP_valley_76,aVWAP_valley_75,aVWAP_valley_57,aVWAP_OB_bull_378,aVWAP_OB_bull_301,aVWAP_OB_bull_262,aVWAP_OB_bull_173,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-03-28 14:00:00+00:00,23.11,23.24,23.105,23.155,6617.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,6617.0,False,False,False,False
2025-03-28 15:00:00+00:00,23.155,23.21,23.05,23.08,10835.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-10835.0,-167.984496124031,False,False,False,False,6682.39534883721,False,False,False,False
2025-03-28 16:00:00+00:00,23.075,23.145,23.05,23.145,6143.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,16.45569620253149,-74.68354430379725,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-4692.0,-238.124271377922,False,False,False,False,6674.032630250586,False,False,False,False
2025-03-28 17:00:00+00:00,23.145,23.175,23.055,23.075,5764.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,21.26749383799129,-68.70735681163028,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-10456.0,-396.540949341055,False,False,False,False,6659.923597223445,False,False,False,False
2025-03-28 18:00:00+00:00,23.075,23.09,22.96,22.985,10880.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,20.858913776475802,-66.81259134501985,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-21336.0,-721.1837253202634,False,False,False,False,6725.3511383517625,False,False,False,False
2025-03-28 19:00:00+00:00,22.985,23.01,22.955,22.965,81744.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,20.047297011099573,-64.7243684440733,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-103080.0,-2308.142117175763,False,False,False,False,7888.430965664138,False,False,False,False
2025-03-31 14:00:00+00:00,23.295,23.315,23.085,23.21,8728.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,33.82544713430267,-49.07726932853703,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-94352.0,-3735.178673498619,False,False,False,False,7901.447539839888,False,False,False,False
2025-03-31 15:00:00+00:00,23.205,23.28,23.055,23.065,4183.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,37.69935905520052,-43.078512586122145,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-98535.0,-5204.943345227322,False,False,False,False,7843.797190385007,False,False,False,False
2025-03-31 16:00:00+00:00,23.065,23.09,22.945,22.945,9507.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,37.33321884446402,-40.89025126650848,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-108042.0,-6799.316316619147,False,False,False,False,7869.583280456556,False,False,False,False
2025-03-31 17:00:00+00:00,22.945,22.98,22.9,22.955,5895.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,37.467856595011426,-38.00532150715281,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-102147.0,-8277.57497837699,False,False,False,False,7838.969586185912,False,False,False,False
