date,Open,High,Low,Close,Volume,aVWAP_peak_877,aVWAP_peak_828,aVWAP_peak_810,aVWAP_peak_809,aVWAP_peak_783,aVWAP_peak_739,aVWAP_peak_708,aVWAP_peak_707,aVWAP_peak_693,aVWAP_peak_692,aVWAP_peak_659,aVWAP_peak_633,aVWAP_peak_604,aVWAP_peak_529,aVWAP_peak_499,aVWAP_peak_498,aVWAP_peak_478,aVWAP_peak_453,aVWAP_peak_431,aVWAP_peak_407,aVWAP_peak_384,aVWAP_peak_363,aVWAP_peak_330,aVWAP_peak_307,aVWAP_peak_248,aVWAP_peak_229,aVWAP_peak_165,aVWAP_peak_146,aVWAP_peak_145,aVWAP_peak_125,aVWAP_peak_90,aVWAP_valley_845,aVWAP_valley_822,aVWAP_valley_793,aVWAP_valley_792,aVWAP_valley_768,aVWAP_valley_726,aVWAP_valley_701,aVWAP_valley_670,aVWAP_valley_669,aVWAP_valley_653,aVWAP_valley_612,aVWAP_valley_593,aVWAP_OB_bull_822,aVWAP_OB_bear_708,aVWAP_OB_bear_453,aVWAP_OB_bear_229,aVWAP_OB_bear_165,aVWAP_OB_bear_90,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-04-04 14:00:00+00:00,29.32,29.32,28.325,28.95,220.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,220.0,False,False,False,False
2025-04-04 15:00:00+00:00,28.95,29.81,28.95,29.165,402.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,100.0,,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,402.0,6.232558139534883,False,False,False,False,222.82170542635657,False,False,False,False
2025-04-04 16:00:00+00:00,29.165,29.535,28.93,29.47,323.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,100.0,50.0,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,725.0,17.37623940868938,False,False,False,False,224.3748572802115,False,False,False,False
2025-04-04 17:00:00+00:00,29.47,29.685,29.125,29.49,276.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,100.0,50.0,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1001.0,32.626220193050784,False,False,False,False,225.1752470898206,False,False,False,False
2025-04-04 18:00:00+00:00,29.49,29.89,29.06,29.06,196.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,82.93176954866952,34.63859259380257,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,805.0,44.60100747687945,False,False,False,False,224.7229176775753,False,False,False,False
2025-04-04 19:00:00+00:00,29.06,29.65,29.06,29.325,665.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,76.02478583727824,29.446401080630253,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1470.0,66.70021666328442,False,False,False,False,231.54891895389198,False,False,False,False
2025-04-07 14:00:00+00:00,28.39,29.63,27.37,28.35,899.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,60.63159919429484,16.553135499071246,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,571.0,74.51881795532653,False,False,False,False,241.8969977298006,False,False,False,False
2025-04-07 15:00:00+00:00,28.35,29.525,27.835,27.87,209.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,48.144133526758516,6.677504425409104,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,362.0,78.97589054516642,False,False,False,False,241.38696675724555,False,False,False,False
2025-04-07 16:00:00+00:00,27.55,27.63,26.465,26.63,1022.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,36.77647008041324,-2.223153372168184,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-660.0,67.51889999407857,False,False,False,False,253.48949440442004,False,False,False,False
2025-04-07 17:00:00+00:00,26.63,27.225,26.565,27.225,722.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,34.223077216384695,-3.3823383964791134,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,62.0,67.4333356530851,False,False,False,False,260.75322317334377,False,False,False,False
