date,Open,High,Low,Close,Volume,aVWAP_peak_870,aVWAP_peak_840,aVWAP_peak_822,aVWAP_peak_750,aVWAP_peak_718,aVWAP_peak_665,aVWAP_peak_629,aVWAP_valley_878,aVWAP_valley_859,aVWAP_valley_832,aVWAP_valley_813,aVWAP_valley_770,aVWAP_valley_730,aVWAP_valley_707,aVWAP_valley_642,aVWAP_valley_598,aVWAP_valley_570,aVWAP_valley_554,aVWAP_valley_521,aVWAP_valley_455,aVWAP_valley_426,aVWAP_valley_387,aVWAP_valley_372,aVWAP_valley_285,aVWAP_valley_233,aVWAP_OB_bull_285,aVWAP_OB_bear_840,aVWAP_OB_bear_750,aVWAP_OB_bear_665,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-02-13 15:00:00+00:00,291.685,292.98,291.685,292.98,2575.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,2575.0,False,False,False,False
2025-02-13 16:00:00+00:00,292.98,293.56,291.255,291.325,4259.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-4259.0,-66.03100775193798,False,False,False,False,2601.108527131783,False,False,False,False
2025-02-13 17:00:00+00:00,291.325,291.91,291.26,291.52,1659.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,3.9013004334776484,-55.85195065021647,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2600.0,-105.3173487170242,False,False,False,False,2586.5021933778016,False,False,False,False
2025-02-13 18:00:00+00:00,291.5,291.66,290.73,291.14,1310.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,5.705550516750216,-53.8379955319234,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-3910.0,-164.30467664389204,False,False,False,False,2566.7114616975255,False,False,False,False
2025-02-13 19:00:00+00:00,291.14,292.6,291.14,292.23,3096.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,18.915195798204994,-41.433361714254026,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-814.0,-174.37747235483945,False,False,False,False,2574.917485547176,False,False,False,False
2025-02-13 20:00:00+00:00,292.26,293.68,292.25,293.655,6456.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,34.44111630874909,-27.561298291088644,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,5642.0,-84.20107743460939,False,False,False,False,2635.0893074766773,False,False,False,False
2025-02-14 15:00:00+00:00,291.4,291.655,290.1,290.66,10071.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,34.62306896089196,-27.561298291088644,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-4429.0,-151.56230104027435,False,False,False,False,2750.374744570062,False,False,False,False
2025-02-14 16:00:00+00:00,290.73,291.38,289.93,291.27,9367.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,36.83421735141129,-25.86372305091391,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,4938.0,-72.65435838848715,False,False,False,False,2852.9580818635495,False,False,False,False
2025-02-14 17:00:00+00:00,291.28,291.28,290.17,291.13,2622.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,37.974216552514356,-24.393139648448503,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2316.0,-35.62095748323929,False,False,False,False,2849.3773364083004,False,False,False,False
2025-02-14 18:00:00+00:00,291.18,291.52,290.89,291.3,6341.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,39.373928769661056,-22.42713051610606,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,8657.0,99.1483596870435,False,False,False,False,2903.511021115148,False,False,False,False
