date,Open,High,Low,Close,Volume,aVWAP_peak_411,aVWAP_peak_306,aVWAP_peak_277,aVWAP_peak_231,aVWAP_peak_202,aVWAP_peak_201,aVWAP_peak_184,aVWAP_peak_178,aVWAP_peak_133,aVWAP_peak_103,aVWAP_peak_29,aVWAP_valley_419,aVWAP_valley_364,aVWAP_OB_bear_202,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-11-16 17:00:00+00:00,12.36,12.4,12.34,12.395,1550.0,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,1550.0,False,False,False,False
2023-11-17 17:00:00+00:00,12.26,12.375,12.26,12.345,2604.0,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,,False,False,False,True,False,,-1.0,12.375,12.26,0.0,0,,,False,False,False,False,,,False,False,False,False,-2604.0,-40.372093023255815,False,False,False,False,1566.3410852713178,False,False,False,False
2023-11-20 17:00:00+00:00,12.21,12.225,12.135,12.175,1641.0,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-4245.0,-105.56012258878673,False,False,False,False,1567.4985878252508,False,False,False,False
2023-11-21 17:00:00+00:00,11.965,11.965,11.85,11.85,4016.0,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-8261.0,-232.00105092074352,False,False,False,False,1605.4598500295103,False,False,False,False
2023-11-22 17:00:00+00:00,11.31,11.34,11.25,11.295,7848.0,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-16109.0,-478.15607338708855,False,False,False,False,1702.243418246107,False,False,False,False
2023-11-23 17:00:00+00:00,11.295,11.295,11.295,11.295,0.0,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-16109.0,-720.4947389159709,False,False,False,False,1675.852047420586,False,False,False,False
2023-11-24 17:00:00+00:00,11.275,11.47,11.275,11.47,1496.0,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,5.978901547759676,-44.61898860701629,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-14613.0,-935.8824173823899,False,False,False,False,1673.0636435846077,False,False,False,False
2023-11-27 17:00:00+00:00,11.45,11.47,11.4,11.465,6603.0,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,9.930562933589531,-41.421227452635,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-21216.0,-1250.3028450198722,False,False,False,False,1749.4967653894973,False,False,False,False
2023-11-28 17:00:00+00:00,11.635,11.645,11.54,11.565,8999.0,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,15.693958696788886,-36.662595798433685,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-12217.0,-1420.329157500184,False,False,False,False,1861.8921643757067,False,False,False,False
2023-11-29 17:00:00+00:00,11.52,11.585,11.485,11.485,2696.0,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,18.690271571041237,-34.51470106155641,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-14913.0,-1629.5178527327391,False,False,False,False,1874.8240688039903,False,False,False,False
