date,Open,High,Low,Close,Volume,aVWAP_peak_856,aVWAP_peak_825,aVWAP_peak_745,aVWAP_peak_744,aVWAP_peak_721,aVWAP_peak_683,aVWAP_peak_642,aVWAP_valley_881,aVWAP_valley_845,aVWAP_valley_799,aVWAP_valley_763,aVWAP_valley_733,aVWAP_valley_673,aVWAP_valley_670,aVWAP_valley_619,aVWAP_valley_574,aVWAP_valley_548,aVWAP_valley_510,aVWAP_valley_453,aVWAP_valley_405,aVWAP_valley_390,aVWAP_valley_366,aVWAP_valley_308,aVWAP_valley_266,aVWAP_valley_216,aVWAP_OB_bull_216,aVWAP_OB_bear_745,aVWAP_OB_bear_642,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-01-06 15:00:00+00:00,47.38,47.515,47.16,47.18,17928.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,17928.0,False,False,False,False
2025-01-06 16:00:00+00:00,47.18,47.34,47.075,47.3,6161.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,100.0,,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,6161.0,95.51937984496124,False,False,False,False,17745.565891472866,False,False,False,False
2025-01-06 17:00:00+00:00,47.315,47.435,47.225,47.42,5079.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,100.0,50.0,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,11240.0,268.30202511868276,False,False,False,False,17549.185024938404,False,False,False,False
2025-01-06 18:00:00+00:00,47.43,47.43,47.29,47.35,9338.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,91.40518417462488,42.26466575716239,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1902.0,293.6306758920365,False,False,False,False,17421.879830753314,False,False,False,False
2025-01-06 19:00:00+00:00,47.35,47.445,47.31,47.335,5842.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,84.22757642360665,36.3205077307685,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-3940.0,227.9929909944855,False,False,False,False,17242.34681012148,False,False,False,False
2025-01-06 20:00:00+00:00,47.335,47.38,47.19,47.33,13981.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,78.94235287458366,32.2694971081209,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-17921.0,-53.386745300002644,False,False,False,False,17191.783293685487,False,False,False,False
2025-01-07 15:00:00+00:00,48.01,48.02,47.665,47.785,5028.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,82.66535234734103,28.309097662989288,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-12893.0,-252.45051669070028,False,False,False,False,17003.197506186483,False,False,False,False
2025-01-07 16:00:00+00:00,47.785,48.025,47.68,47.79,3568.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,85.17512529525294,30.083512814962802,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-9325.0,-393.11019860247234,False,False,False,False,16794.89987043165,False,False,False,False
2025-01-07 17:00:00+00:00,47.79,47.85,47.65,47.7,3418.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,82.46623542175504,30.083512814962802,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-12743.0,-584.5813583140618,False,False,False,False,16587.506073990848,False,False,False,False
2025-01-07 18:00:00+00:00,47.7,47.9,47.7,47.83,1067.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,82.1253400876148,30.083512814962802,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-11676.0,-756.5413372549291,False,False,False,False,16346.878072843701,False,False,False,False
