date,Open,High,Low,Close,Volume,aVWAP_peak_858,aVWAP_peak_828,aVWAP_peak_786,aVWAP_valley_874,aVWAP_valley_846,aVWAP_valley_815,aVWAP_valley_764,aVWAP_valley_724,aVWAP_valley_690,aVWAP_valley_661,aVWAP_valley_660,aVWAP_valley_602,aVWAP_valley_540,aVWAP_valley_534,aVWAP_valley_509,aVWAP_valley_481,aVWAP_valley_456,aVWAP_valley_438,aVWAP_valley_414,aVWAP_valley_377,aVWAP_valley_300,aVWAP_valley_251,aVWAP_valley_223,aVWAP_OB_bull_540,aVWAP_OB_bull_223,aVWAP_OB_bear_828,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-01-10 15:00:00+00:00,5.88,6.05,5.845,5.895,54059.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,54059.0,False,False,False,False
2025-01-10 16:00:00+00:00,5.895,5.94,5.865,5.905,33761.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,100.0,,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,33761.0,523.4263565891473,False,False,False,False,53744.30232558139,False,False,False,False
2025-01-10 17:00:00+00:00,5.905,5.945,5.875,5.925,31050.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,100.0,50.0,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,64811.0,1520.1329247040444,False,False,False,False,53392.45267712276,False,False,False,False
2025-01-10 18:00:00+00:00,5.93,5.945,5.865,5.875,16636.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,77.97716150081574,30.17944535073417,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,48175.0,2243.464197189253,False,False,False,False,52822.58519375651,False,False,False,False
2025-01-10 19:00:00+00:00,5.875,5.88,5.815,5.845,10434.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,59.80689627248482,15.14757695518739,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,37741.0,2793.813589480892,False,False,False,False,52165.39782641145,False,False,False,False
2025-01-10 20:00:00+00:00,5.845,5.855,5.805,5.85,93329.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,49.088014030983445,7.295529683509912,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,131070.0,4782.591673364909,False,False,False,False,52803.5932089477,False,False,False,False
2025-01-13 15:00:00+00:00,5.85,5.85,5.85,5.85,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,41.9420925366492,2.370674093195319,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,131070.0,6740.535988506538,False,False,False,False,51984.93284911905,False,False,False,False
2025-01-13 16:00:00+00:00,5.85,5.85,5.575,5.585,9055.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,29.936281521043174,-7.430216904539364,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,122015.0,8527.736980932794,False,False,False,False,51319.35249486914,False,False,False,False
2025-01-13 17:00:00+00:00,5.585,5.62,5.565,5.605,18993.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,23.89358187288977,-11.962837839416473,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,141008.0,10581.694547119881,False,False,False,False,50818.16873525876,False,False,False,False
2025-01-13 18:00:00+00:00,5.605,5.615,5.57,5.58,27863.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,19.546931681859117,-15.474115846354977,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,113145.0,12171.8233138312,False,False,False,False,50462.27464634002,False,False,False,False
2025-01-13 19:00:00+00:00,5.585,5.6,5.535,5.59,21948.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,5.575000000000001,,17.69218645559521,-17.207906451044956,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,135093.0,14077.577991136142,False,False,False,False,50020.192868877384,False,False,False,False
2025-01-13 20:00:00+00:00,5.585,5.585,5.545,5.57,39260.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,5.569654838147519,,16.11453489985798,-19.15437817713554,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,95833.0,15345.103913754185,False,False,False,False,49853.368173235875,False,False,False,False
