date,Open,High,Low,Close,Volume,aVWAP_peak_860,aVWAP_peak_840,aVWAP_peak_820,aVWAP_peak_785,aVWAP_peak_762,aVWAP_peak_728,aVWAP_peak_705,aVWAP_peak_684,aVWAP_peak_612,aVWAP_peak_558,aVWAP_peak_462,aVWAP_peak_456,aVWAP_peak_431,aVWAP_peak_392,aVWAP_peak_377,aVWAP_peak_348,aVWAP_peak_312,aVWAP_peak_294,aVWAP_peak_277,aVWAP_peak_233,aVWAP_valley_846,aVWAP_valley_805,aVWAP_valley_804,aVWAP_valley_754,aVWAP_valley_720,aVWAP_valley_719,aVWAP_valley_718,aVWAP_valley_689,aVWAP_valley_664,aVWAP_valley_594,aVWAP_valley_542,aVWAP_valley_539,aVWAP_valley_445,aVWAP_valley_444,aVWAP_valley_404,aVWAP_valley_383,aVWAP_valley_382,aVWAP_valley_381,aVWAP_valley_344,aVWAP_valley_323,aVWAP_valley_303,aVWAP_valley_302,aVWAP_valley_264,aVWAP_valley_248,aVWAP_valley_180,aVWAP_valley_151,aVWAP_valley_150,aVWAP_valley_132,aVWAP_valley_114,aVWAP_OB_bear_860,aVWAP_OB_bear_820,aVWAP_OB_bear_785,aVWAP_OB_bear_462,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-04-03 14:00:00+00:00,2.65,2.66,2.61,2.645,41770.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,41770.0,False,False,False,False
2025-04-03 15:00:00+00:00,2.645,2.655,2.61,2.65,61966.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,100.0,,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,61966.0,960.7131782945736,False,False,False,False,42083.11627906976,False,False,False,False
2025-04-03 16:00:00+00:00,2.645,2.665,2.625,2.645,22171.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,82.3529411764706,-11.76470588235292,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,39795.0,1562.7951445225647,False,False,False,False,41774.40129799891,False,False,False,False
2025-04-03 17:00:00+00:00,2.645,2.66,2.635,2.64,18043.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,64.73298997018163,-11.76470588235292,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,21752.0,1875.8060725144628,False,False,False,False,41406.472595704356,False,False,False,False
2025-04-03 18:00:00+00:00,2.645,2.645,2.63,2.64,13521.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,52.98635583265566,-11.76470588235292,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,21752.0,2183.9641179018354,False,False,False,False,40974.13968724382,False,False,False,False
2025-04-03 19:00:00+00:00,2.635,2.665,2.62,2.63,63775.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,40.379155153400596,-11.76470588235292,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-42023.0,1498.5848292521941,False,False,False,False,41327.64139751911,False,False,False,False
2025-04-04 14:00:00+00:00,2.575,2.58,2.455,2.505,61497.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,27.564868098786594,19.25442749791118,False,False,False,True,False,,1.0,2.58,2.455,0.0,0,,,False,False,False,False,,,False,False,False,False,-103520.0,-129.61028437962295,False,False,False,False,41640.3446316661,False,False,False,False
2025-04-04 15:00:00+00:00,2.505,2.595,2.505,2.585,66364.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,31.632182314664796,19.25442749791118,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-37156.0,-703.6628381101714,False,False,False,False,42023.65711799685,False,False,False,False
2025-04-04 16:00:00+00:00,2.585,2.595,2.545,2.545,20507.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,31.980168535783655,19.02135751945889,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-57663.0,-1586.7533367441222,False,False,False,False,41690.06553477209,False,False,False,False
2025-04-04 17:00:00+00:00,2.545,2.585,2.52,2.585,13320.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,35.961633963742536,19.02135751945889,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-44343.0,-2249.64088191088,False,False,False,False,41250.2195574888,False,False,False,False
