date,Open,High,Low,Close,Volume,aVWAP_peak_870,aVWAP_peak_840,aVWAP_peak_810,aVWAP_peak_792,aVWAP_peak_756,aVWAP_peak_711,aVWAP_peak_690,aVWAP_peak_607,aVWAP_peak_562,aVWAP_peak_528,aVWAP_peak_501,aVWAP_peak_471,aVWAP_peak_428,aVWAP_peak_407,aVWAP_peak_384,aVWAP_peak_362,aVWAP_peak_328,aVWAP_peak_296,aVWAP_valley_857,aVWAP_valley_825,aVWAP_OB_bull_825,aVWAP_OB_bear_792,aVWAP_OB_bear_711,aVWAP_OB_bear_296,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-01-23 15:00:00+00:00,28.875,29.32,28.78,29.16,2142.0,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,2142.0,False,False,False,False
2025-01-23 16:00:00+00:00,29.025,29.29,28.985,29.06,3941.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-3941.0,-61.10077519379845,False,False,False,False,2169.891472868217,False,False,False,False
2025-01-23 17:00:00+00:00,29.06,29.265,29.06,29.18,2916.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,19.14893617021272,-78.72340425531908,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1025.0,-76.04494922180157,False,False,False,False,2181.4590469322757,False,False,False,False
2025-01-23 18:00:00+00:00,29.16,29.38,29.15,29.25,3224.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,35.79830896781277,-61.82407512045776,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2199.0,-40.77293450518449,False,False,False,False,2197.6224725612324,False,False,False,False
2025-01-23 19:00:00+00:00,29.255,29.55,29.13,29.475,6510.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,52.02252813521723,-45.15741045041573,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,8709.0,94.88245982822923,False,False,False,False,2264.481038878112,False,False,False,False
2025-01-23 20:00:00+00:00,29.475,29.5,29.25,29.4,7792.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,58.411641665500056,-37.236845608047815,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,917.0,107.62846820298537,False,False,False,False,2350.1790072675985,False,False,False,False
2025-01-24 15:00:00+00:00,29.39,29.41,29.04,29.07,1781.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,52.28548101905356,-37.236845608047815,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-864.0,92.56446094402436,False,False,False,False,2341.3545265347675,False,False,False,False
2025-01-24 16:00:00+00:00,29.07,29.29,29.07,29.15,1490.0,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,50.33285630625303,-37.236845608047815,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,626.0,100.83477937900072,False,False,False,False,2328.1552315497324,False,False,False,False
2025-01-24 17:00:00+00:00,29.15,29.425,29.15,29.2,1024.0,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,50.27661086125395,-36.73104988361204,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1650.0,124.8528448149852,False,False,False,False,2307.935770595473,False,False,False,False
2025-01-24 18:00:00+00:00,29.2,29.57,29.14,29.57,3668.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,56.341456704502995,-27.551981629536925,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,5318.0,205.3667541976986,False,False,False,False,2329.0220377180235,False,False,False,False
2025-01-24 19:00:00+00:00,29.57,29.82,29.56,29.78,4196.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,29.72,,62.381429753995505,-18.767166008703384,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,9514.0,349.6866494814552,False,False,False,False,2357.9674324820853,False,False,False,False
2025-01-24 20:00:00+00:00,29.78,29.8,29.52,29.725,12847.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,29.691104363472782,,65.09229238518313,-13.324746564468306,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-3333.0,292.5907324352311,False,False,False,False,2520.5880924436033,False,False,False,False
2025-01-27 15:00:00+00:00,28.105,28.405,27.525,27.75,3136.0,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,29.411714406065713,,50.87668353583397,-13.324746564468306,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-6469.0,187.7598683664678,False,False,False,False,2530.1293623281986,False,False,False,False
2025-01-27 16:00:00+00:00,27.68,27.71,27.2,27.2,6059.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,28.940232296668952,,40.08293963475824,-13.324746564468306,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-12528.0,-9.38369548417512,False,False,False,False,2584.840535005281,False,False,False,False
2025-01-27 17:00:00+00:00,27.2,27.31,26.86,26.86,6032.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,28.579427796715215,,32.21484700052951,7.380753482881289,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-18560.0,-296.9901498177538,False,False,False,False,2638.284867795897,False,False,False,False
