date,Open,High,Low,Close,Volume,aVWAP_peak_863,aVWAP_peak_791,aVWAP_peak_755,aVWAP_peak_714,aVWAP_peak_684,aVWAP_peak_660,aVWAP_valley_875,aVWAP_valley_845,aVWAP_valley_817,aVWAP_valley_767,aVWAP_valley_708,aVWAP_valley_675,aVWAP_valley_642,aVWAP_valley_606,aVWAP_valley_587,aVWAP_valley_529,aVWAP_valley_498,aVWAP_valley_475,aVWAP_valley_450,aVWAP_valley_411,aVWAP_valley_378,aVWAP_valley_328,aVWAP_valley_300,aVWAP_valley_265,aVWAP_valley_264,aVWAP_valley_222,aVWAP_valley_189,aVWAP_valley_165,aVWAP_valley_149,aVWAP_valley_115,aVWAP_valley_114,aVWAP_OB_bull_817,aVWAP_OB_bull_498,aVWAP_OB_bear_684,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-03-13 14:00:00+00:00,34.175,34.24,34.045,34.085,17049.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,17049.0,False,False,False,False
2025-03-13 15:00:00+00:00,34.085,34.09,33.905,33.93,26614.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-26614.0,-412.62015503875966,False,False,False,False,17197.29457364341,False,False,False,False
2025-03-13 16:00:00+00:00,33.93,34.09,33.915,33.995,14496.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,10.684931506849011,-66.02739726027352,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-12118.0,-594.0989123249805,False,False,False,False,17155.414037617928,False,False,False,False
2025-03-13 17:00:00+00:00,34.0,34.09,33.97,34.025,12719.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,21.039905404644163,-55.639427601572976,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,601.0,-575.5702470176163,False,False,False,False,17086.6324246316,False,False,False,False
2025-03-13 18:00:00+00:00,34.025,34.09,33.93,34.08,16434.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,32.35818837072578,-44.364682324871396,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,17035.0,-302.53815016463,False,False,False,False,17076.51409246677,False,False,False,False
2025-03-13 19:00:00+00:00,34.08,34.195,34.055,34.16,46788.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,43.971844524871884,-32.871341079519226,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,63823.0,691.656239760403,False,False,False,False,17537.157284831625,False,False,False,False
2025-03-14 14:00:00+00:00,34.395,34.63,34.395,34.535,19175.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,58.14853455176439,-19.11559417276845,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,82998.0,1967.7235848803966,False,False,False,False,17562.550195144315,False,False,False,False
2025-03-14 15:00:00+00:00,34.545,34.645,34.49,34.64,9138.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,68.303285874776,-9.155156429967406,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,92136.0,3365.68135875822,False,False,False,False,17431.93701382425,False,False,False,False
2025-03-14 16:00:00+00:00,34.645,34.66,34.55,34.565,8551.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,71.77565228534904,-5.056049659596681,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,83585.0,4609.391725289101,False,False,False,False,17294.248067873483,False,False,False,False
2025-03-14 17:00:00+00:00,34.56,34.67,34.56,34.63,5919.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,74.78683941850088,-0.8715993316916908,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,89504.0,5925.587202416401,False,False,False,False,17117.887632712653,False,False,False,False
