date,Open,High,Low,Close,Volume,aVWAP_peak_870,aVWAP_peak_825,aVWAP_peak_782,aVWAP_peak_767,aVWAP_peak_712,aVWAP_peak_689,aVWAP_peak_660,aVWAP_peak_612,aVWAP_peak_582,aVWAP_peak_569,aVWAP_peak_525,aVWAP_peak_488,aVWAP_peak_471,aVWAP_peak_415,aVWAP_peak_385,aVWAP_peak_360,aVWAP_peak_343,aVWAP_peak_283,aVWAP_peak_226,aVWAP_peak_156,aVWAP_valley_861,aVWAP_valley_838,aVWAP_valley_815,aVWAP_valley_774,aVWAP_valley_644,aVWAP_valley_624,aVWAP_valley_594,aVWAP_valley_575,aVWAP_valley_546,aVWAP_valley_508,aVWAP_valley_480,aVWAP_valley_454,aVWAP_valley_439,aVWAP_valley_400,aVWAP_valley_372,aVWAP_valley_352,aVWAP_valley_246,aVWAP_valley_210,aVWAP_valley_108,aVWAP_valley_67,aVWAP_valley_53,aVWAP_valley_19,aVWAP_valley_18,aVWAP_OB_bear_660,aVWAP_OB_bear_283,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-04-04 14:00:00+00:00,30.34,30.34,28.96,29.88,5920.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,5920.0,False,False,False,False
2025-04-04 15:00:00+00:00,29.67,30.955,29.67,29.89,13601.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,100.0,,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,13601.0,210.86821705426357,False,False,False,False,6039.085271317829,False,False,False,False
2025-04-04 16:00:00+00:00,29.83,30.27,29.67,30.11,11846.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,100.0,50.0,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,25447.0,602.1260741541975,False,False,False,False,6129.114957033832,False,False,False,False
2025-04-04 17:00:00+00:00,30.2,30.87,30.02,30.86,6403.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,100.0,50.0,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,31850.0,1086.5892357952175,False,False,False,False,6133.3612367697415,False,False,False,False
2025-04-04 18:00:00+00:00,30.91,31.02,30.23,30.33,10274.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,87.17499327829836,38.45749395046852,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,21576.0,1404.2545189611833,False,False,False,False,6197.557186587265,False,False,False,False
2025-04-04 19:00:00+00:00,30.33,30.95,30.13,30.425,19569.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,79.54837861457742,32.36304115642177,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,41145.0,2020.3901078144982,False,False,False,False,6404.866377492888,False,False,False,False
2025-04-07 14:00:00+00:00,29.835,31.77,29.44,30.51,5485.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,75.26822608761456,29.378900977072917,False,False,True,False,False,,-1.0,31.77,29.44,21.0,0,,,False,False,False,False,,,False,False,False,False,46630.0,2712.011966608072,False,False,False,False,6390.604883268193,False,False,False,False
2025-04-07 15:00:00+00:00,30.6,30.77,29.12,29.64,5244.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,62.68420468062709,18.718302617678816,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,41386.0,3311.6086803040707,False,False,False,False,6372.828063372562,False,False,False,False
2025-04-07 16:00:00+00:00,29.52,29.89,29.14,29.19,3884.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,51.75677155254857,9.87323963538583,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,37502.0,3841.692266655946,False,False,False,False,6334.241581769886,False,False,False,False
2025-04-07 17:00:00+00:00,29.59,30.61,29.31,30.215,4800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,52.46630177454875,9.87323963538583,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,42302.0,4437.976107482986,False,False,False,False,6310.4548905796555,False,False,False,False
