date,Open,High,Low,Close,Volume,aVWAP_peak_865,aVWAP_peak_852,aVWAP_peak_822,aVWAP_peak_798,aVWAP_peak_766,aVWAP_peak_744,aVWAP_peak_719,aVWAP_peak_700,aVWAP_peak_677,aVWAP_peak_651,aVWAP_peak_650,aVWAP_peak_612,aVWAP_peak_549,aVWAP_peak_509,aVWAP_peak_495,aVWAP_peak_478,aVWAP_peak_460,aVWAP_peak_390,aVWAP_peak_372,aVWAP_peak_350,aVWAP_peak_317,aVWAP_peak_284,aVWAP_peak_253,aVWAP_peak_174,aVWAP_peak_107,aVWAP_valley_880,aVWAP_valley_845,aVWAP_valley_810,aVWAP_valley_770,aVWAP_valley_751,aVWAP_valley_732,aVWAP_valley_694,aVWAP_valley_666,aVWAP_valley_617,aVWAP_valley_553,aVWAP_valley_539,aVWAP_valley_498,aVWAP_valley_469,aVWAP_valley_468,aVWAP_valley_436,aVWAP_valley_404,aVWAP_valley_364,aVWAP_valley_341,aVWAP_valley_312,aVWAP_OB_bull_854,aVWAP_OB_bull_732,aVWAP_OB_bull_553,aVWAP_OB_bull_436,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-01-27 15:00:00+00:00,14.655,14.925,14.64,14.705,33581.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,33581.0,False,False,False,False
2025-01-27 16:00:00+00:00,14.705,14.725,14.625,14.665,50592.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-50592.0,-784.3720930232558,False,False,False,False,33844.73643410853,False,False,False,False
2025-01-27 17:00:00+00:00,14.665,14.73,14.635,14.635,27289.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-77881.0,-1979.6686497205696,False,False,False,False,33743.097109548704,False,False,False,False
2025-01-27 18:00:00+00:00,14.635,14.745,14.635,14.73,22298.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,20.66049134111964,-31.405557792992322,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-55583.0,-2810.7280505000954,False,False,False,False,33565.65374350919,False,False,False,False
2025-01-27 19:00:00+00:00,14.73,14.82,14.715,14.73,34488.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,34.434152235199406,-20.248892468787716,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-55583.0,-3628.9028094070704,False,False,False,False,33579.95368547028,False,False,False,False
2025-01-27 20:00:00+00:00,14.725,14.795,14.725,14.755,71234.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,45.78506292808579,-11.520628221750584,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,15651.0,-3329.989587555798,False,False,False,False,34163.737349261435,False,False,False,False
2025-01-28 15:00:00+00:00,14.64,14.655,14.525,14.545,15581.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,39.24669292451205,-11.520628221750584,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,70.0,-3277.276570694468,False,False,False,False,33875.63289423413,False,False,False,False
2025-01-28 16:00:00+00:00,14.545,14.565,14.465,14.485,19808.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,33.44235092619924,-5.699586442594651,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-19738.0,-3532.4815851023054,False,False,False,False,33657.53005866461,False,False,False,False
2025-01-28 17:00:00+00:00,14.485,14.565,14.395,14.395,37582.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,27.98246698036912,-10.079952722026135,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-57320.0,-4366.396599286766,False,False,False,False,33718.37455387911,False,False,False,False
2025-01-28 18:00:00+00:00,14.395,14.44,14.365,14.415,21033.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,25.774563838647577,-11.853677454984592,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-36287.0,-4861.289675266816,False,False,False,False,33521.702080175564,False,False,False,False
