date,Open,High,Low,Close,Volume,aVWAP_peak_885,aVWAP_peak_834,aVWAP_peak_809,aVWAP_peak_789,aVWAP_peak_765,aVWAP_peak_739,aVWAP_peak_722,aVWAP_peak_702,aVWAP_peak_613,aVWAP_peak_582,aVWAP_peak_549,aVWAP_peak_548,aVWAP_peak_479,aVWAP_peak_459,aVWAP_peak_458,aVWAP_peak_442,aVWAP_peak_441,aVWAP_peak_406,aVWAP_peak_376,aVWAP_peak_343,aVWAP_peak_287,aVWAP_peak_286,aVWAP_peak_284,aVWAP_peak_264,aVWAP_peak_230,aVWAP_peak_200,aVWAP_peak_159,aVWAP_peak_126,aVWAP_peak_47,aVWAP_valley_869,aVWAP_valley_853,aVWAP_valley_848,aVWAP_valley_822,aVWAP_valley_802,aVWAP_valley_799,aVWAP_valley_745,aVWAP_valley_728,aVWAP_valley_670,aVWAP_valley_626,aVWAP_valley_607,aVWAP_valley_588,aVWAP_valley_559,aVWAP_valley_511,aVWAP_valley_462,aVWAP_valley_403,aVWAP_valley_402,aVWAP_OB_bull_853,aVWAP_OB_bull_822,aVWAP_OB_bull_626,aVWAP_OB_bull_511,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-01-06 15:00:00+00:00,14.85,14.875,14.695,14.715,1100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,1100.0,False,False,False,False
2025-01-06 16:00:00+00:00,14.715,14.765,14.685,14.74,929.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,100.0,,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,929.0,14.403100775193797,False,False,False,False,1097.3488372093022,False,False,False,False
2025-01-06 17:00:00+00:00,14.735,14.735,14.615,14.625,310.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,72.06477732793529,-47.77327935222648,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,619.0,23.776696112012495,False,False,False,False,1085.141878492879,False,False,False,False
2025-01-06 18:00:00+00:00,14.625,14.625,14.545,14.575,2305.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,51.87185203054028,-47.77327935222648,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1686.0,-2.731469719181497,False,False,False,False,1104.0544075084933,False,False,False,False
2025-01-06 19:00:00+00:00,14.575,14.65,14.575,14.61,650.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,43.90668221845446,-47.77327935222648,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1036.0,-18.75113685531822,False,False,False,False,1097.0148042913074,False,False,False,False
2025-01-06 20:00:00+00:00,14.61,14.62,14.58,14.6,1460.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,38.06968624394993,-47.77327935222648,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2496.0,-57.15809597384042,False,False,False,False,1102.6424817441555,False,False,False,False
2025-01-07 15:00:00+00:00,14.765,14.775,14.71,14.765,209.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,46.73776651567277,-47.77327935222648,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2287.0,-91.72928828432352,False,False,False,False,1088.7875595465716,False,False,False,False
2025-01-07 16:00:00+00:00,14.765,14.795,14.67,14.725,607.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,49.89999241372464,-47.77327935222648,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2894.0,-135.175345830303,False,False,False,False,1081.317984979958,False,False,False,False
2025-01-07 17:00:00+00:00,14.725,14.78,14.725,14.775,601.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,54.152529942808556,-45.516506142724396,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2293.0,-168.62999163138358,False,False,False,False,1073.8711945151524,False,False,False,False
2025-01-07 18:00:00+00:00,14.775,14.81,14.745,14.755,300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,55.692025763321084,-39.14219572216323,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2593.0,-206.21712354407532,False,False,False,False,1061.8731914994137,False,False,False,False
