date,Open,High,Low,Close,Volume,aVWAP_peak_864,aVWAP_peak_846,aVWAP_peak_822,aVWAP_peak_756,aVWAP_peak_738,aVWAP_peak_691,aVWAP_peak_649,aVWAP_peak_635,aVWAP_peak_594,aVWAP_peak_569,aVWAP_peak_522,aVWAP_peak_457,aVWAP_peak_422,aVWAP_peak_366,aVWAP_peak_324,aVWAP_peak_253,aVWAP_peak_209,aVWAP_valley_876,aVWAP_valley_838,aVWAP_valley_798,aVWAP_valley_750,aVWAP_valley_702,aVWAP_valley_674,aVWAP_valley_626,aVWAP_valley_593,aVWAP_valley_559,aVWAP_valley_530,aVWAP_valley_492,aVWAP_valley_474,aVWAP_valley_443,aVWAP_valley_399,aVWAP_valley_354,aVWAP_valley_341,aVWAP_valley_305,aVWAP_OB_bull_852,aVWAP_OB_bull_798,aVWAP_OB_bull_674,aVWAP_OB_bull_372,aVWAP_OB_bull_354,aVWAP_OB_bear_209,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-01-28 15:00:00+00:00,35.11,35.135,34.775,34.78,688.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,688.0,False,False,False,False
2025-01-28 16:00:00+00:00,34.78,34.875,34.37,34.575,1616.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1616.0,-25.05426356589147,False,False,False,False,702.3875968992247,False,False,False,False
2025-01-28 17:00:00+00:00,34.575,34.72,34.535,34.655,1216.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,10.169491525423632,-65.25423728813544,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-400.0,-30.86737575866835,False,False,False,False,710.3505798930352,False,False,False,False
2025-01-28 18:00:00+00:00,34.66,34.85,34.58,34.825,1110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,26.718405274223276,-49.34326576167341,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,710.0,-19.38105985543318,False,False,False,False,716.5466949334532,False,False,False,False
2025-01-28 19:00:00+00:00,34.81,35.585,34.71,35.555,500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,46.73572330052859,-30.693495718858827,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1210.0,-0.320888384806306,False,False,False,False,713.1893818337096,False,False,False,False
2025-01-28 20:00:00+00:00,35.555,36.9,35.535,36.9,4732.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,62.64562018215887,-16.152650474050148,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,5942.0,91.80811763666355,False,False,False,False,775.4965232006289,False,False,False,False
2025-01-29 15:00:00+00:00,36.81,37.745,36.685,37.58,866.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,73.71082927719618,-5.918224509834026,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,6808.0,195.9351235647773,False,False,False,False,776.8996778796889,False,False,False,False
2025-01-29 16:00:00+00:00,37.605,37.765,36.21,36.33,314.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,70.24048888891066,-5.918224509834026,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,6494.0,293.5795402536955,False,False,False,False,769.7229386877557,False,False,False,False
2025-01-29 17:00:00+00:00,36.33,36.68,36.17,36.575,614.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,68.77901785502304,-5.918224509834026,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,7108.0,399.22946986216533,False,False,False,False,767.3086295608138,False,False,False,False
2025-01-29 18:00:00+00:00,36.58,36.595,35.845,36.47,996.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,67.0914515768432,-5.918224509834026,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,6112.0,487.7995556007364,False,False,False,False,770.8542322032818,False,False,False,False
2025-01-29 19:00:00+00:00,36.29,36.475,36.065,36.315,621.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,64.87905776615789,-5.918224509834026,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,5491.0,565.3685547387095,False,False,False,False,768.5309107737735,False,False,False,False
2025-01-29 20:00:00+00:00,36.3,36.35,35.955,36.03,1564.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,61.47440797699343,-5.918224509834026,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3927.0,617.4868717195046,False,False,False,False,780.8637648703041,False,False,False,False
