date,Open,High,Low,Close,Volume,aVWAP_peak_836,aVWAP_valley_865,aVWAP_valley_833,aVWAP_valley_820,aVWAP_valley_720,aVWAP_valley_689,aVWAP_valley_658,aVWAP_valley_593,aVWAP_valley_551,aVWAP_valley_550,aVWAP_valley_509,aVWAP_valley_492,aVWAP_valley_411,aVWAP_valley_355,aVWAP_valley_314,aVWAP_valley_300,aVWAP_valley_299,aVWAP_valley_297,aVWAP_valley_278,aVWAP_valley_246,aVWAP_valley_228,aVWAP_valley_209,aVWAP_valley_175,aVWAP_valley_131,aVWAP_valley_115,aVWAP_valley_25,aVWAP_valley_24,aVWAP_valley_23,aVWAP_OB_bull_689,aVWAP_OB_bull_593,aVWAP_OB_bull_411,aVWAP_OB_bull_228,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-04-03 14:00:00+00:00,2.835,2.925,2.825,2.905,7172.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,7172.0,False,False,False,False
2025-04-03 15:00:00+00:00,2.91,2.935,2.88,2.895,11174.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-11174.0,-173.24031007751938,False,False,False,False,7234.0465116279065,False,False,False,False
2025-04-03 16:00:00+00:00,2.895,2.915,2.855,2.855,3989.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-15163.0,-405.6396851150772,False,False,False,False,7183.735712998016,False,False,False,False
2025-04-03 17:00:00+00:00,2.855,2.855,2.825,2.835,5491.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-20654.0,-719.5677520125179,False,False,False,False,7157.491748455412,False,False,False,False
2025-04-03 18:00:00+00:00,2.835,2.845,2.815,2.84,7649.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,2.714174019881554,-47.5572433821066,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-13005.0,-910.0395698107734,False,False,False,False,7165.112031425095,False,False,False,False
2025-04-03 19:00:00+00:00,2.835,2.87,2.82,2.83,49509.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,4.103362923629652,-46.469823809926204,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-62514.0,-1865.1397315191334,False,False,False,False,7821.606418534782,False,False,False,False
2025-04-04 14:00:00+00:00,2.645,2.655,2.555,2.625,3542.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,3.23741830997369,-45.93259559224376,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-66056.0,-2860.346867464573,False,False,False,False,7755.255931425716,False,False,False,False
2025-04-04 15:00:00+00:00,2.625,2.685,2.625,2.635,6287.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,4.009818581882451,-45.93259559224376,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-59769.0,-3742.651567193804,False,False,False,False,7732.492273574155,False,False,False,False
2025-04-04 16:00:00+00:00,2.635,2.665,2.635,2.645,862.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,5.9163786428590175,-45.40449149932534,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-58907.0,-4597.912783206303,False,False,False,False,7625.973013518741,False,False,False,False
2025-04-04 17:00:00+00:00,2.645,2.66,2.625,2.655,4006.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,8.612904424985535,-43.10557828525508,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-54901.0,-5377.805608272872,False,False,False,False,7569.849400906048,False,False,False,False
