date,Open,High,Low,Close,Volume,aVWAP_peak_414,aVWAP_peak_387,aVWAP_valley_420,aVWAP_valley_397,aVWAP_valley_365,aVWAP_valley_338,aVWAP_valley_312,aVWAP_valley_260,aVWAP_valley_237,aVWAP_valley_156,aVWAP_valley_122,aVWAP_valley_94,aVWAP_valley_40,aVWAP_OB_bull_420,aVWAP_OB_bull_237,aVWAP_OB_bull_122,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-12-20 17:00:00+00:00,38.51,38.555,38.41,38.41,8948.0,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,8948.0,False,False,False,False
2023-12-21 17:00:00+00:00,38.635,38.705,38.56,38.685,9432.0,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,100.0,,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,9432.0,146.2325581395349,False,False,False,False,8955.503875968992,False,False,False,False
2023-12-22 17:00:00+00:00,38.855,38.945,38.825,38.85,5132.0,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,100.0,50.0,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,14564.0,369.7638363079142,False,False,False,False,8896.224746109008,False,False,False,False
2023-12-25 17:00:00+00:00,38.85,38.85,38.85,38.85,0.0,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,100.0,50.0,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,14564.0,589.8295132643806,False,False,False,False,8758.298781053054,False,False,False,False
2023-12-26 17:00:00+00:00,38.975,39.15,38.93,39.15,24306.0,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,100.0,50.0,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,38870.0,1183.3205285626073,False,False,False,False,8999.348412354557,False,False,False,False
2023-12-27 17:00:00+00:00,39.395,39.45,39.29,39.335,11262.0,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,100.0,50.0,False,False,True,False,True,,-1.0,39.45,39.29,52.0,0,,,False,False,False,False,,,False,False,False,False,50132.0,1942.2147839337294,False,False,False,False,9034.428281930454,False,False,False,False
2023-12-28 17:00:00+00:00,39.255,39.29,39.095,39.105,7661.0,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,91.35756463418514,42.22180817076662,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,42471.0,2570.5680430975476,False,False,False,False,9013.134820195099,False,False,False,False
2023-12-29 17:00:00+00:00,39.1,39.14,39.005,39.04,63666.0,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,83.71562120872834,35.8626052098044,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-21195.0,2202.1096238247173,False,False,False,False,9860.46606329285,False,False,False,False
2024-01-01 17:00:00+00:00,39.04,39.04,39.04,39.04,0.0,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,78.6209922584238,32.0125136917638,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-21195.0,1839.363738184024,False,False,False,False,9707.5906204511,False,False,False,False
2024-01-02 17:00:00+00:00,39.095,39.115,38.94,38.945,27940.0,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,72.40806290705115,27.081720374843727,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-49135.0,1049.063525188923,False,False,False,False,9990.263634087516,False,False,False,False
2024-01-03 17:00:00+00:00,38.46,38.65,38.42,38.625,63653.0,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,61.89289853459494,18.251693202971097,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-112788.0,-715.8521883798976,False,False,False,False,10822.244042861352,False,False,False,False
2024-01-04 17:00:00+00:00,38.695,38.7,38.62,38.66,8037.0,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,55.62676797173168,13.436311718032606,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-104751.0,-2328.800216467031,False,False,False,False,10779.061964677454,False,False,False,False
2024-01-05 17:00:00+00:00,38.695,38.8,38.61,38.67,8751.0,,,,,,,,,,,,,,,,,,,#000000,,,,51.6767002847766,10.497348459792846,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-96000.0,-3781.0668797776198,False,False,False,False,10747.619143519663,False,False,False,False
2024-01-08 17:00:00+00:00,38.455,38.47,38.34,38.365,36100.0,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,44.79094224850989,4.594447134529965,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-132100.0,-5770.507703346959,False,False,False,False,11140.679311837188,False,False,False,False
2024-01-09 17:00:00+00:00,38.435,38.45,38.355,38.385,16464.0,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,40.68434442555484,1.1353971934720661,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-115636.0,-7473.84866918654,False,False,False,False,11223.211415529635,False,False,False,False
