date,Open,High,Low,Close,Volume,aVWAP_peak_748,aVWAP_valley_821,aVWAP_valley_804,aVWAP_valley_785,aVWAP_valley_762,aVWAP_valley_721,aVWAP_valley_697,aVWAP_valley_682,aVWAP_valley_660,aVWAP_valley_601,aVWAP_valley_600,aVWAP_valley_560,aVWAP_valley_486,aVWAP_valley_432,aVWAP_valley_387,aVWAP_valley_335,aVWAP_valley_318,aVWAP_valley_268,aVWAP_valley_246,aVWAP_valley_208,aVWAP_valley_181,aVWAP_valley_168,aVWAP_valley_113,aVWAP_valley_96,aVWAP_valley_31,aVWAP_valley_30,aVWAP_valley_12,aVWAP_OB_bull_387,aVWAP_OB_bull_318,aVWAP_OB_bull_168,aVWAP_OB_bear_748,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-01-21 15:00:00+00:00,1.125,1.16,1.12,1.14,1382.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,1382.0,False,False,False,False
2025-01-21 16:00:00+00:00,1.14,1.155,1.125,1.13,1500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1500.0,-23.25581395348837,False,False,False,False,1383.829457364341,False,False,False,False
2025-01-21 17:00:00+00:00,1.13,1.135,1.125,1.125,300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1800.0,-50.802235442581576,False,False,False,False,1367.025899885824,False,False,False,False
2025-01-21 18:00:00+00:00,1.125,1.135,1.125,1.135,1200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,14.917127071823273,-36.57458563535906,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-600.0,-59.3169294667276,False,False,False,False,1364.436351050385,False,False,False,False
2025-01-21 19:00:00+00:00,1.135,1.15,1.125,1.145,1988.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,31.02881201511544,-22.9690968107055,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1388.0,-36.87790730445275,False,False,False,False,1374.104004522472,False,False,False,False
2025-01-21 20:00:00+00:00,1.15,1.15,1.135,1.135,6091.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,36.00055124178516,-19.93858066959863,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-4703.0,-109.22088548577906,False,False,False,False,1447.2341749949917,False,False,False,False
2025-01-22 15:00:00+00:00,1.12,1.12,1.11,1.115,274.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,33.47912611788348,-19.93858066959863,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-4977.0,-184.69032912165846,False,False,False,False,1429.0444978632863,False,False,False,False
2025-01-22 16:00:00+00:00,1.115,1.125,1.105,1.125,4331.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,36.008849922659685,-19.93858066959863,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-646.0,-191.8424170422529,False,False,False,False,1474.0360560359484,False,False,False,False
2025-01-22 17:00:00+00:00,1.125,1.135,1.12,1.135,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,40.949902809918214,-17.68378370070618,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-547.0,-197.34873615787689,False,False,False,False,1452.717667570275,False,False,False,False
2025-01-22 18:00:00+00:00,1.135,1.14,1.135,1.135,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,44.24393806809057,-14.8013318539141,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-547.0,-202.76968598488654,False,False,False,False,1430.1949130343016,False,False,False,False
