date,Open,High,Low,Close,Volume,aVWAP_peak_418,aVWAP_peak_398,aVWAP_peak_367,aVWAP_peak_338,aVWAP_peak_289,aVWAP_peak_269,aVWAP_peak_236,aVWAP_peak_163,aVWAP_peak_115,aVWAP_valley_430,aVWAP_valley_406,aVWAP_OB_bear_367,aVWAP_OB_bear_163,aVWAP_OB_bear_115,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2024-01-16 17:00:00+00:00,106.06,106.5,105.87,106.345,70897.0,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,70897.0,False,False,False,False
2024-01-17 17:00:00+00:00,107.03,107.08,106.545,106.76,30679.0,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,100.0,,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,30679.0,475.64341085271315,False,False,False,False,70273.46511627907,False,False,False,False
2024-01-18 17:00:00+00:00,106.8,107.655,106.57,107.49,21148.0,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,100.0,50.0,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,51827.0,1271.7884742503454,False,False,False,False,69511.82999819722,False,False,False,False
2024-01-19 17:00:00+00:00,107.305,107.505,106.855,106.965,21201.0,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,88.34723991943781,39.512515927494036,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,30626.0,1726.8925289131307,False,False,False,False,68762.8248819461,False,False,False,False
2024-01-22 17:00:00+00:00,105.795,105.99,105.52,105.585,18690.0,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,69.55846707685433,23.301785974002627,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,11936.0,1885.1732648989737,False,False,False,False,67986.50201555934,False,False,False,False
2024-01-23 17:00:00+00:00,104.8,105.485,104.8,105.385,20139.0,,,,,,,,,,,,,,,,,#000000,,,,56.21675774722114,12.794462270465758,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-8203.0,1728.7674778462765,False,False,False,False,67244.680278884,False,False,False,False
2024-01-24 17:00:00+00:00,106.185,106.185,105.215,105.215,23451.0,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,46.650956836519704,5.736140070606325,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-31654.0,1211.2051913680396,False,False,False,False,66565.70849161448,False,False,False,False
2024-01-25 17:00:00+00:00,105.135,105.64,104.825,105.64,26935.0,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,44.16183854566925,4.737312654416328,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-4719.0,1119.2640256103955,False,False,False,False,65951.2789025972,False,False,False,False
2024-01-26 17:00:00+00:00,107.755,108.19,107.38,107.935,132422.0,,,,,,,,,,,,,,,,,#000000,,,,52.52391327303073,4.737312654416328,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,127703.0,3081.802567848994,False,False,False,False,66981.8327180608,False,False,False,False
2024-01-29 17:00:00+00:00,108.3,108.975,107.94,108.96,64283.0,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,60.138154111036926,-2.962884586231233,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,191986.0,6010.549814859087,False,False,False,False,66939.99035033894,False,False,False,False
