date,Open,High,Low,Close,Volume,aVWAP_peak_858,aVWAP_peak_799,aVWAP_valley_881,aVWAP_valley_841,aVWAP_valley_824,aVWAP_valley_773,aVWAP_valley_772,aVWAP_valley_739,aVWAP_valley_707,aVWAP_valley_678,aVWAP_valley_647,aVWAP_valley_619,aVWAP_valley_582,aVWAP_valley_551,aVWAP_valley_477,aVWAP_valley_450,aVWAP_valley_409,aVWAP_valley_368,aVWAP_valley_328,aVWAP_valley_327,aVWAP_valley_276,aVWAP_valley_247,aVWAP_valley_193,aVWAP_valley_144,aVWAP_valley_133,aVWAP_valley_132,aVWAP_OB_bull_551,aVWAP_OB_bull_477,aVWAP_OB_bull_144,aVWAP_OB_bear_799,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-04-14 14:00:00+00:00,21.46,21.775,21.45,21.58,1543.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,1543.0,False,False,False,False
2025-04-14 15:00:00+00:00,21.58,21.68,21.47,21.47,726.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-726.0,-11.255813953488373,False,False,False,False,1530.3333333333333,False,False,False,False
2025-04-14 16:00:00+00:00,21.47,21.6,21.465,21.465,1812.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2538.0,-50.43014241932576,False,False,False,False,1534.7002583979327,False,False,False,False
2025-04-14 17:00:00+00:00,21.55,21.58,21.45,21.56,679.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,16.992381583305754,-34.70685657502482,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1859.0,-78.4699851725145,False,False,False,False,1521.4335877250965,False,False,False,False
2025-04-14 18:00:00+00:00,21.59,21.76,21.575,21.75,772.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,37.050474468324445,-17.674115873506345,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1087.0,-94.10610943340575,False,False,False,False,1509.8144623340097,False,False,False,False
2025-04-14 19:00:00+00:00,21.73,21.76,21.59,21.59,3868.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,41.77885865645051,-15.16581188795979,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-4955.0,-169.46880541118242,False,False,False,False,1546.3754784218545,False,False,False,False
2025-04-15 14:00:00+00:00,21.75,21.865,21.75,21.78,468.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,49.967407650569584,-8.939182301127104,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-4487.0,-236.4072735443424,False,False,False,False,1529.6564787563993,False,False,False,False
2025-04-15 15:00:00+00:00,21.78,21.82,21.63,21.63,844.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,50.65410053305946,-8.939182301127104,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-5331.0,-315.39320728784094,False,False,False,False,1519.026145752424,False,False,False,False
2025-04-15 16:00:00+00:00,21.72,21.72,21.64,21.69,754.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,52.5273034619958,-7.759197761877701,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-4577.0,-381.4646304306651,False,False,False,False,1507.1652752756424,False,False,False,False
2025-04-15 17:00:00+00:00,21.69,21.7,21.59,21.66,495.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,52.88646367960482,-7.288094900327387,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-5072.0,-454.1861090286393,False,False,False,False,1491.472790387648,False,False,False,False
