date,Open,High,Low,Close,Volume,aVWAP_peak_857,aVWAP_peak_840,aVWAP_peak_789,aVWAP_valley_881,aVWAP_valley_880,aVWAP_valley_848,aVWAP_valley_785,aVWAP_valley_743,aVWAP_valley_738,aVWAP_valley_717,aVWAP_valley_684,aVWAP_valley_665,aVWAP_valley_648,aVWAP_valley_647,aVWAP_valley_619,aVWAP_valley_595,aVWAP_valley_572,aVWAP_valley_475,aVWAP_valley_454,aVWAP_valley_414,aVWAP_valley_326,aVWAP_valley_290,aVWAP_valley_256,aVWAP_valley_255,aVWAP_OB_bull_414,aVWAP_OB_bull_256,aVWAP_OB_bear_857,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-01-06 15:00:00+00:00,3.305,3.32,3.265,3.295,514.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,514.0,False,False,False,False
2025-01-06 16:00:00+00:00,3.295,3.32,3.285,3.295,360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,511.61240310077517,False,False,False,False
2025-01-06 17:00:00+00:00,3.295,3.3,3.29,3.295,180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,506.47112553332124,False,False,False,False
2025-01-06 18:00:00+00:00,3.295,3.305,3.28,3.285,613.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-613.0,-9.503875968992247,False,False,False,False,508.12273599016896,False,False,False,False
2025-01-06 19:00:00+00:00,3.285,3.29,3.28,3.285,1178.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-613.0,-18.860405023736554,False,False,False,False,518.5084300058253,False,False,False,False
2025-01-06 20:00:00+00:00,3.285,3.285,3.24,3.24,1340.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1953.0,-48.84706541096544,False,False,False,False,531.2447334165877,False,False,False,False
2025-01-07 15:00:00+00:00,3.29,3.29,3.225,3.23,836.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2789.0,-91.33005664490396,False,False,False,False,535.9696212705941,False,False,False,False
2025-01-07 16:00:00+00:00,3.23,3.24,3.18,3.185,171.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2960.0,-135.80555964265739,False,False,False,False,530.3111775299647,False,False,False,False
2025-01-07 17:00:00+00:00,3.185,3.2,3.18,3.185,1543.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2960.0,-179.5915199582751,False,False,False,False,546.0117794287249,False,False,False,False
2025-01-07 18:00:00+00:00,3.185,3.2,3.18,3.2,445.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,5.518468048572524,-45.033378756284726,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2515.0,-215.7994033697747,False,False,False,False,544.4457053290548,False,False,False,False
