date,Open,High,Low,Close,Volume,aVWAP_peak_882,aVWAP_peak_864,aVWAP_peak_835,aVWAP_peak_787,aVWAP_peak_756,aVWAP_peak_726,aVWAP_peak_660,aVWAP_valley_849,aVWAP_valley_824,aVWAP_valley_773,aVWAP_valley_750,aVWAP_valley_732,aVWAP_valley_711,aVWAP_valley_691,aVWAP_valley_671,aVWAP_valley_645,aVWAP_valley_608,aVWAP_valley_575,aVWAP_valley_553,aVWAP_valley_497,aVWAP_valley_439,aVWAP_valley_402,aVWAP_valley_386,aVWAP_valley_337,aVWAP_valley_318,aVWAP_valley_302,aVWAP_valley_264,aVWAP_valley_247,aVWAP_valley_206,aVWAP_valley_168,aVWAP_valley_138,aVWAP_valley_114,aVWAP_valley_34,aVWAP_OB_bull_497,aVWAP_OB_bear_864,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-04-14 14:00:00+00:00,147.1,150.18,147.1,149.52,5065.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,5065.0,False,False,False,False
2025-04-14 15:00:00+00:00,149.465,149.59,148.025,148.15,4356.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-4356.0,-67.53488372093022,False,False,False,False,5054.007751937985,False,False,False,False
2025-04-14 16:00:00+00:00,148.15,148.69,147.67,148.0,3503.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-7859.0,-188.3327925004507,False,False,False,False,5029.961120124993,False,False,False,False
2025-04-14 17:00:00+00:00,148.66,148.945,147.86,148.88,5090.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,13.996229971724688,-37.403393025447784,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2769.0,-228.34313680276927,False,False,False,False,5030.891955471892,False,False,False,False
2025-04-14 18:00:00+00:00,148.89,149.14,148.54,148.78,3006.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,22.614024498333762,-30.487151749803097,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-5775.0,-314.33781685233873,False,False,False,False,4999.498281743646,False,False,False,False
2025-04-14 19:00:00+00:00,148.88,149.41,148.15,148.275,9664.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,25.377656211784675,-28.96483023838901,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-15439.0,-548.8287034127676,False,False,False,False,5071.816137840643,False,False,False,False
2025-04-15 14:00:00+00:00,149.57,149.82,148.095,149.17,2946.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,34.34077913445162,-21.518758679285376,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-12493.0,-734.0096537474533,False,False,False,False,5038.857748106679,False,False,False,False
2025-04-15 15:00:00+00:00,149.17,149.545,148.25,148.69,2392.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,37.57719163835655,-19.342518785901984,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-14885.0,-953.4048529141594,False,False,False,False,4997.821193872466,False,False,False,False
2025-04-15 16:00:00+00:00,149.04,150.625,149.04,149.56,1748.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,44.262058716781056,-13.727860469083375,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-13137.0,-1142.297800930994,False,False,False,False,4947.436369161265,False,False,False,False
2025-04-15 17:00:00+00:00,149.4,149.86,148.79,149.635,1692.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,49.04347274880186,-9.78992468025784,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-11445.0,-1302.0296179708234,False,False,False,False,4896.964487468843,False,False,False,False
2025-04-15 18:00:00+00:00,149.705,149.78,149.12,149.29,1977.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,50.15312270230287,-8.977729900589516,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-13422.0,-1489.9361355216633,False,False,False,False,4851.693720221264,False,False,False,False
2025-04-15 19:00:00+00:00,149.14,149.93,149.05,149.71,11998.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,52.91158585679211,-6.320250268686436,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1424.0,-1488.9138698546608,False,False,False,False,4962.489166419384,False,False,False,False
2025-04-16 14:00:00+00:00,148.92,150.13,148.61,150.13,1468.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,56.484746983257615,-2.79976126430347,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,44.0,-1465.1477633452862,False,False,False,False,4908.311039808231,False,False,False,False
2025-04-16 15:00:00+00:00,150.26,150.71,149.83,150.12,1915.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,150.22,,58.79599147273958,-0.3819710520000825,False,False,True,False,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-1871.0,-1471.4400460841189,False,False,False,False,4861.903116710429,False,False,False,False
2025-04-16 16:00:00+00:00,150.01,150.67,149.92,150.31,3105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,150.26948207171316,,61.149578337381584,2.171564889773009,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1234.0,-1429.495239168086,False,False,False,False,4834.6643086994145,False,False,False,False
2025-04-16 17:00:00+00:00,150.205,150.29,147.33,147.49,4494.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,149.3722493167963,,51.15586216025731,10.646159278310066,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-3260.0,-1457.875157940674,False,False,False,False,4829.382691510275,False,False,False,False
2025-04-16 18:00:00+00:00,147.58,148.31,147.16,147.16,2344.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,149.01072299994377,,43.819668295959886,3.9918344648045547,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-5604.0,-1522.1561632439193,False,False,False,False,4790.84962652562,False,False,False,False
2025-04-16 19:00:00+00:00,147.26,148.35,146.35,147.97,9887.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,147.95313022150685,,42.51565565300392,2.847732631897223,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,4283.0,-1432.1537421083547,False,False,False,False,4869.8597098353,False,False,False,False
