date,Open,High,Low,Close,Volume,aVWAP_peak_846,aVWAP_peak_813,aVWAP_peak_768,aVWAP_peak_743,aVWAP_peak_704,aVWAP_peak_630,aVWAP_valley_877,aVWAP_valley_852,aVWAP_valley_828,aVWAP_valley_798,aVWAP_valley_774,aVWAP_valley_756,aVWAP_valley_717,aVWAP_valley_690,aVWAP_valley_641,aVWAP_valley_577,aVWAP_valley_560,aVWAP_valley_522,aVWAP_valley_461,aVWAP_valley_427,aVWAP_valley_388,aVWAP_valley_336,aVWAP_OB_bull_522,aVWAP_OB_bull_461,aVWAP_OB_bear_846,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-01-21 15:00:00+00:00,39.42,39.53,39.165,39.315,26162.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,26162.0,False,False,False,False
2025-01-21 16:00:00+00:00,39.315,39.88,39.275,39.81,21951.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,100.0,,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,21951.0,340.3255813953488,False,False,False,False,26096.713178294573,False,False,False,False
2025-01-21 17:00:00+00:00,39.81,39.94,39.8,39.905,16063.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,100.0,50.0,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,38014.0,924.4135568775914,False,False,False,False,25941.151733669853,False,False,False,False
2025-01-21 18:00:00+00:00,39.895,39.91,39.785,39.86,11188.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,97.11846318036278,47.4066168623265,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,26826.0,1325.9885404918923,False,False,False,False,25712.42069903931,False,False,False,False
2025-01-21 19:00:00+00:00,39.855,39.935,39.8,39.87,14737.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,95.25839566773024,45.905448310135455,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,41563.0,1949.8181755230257,False,False,False,False,25542.259137813893,False,False,False,False
2025-01-21 20:00:00+00:00,39.87,39.88,39.705,39.81,41319.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,90.20578184205708,41.56190909601595,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,244.0,1923.3713821040642,False,False,False,False,25786.859771336156,False,False,False,False
2025-01-22 15:00:00+00:00,39.715,39.99,39.665,39.915,15348.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,88.14694701653673,40.10852041428362,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,15592.0,2135.2881048621407,False,False,False,False,25625.016984183654,False,False,False,False
2025-01-22 16:00:00+00:00,39.915,40.16,39.835,40.105,20160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,88.30058850803587,40.10852041428362,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,35752.0,2656.4774365697044,False,False,False,False,25540.288038692437,False,False,False,False
2025-01-22 17:00:00+00:00,40.1,40.14,39.92,39.95,17745.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,82.25056891352776,35.25770012723858,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,18007.0,2894.470034452345,False,False,False,False,25419.43085979798,False,False,False,False
2025-01-22 18:00:00+00:00,39.95,39.985,39.74,39.745,22479.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,72.68459702941394,26.989589668235425,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-4472.0,2780.2611967088974,False,False,False,False,25373.842784452274,False,False,False,False
2025-01-22 19:00:00+00:00,39.745,39.75,39.565,39.565,10200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,62.925571621560124,18.86489840768496,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-14672.0,2509.6835037366664,False,False,False,False,25138.589407949137,False,False,False,False
