date,Open,High,Low,Close,Volume,aVWAP_peak_375,aVWAP_peak_359,aVWAP_peak_317,aVWAP_valley_393,aVWAP_valley_337,aVWAP_valley_310,aVWAP_valley_232,aVWAP_valley_209,aVWAP_valley_182,aVWAP_valley_159,aVWAP_valley_99,aVWAP_valley_66,aVWAP_OB_bull_393,aVWAP_OB_bull_209,aVWAP_OB_bull_99,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2024-01-29 17:00:00+00:00,12.265,12.355,12.245,12.33,13239.0,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,13239.0,False,False,False,False
2024-01-30 17:00:00+00:00,12.335,12.345,12.205,12.235,22656.0,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-22656.0,-351.25581395348837,False,False,False,False,13385.0,False,False,False,False
2024-01-31 17:00:00+00:00,12.285,12.385,12.08,12.1,21310.0,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-43966.0,-1027.4533982332791,False,False,False,False,13507.868217054263,False,False,False,False
2024-02-01 17:00:00+00:00,12.58,12.705,12.52,12.685,47610.0,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,24.998021682361315,-27.501780485874818,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3644.0,-955.0277641521429,False,False,False,False,14036.583438495283,False,False,False,False
2024-02-02 17:00:00+00:00,12.345,12.485,12.285,12.45,23815.0,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,35.335698485276154,-19.69775266419314,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-20171.0,-1252.9498143203268,False,False,False,False,14188.186796037991,False,False,False,False
2024-02-05 17:00:00+00:00,12.28,12.41,12.255,12.295,35354.0,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,39.27522419119924,-17.572376830872813,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-55525.0,-2094.376948982027,False,False,False,False,14516.338938735076,False,False,False,False
2024-02-06 17:00:00+00:00,12.575,12.665,12.555,12.615,78047.0,,,,,,,,,,,,,,,,,,#000000,,,,46.63320147119001,-11.837349156464008,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,22522.0,-1712.72769395905,False,False,False,False,15501.310428057011,False,False,False,False
2024-02-07 17:00:00+00:00,12.365,12.435,12.24,12.29,21354.0,,,,,,,,,,,,,,,,,,#000000,,,,46.73620946815905,-11.837349156464008,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1168.0,-1668.0652490914676,False,False,False,False,15592.04980126543,False,False,False,False
2024-02-08 17:00:00+00:00,12.045,12.14,11.99,12.105,40029.0,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,44.75936457632896,-11.837349156464008,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-38861.0,-2244.699896392375,False,False,False,False,15970.91724620705,False,False,False,False
2024-02-09 17:00:00+00:00,11.935,12.03,11.895,11.945,20308.0,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,41.90662959024212,-11.837349156464008,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-59169.0,-3127.2471848204004,False,False,False,False,16038.15883928911,False,False,False,False
