date,Open,High,Low,Close,Volume,aVWAP_peak_810,aVWAP_peak_775,aVWAP_peak_738,aVWAP_peak_702,aVWAP_peak_638,aVWAP_peak_616,aVWAP_peak_581,aVWAP_peak_511,aVWAP_peak_470,aVWAP_peak_395,aVWAP_peak_318,aVWAP_peak_288,aVWAP_peak_254,aVWAP_peak_222,aVWAP_peak_132,aVWAP_peak_119,aVWAP_peak_22,aVWAP_valley_859,aVWAP_valley_768,aVWAP_valley_739,aVWAP_valley_708,aVWAP_valley_653,aVWAP_valley_624,aVWAP_OB_bull_768,aVWAP_OB_bear_581,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-03-13 14:00:00+00:00,76.25,77.33,75.945,77.205,80804.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,80804.0,False,False,False,False
2025-03-13 15:00:00+00:00,77.22,77.24,76.38,76.455,33558.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-33558.0,-520.2790697674418,False,False,False,False,80071.50387596898,False,False,False,False
2025-03-13 16:00:00+00:00,76.455,76.61,75.97,76.17,30619.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-64177.0,-1507.2049756625202,False,False,False,False,79304.79838951986,False,False,False,False
2025-03-13 17:00:00+00:00,76.22,76.33,75.41,75.41,24175.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-88352.0,-2853.6359062724036,False,False,False,False,78450.07283309319,False,False,False,False
2025-03-13 18:00:00+00:00,75.415,76.02,75.395,75.97,37120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,9.392082160013269,-41.54712605598806,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-51232.0,-3603.688062764304,False,False,False,False,77809.29651009949,False,False,False,False
2025-03-13 19:00:00+00:00,75.895,76.12,75.64,75.92,44164.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,15.394971291297866,-36.70805076743272,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-95396.0,-5026.824681946253,False,False,False,False,77287.66400606695,False,False,False,False
2025-03-14 14:00:00+00:00,75.86,76.64,75.79,76.625,24152.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,26.751313571344237,-27.148062692388486,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-71244.0,-6053.447555094373,False,False,False,False,76463.85526178684,False,False,False,False
2025-03-14 15:00:00+00:00,76.655,77.205,76.44,77.18,25027.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,37.89461207051815,-18.112785683784022,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-46217.0,-6676.138290674305,False,False,False,False,75666.3846375731,False,False,False,False
2025-03-14 16:00:00+00:00,77.205,77.375,76.9,77.33,18715.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,46.12748616448166,-11.812036843009224,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-27502.0,-6999.019867563075,False,False,False,False,74783.41743388979,False,False,False,False
2025-03-14 17:00:00+00:00,77.32,77.545,77.245,77.34,20419.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,51.67246061716398,-7.74053907733628,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-7083.0,-7000.321885120237,False,False,False,False,73940.55824886824,False,False,False,False
