date,Close,High,Low,Open,Volume,aVWAP_peak_953,aVWAP_peak_952,aVWAP_peak_890,aVWAP_peak_856,aVWAP_peak_840,aVWAP_peak_825,aVWAP_peak_815,aVWAP_peak_786,aVWAP_peak_754,aVWAP_peak_731,aVWAP_peak_683,aVWAP_peak_664,aVWAP_peak_646,aVWAP_peak_633,aVWAP_peak_588,aVWAP_peak_568,aVWAP_peak_548,aVWAP_peak_533,aVWAP_peak_505,aVWAP_peak_491,aVWAP_peak_490,aVWAP_peak_418,aVWAP_peak_388,aVWAP_peak_375,aVWAP_peak_358,aVWAP_peak_340,aVWAP_peak_321,aVWAP_peak_288,aVWAP_peak_284,aVWAP_peak_255,aVWAP_peak_216,aVWAP_peak_153,aVWAP_peak_121,aVWAP_peak_106,aVWAP_peak_67,aVWAP_peak_66,aVWAP_peak_65,aVWAP_valley_936,aVWAP_valley_903,aVWAP_valley_902,aVWAP_valley_871,aVWAP_valley_855,aVWAP_valley_819,aVWAP_valley_796,aVWAP_valley_773,aVWAP_valley_759,aVWAP_valley_746,aVWAP_OB_bull_746,aVWAP_OB_bear_340,aVWAP_OB_bear_216,aVWAP_OB_bear_153,aVWAP_OB_bear_106,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2022-01-03 00:00:00+00:00,11.4666981539,11.5625869189,11.354827928,11.5466054581,1060692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,1060692.0,False,False,False,False
2022-01-04 00:00:00+00:00,11.4187537713,11.5226332668,11.3867908497,11.4986610756,1445680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1445680,-56693.333333333336,False,False,False,False,1075789.568627451,False,False,False,False
2022-01-05 00:00:00+00:00,11.2829113542,11.4746888843,11.2829113542,11.3947815801,1553356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2999036,-172079.3202614379,False,False,False,False,1094517.663975394,False,False,False,False
2022-01-06 00:00:00+00:00,11.2509484325,11.4187537713,11.20300405,11.2669298934,3598136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-6597172,-424043.73907471483,False,False,False,False,1192698.7751920451,False,False,False,False
2022-01-07 00:00:00+00:00,11.3308557367,11.4107630409,11.20300405,11.2589391629,1688336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,10.353947878381925,-40.508881111483234,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-4908836,-599917.9453855103,False,False,False,False,1212135.5291060826,False,False,False,False
2022-01-10 00:00:00+00:00,11.20300405,11.3148742759,11.1151060154,11.298892815,3025642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,13.59690049801779,-38.11139387006047,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-7934478,-887547.7514488237,False,False,False,False,1283253.429925452,False,False,False,False
2022-01-11 00:00:00+00:00,11.147068937,11.2589391629,11.1071152849,11.2349669717,8405613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,14.785701751606025,-37.56133550113928,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-16340091,-1493529.8396273013,False,False,False,False,1562561.648359748,False,False,False,False
2022-01-12 00:00:00+00:00,11.1390782066,11.20300405,11.0991245545,11.1870225891,3878209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,15.450459991252945,-37.330349749905466,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-20218300,-2227834.5517987795,False,False,False,False,1653371.348424072,False,False,False,False
2022-01-13 00:00:00+00:00,11.20300405,11.2589391629,11.1310874762,11.1550596675,1767193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,20.450130831327357,-32.97130432620307,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-18451107,-2864041.3144733375,False,False,False,False,1657834.9426035201,False,False,False,False
2022-01-14 00:00:00+00:00,11.0591709024,11.2269762412,11.0032357895,11.1630503979,1732588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,20.849601542899887,-32.954961736477415,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-20183695,-3543243.4197881087,False,False,False,False,1660766.435050441,False,False,False,False
2022-01-18 00:00:00+00:00,11.2269762412,11.2669298934,11.0272079807,11.0991245545,3185005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,28.182340978197274,-26.3936628031991,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-16998690,-4070907.991561124,False,False,False,False,1720540.4964210119,False,False,False,False
