date,Open,High,Low,Close,Volume,aVWAP_peak_848,aVWAP_peak_822,aVWAP_valley_832,aVWAP_valley_804,aVWAP_valley_756,aVWAP_valley_699,aVWAP_valley_696,aVWAP_valley_667,aVWAP_valley_632,aVWAP_valley_610,aVWAP_valley_570,aVWAP_valley_536,aVWAP_valley_509,aVWAP_valley_426,aVWAP_valley_402,aVWAP_valley_363,aVWAP_valley_347,aVWAP_valley_311,aVWAP_OB_bull_632,aVWAP_OB_bull_363,aVWAP_OB_bear_822,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-01-27 15:00:00+00:00,58.93,58.935,58.395,58.69,9545.0,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,9545.0,False,False,False,False
2025-01-27 16:00:00+00:00,58.65,58.67,58.165,58.5,3453.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-3453.0,-53.53488372093023,False,False,False,False,9450.550387596899,False,False,False,False
2025-01-27 17:00:00+00:00,58.48,58.715,58.355,58.375,4654.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-8107.0,-178.39480800432665,False,False,False,False,9376.185265308575,False,False,False,False
2025-01-27 18:00:00+00:00,58.375,58.4,58.2,58.315,8827.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-16934.0,-438.1716326864301,False,False,False,False,9367.670765071232,False,False,False,False
2025-01-27 19:00:00+00:00,58.315,58.78,58.275,58.375,8405.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,5.788011115522204,-44.790789996030014,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-8529.0,-563.6108321796637,False,False,False,False,9352.745636930593,False,False,False,False
2025-01-27 20:00:00+00:00,58.37,59.445,58.355,59.41,40456.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,30.888308404707736,-22.54780310269437,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,31927.0,-59.880431680754214,False,False,False,False,9834.966634807637,False,False,False,False
2025-01-28 15:00:00+00:00,59.23,60.65,59.23,60.27,9286.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,50.26242758500716,-6.802330033472728,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,41213.0,580.0091874150714,False,False,False,False,9826.455524190464,False,False,False,False
2025-01-28 16:00:00+00:00,60.27,60.5,60.17,60.29,16682.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,63.21821755790367,2.8181377357835373,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,57895.0,1468.6136961373184,False,False,False,False,9932.743035443325,False,False,False,False
2025-01-28 17:00:00+00:00,60.255,60.73,60.18,60.69,10625.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,72.5659103234099,9.512458207294195,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,68520.0,2508.1700729413906,False,False,False,False,9943.475701560483,False,False,False,False
2025-01-28 18:00:00+00:00,60.7,61.2,60.7,61.14,8673.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,79.37687252970639,14.466304009448507,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,77193.0,3666.0744128957876,False,False,False,False,9923.778403861872,False,False,False,False
