date,Open,High,Low,Close,Volume,aVWAP_peak_858,aVWAP_peak_822,aVWAP_peak_787,aVWAP_valley_869,aVWAP_valley_845,aVWAP_valley_810,aVWAP_valley_793,aVWAP_valley_774,aVWAP_valley_749,aVWAP_valley_722,aVWAP_valley_625,aVWAP_valley_607,aVWAP_valley_540,aVWAP_valley_468,aVWAP_valley_430,aVWAP_valley_369,aVWAP_valley_234,aVWAP_valley_138,aVWAP_valley_101,aVWAP_valley_83,aVWAP_valley_50,aVWAP_OB_bull_625,aVWAP_OB_bull_369,aVWAP_OB_bear_787,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-03-28 14:00:00+00:00,96.36,96.55,95.92,95.955,1591.0,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,1591.0,False,False,False,False
2025-03-28 15:00:00+00:00,95.91,96.375,95.84,96.04,1428.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,100.0,,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1428.0,22.13953488372093,False,False,False,False,1588.4728682170542,False,False,False,False
2025-03-28 16:00:00+00:00,96.04,96.145,95.94,95.955,779.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,82.3529411764706,-11.76470588235292,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,649.0,31.858301784748512,False,False,False,False,1575.9229012679525,False,False,False,False
2025-03-28 17:00:00+00:00,95.95,95.96,95.6,95.86,1924.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,64.31942810881858,-11.76470588235292,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1275.0,11.59693276482993,False,False,False,False,1581.3194454343409,False,False,False,False
2025-03-28 18:00:00+00:00,95.86,96.035,95.705,95.84,1683.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,51.48278957699415,-11.76470588235292,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2958.0,-34.4433297586558,False,False,False,False,1582.8958881407852,False,False,False,False
2025-03-28 19:00:00+00:00,95.84,95.87,95.185,95.28,5009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,36.63224317157362,29.774770956785005,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-7967.0,-157.42870449107974,False,False,False,False,1636.0137813479048,False,False,False,False
2025-03-31 14:00:00+00:00,94.53,94.89,94.26,94.8,4954.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,25.776299562248486,17.922938245943115,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-12921.0,-355.31353077803976,False,False,False,False,1687.4554281487124,False,False,False,False
2025-03-31 15:00:00+00:00,94.86,95.19,94.84,95.07,3082.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,25.1725982183789,15.056372464141987,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-9839.0,-502.34742952566705,False,False,False,False,1709.0762742239262,False,False,False,False
2025-03-31 16:00:00+00:00,95.12,95.23,94.9,94.93,1446.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,23.90782949107433,10.874496399461165,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-11285.0,-669.5203375950366,False,False,False,False,1704.9975722979736,False,False,False,False
2025-03-31 17:00:00+00:00,94.92,95.27,94.92,95.13,652.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,26.938998291559088,10.863166707738117,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-10633.0,-823.9928905005399,False,False,False,False,1688.6720285414158,False,False,False,False
