date,Open,High,Low,Close,Volume,aVWAP_peak_856,aVWAP_peak_827,aVWAP_peak_761,aVWAP_peak_743,aVWAP_peak_660,aVWAP_peak_601,aVWAP_peak_587,aVWAP_peak_563,aVWAP_peak_543,aVWAP_peak_498,aVWAP_peak_468,aVWAP_peak_450,aVWAP_peak_396,aVWAP_peak_312,aVWAP_peak_310,aVWAP_peak_289,aVWAP_peak_228,aVWAP_peak_193,aVWAP_peak_164,aVWAP_peak_141,aVWAP_peak_113,aVWAP_valley_864,aVWAP_valley_834,aVWAP_OB_bear_856,aVWAP_OB_bear_743,aVWAP_OB_bear_660,aVWAP_OB_bear_468,aVWAP_OB_bear_113,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-04-04 14:00:00+00:00,47.51,47.57,46.8,47.47,8691.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,8691.0,False,False,False,False
2025-04-04 15:00:00+00:00,47.365,48.355,47.365,47.85,13721.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,100.0,,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,13721.0,212.72868217054264,False,False,False,False,8768.98449612403,False,False,False,False
2025-04-04 16:00:00+00:00,47.92,48.05,47.41,47.415,12827.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,81.23652048885695,-15.672178289000662,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,894.0,223.29102818340243,False,False,False,False,8831.899465176371,False,False,False,False
2025-04-04 17:00:00+00:00,47.41,47.75,47.02,47.625,10266.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,73.12074524905216,-15.672178289000662,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,11160.0,392.8524075914117,False,False,False,False,8854.133581995342,False,False,False,False
2025-04-04 18:00:00+00:00,47.74,47.76,47.09,47.28,7166.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,61.98274312640694,-15.672178289000662,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3994.0,448.6841532101495,False,False,False,False,8827.960968320995,False,False,False,False
2025-04-04 19:00:00+00:00,47.39,47.66,47.04,47.065,13437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,52.24450979442168,-15.672178289000662,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-9443.0,295.32470897433325,False,False,False,False,8899.41893780439,False,False,False,False
2025-04-07 14:00:00+00:00,45.57,47.755,45.28,46.27,3504.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,41.15457200510657,-15.672178289000662,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-12947.0,90.01734914527378,False,False,False,False,8815.769031791919,False,False,False,False
2025-04-07 15:00:00+00:00,46.26,46.525,45.44,46.37,3028.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,35.27964308521539,-15.672178289000662,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-9919.0,-65.16121440736612,False,False,False,False,8726.036178585842,False,False,False,False
2025-04-07 16:00:00+00:00,46.37,46.515,45.83,45.855,2798.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,29.43601845183921,16.013751608693752,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-12717.0,-261.3137537188798,False,False,False,False,8634.128640933348,False,False,False,False
2025-04-07 17:00:00+00:00,46.14,47.075,45.81,46.935,5416.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,35.60076537850076,16.013751608693752,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-7301.0,-370.45617614184295,False,False,False,False,8584.235173632054,False,False,False,False
