date,Close,High,Low,Open,Volume,aVWAP_peak_188,aVWAP_peak_180,aVWAP_peak_169,aVWAP_valley_188,aVWAP_valley_175,aVWAP_valley_171,aVWAP_valley_158,aVWAP_valley_148,aVWAP_valley_136,aVWAP_valley_129,aVWAP_valley_107,aVWAP_valley_102,aVWAP_valley_95,aVWAP_valley_88,aVWAP_valley_69,aVWAP_OB_bull_136,aVWAP_OB_bull_102,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,11.6137461986,11.927631231,10.3313016377,10.8604221209,1118192,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,1118192.0,False,False,False,False
2022-01-07 00:00:00+00:00,10.8498273664,12.2325481196,10.4439734749,11.7751727867,703693,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-703693,-52125.4074074074,False,False,False,False,1087488.3703703703,False,False,False,False
2022-01-14 00:00:00+00:00,11.5352694943,11.9140664597,10.5341632286,10.7686565881,710402,,,,,,,,,,,,,,,,,,,,#000000,,,,14.004289276378204,-85.01072319094551,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,6709,-47767.303155006855,False,False,False,False,1059556.0466392317,False,False,False,False
2022-01-21 00:00:00+00:00,11.7697628538,12.16659777,11.2015674057,11.2917571594,1185091,,,,,,,,,,,,,,,,,,,,#000000,,,,26.225904006634252,-72.6916184464484,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1191800,44052.49707869735,False,False,False,False,1068854.9320733626,False,False,False,False
2022-01-28 00:00:00+00:00,9.9930247065,11.5083929477,9.587170815,11.4721366667,1094092,,,,,,,,,,,,,,,,,,,,#000000,,10.362862823066669,,25.9868578242002,-72.1047603865016,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,97708,48026.97877657162,False,False,False,False,1070724.3445123727,False,False,False,False
2022-02-04 00:00:00+00:00,11.1203966274,11.5713453958,9.6412846672,10.0110626573,967715,,,,,,,,,,,,,,,,,,,,#000000,,10.557556366679716,,31.639499276022143,-65.37748329396109,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1065423,123389.64701534409,False,False,False,False,1063094.0226966413,False,False,False,False
2022-02-11 00:00:00+00:00,11.3458710116,11.4450797406,10.5972960561,11.0302068737,691600,,,,,,,,,,,,,,,,,,,,#000000,,10.701195809623579,,36.53392504816213,-59.19331316615389,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1757023,244399.52501420747,False,False,False,False,1035575.9469413345,False,False,False,False
2022-02-18 00:00:00+00:00,12.2748254744,12.3740342034,11.1203966274,11.4090038391,671522,,,,,,,,,,,,,,,,,,,,#000000,,10.940770342426099,,42.901957210880454,-51.471584142927824,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2428545,406188.07871685876,False,False,False,False,1008608.9879086431,False,False,False,False
2022-02-25 00:00:00+00:00,12.7798880949,12.8971347747,11.8058387553,12.3109013758,1094543,,,,,,,,,,,,,,,,,,,,#000000,,11.317006993726121,,48.657361980055725,-44.30116732958732,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3523088,637069.5543674617,False,False,False,False,1014974.4702857806,False,False,False,False
2022-03-04 00:00:00+00:00,14.1146964492,15.8373207443,12.6085275629,12.7167552674,2187267,,,,,,,,,,,,,,,,,,,,#000000,,12.252947557352135,,55.14482862504103,-36.41388839997248,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,0.3428282342622261,0.3428282342622261,False,False,False,False,5710355,1012868.4762661682,False,False,False,False,1101810.9539683154,False,False,False,False
2022-03-11 00:00:00+00:00,16.0537761531,16.4957059461,13.8080512867,14.1146964492,1898532,,,,,,,,,,,,,,,,,,,,#000000,,12.958849071216328,,61.90143290096259,-28.305699686455057,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,0.3428282383284687,0.3428282362953474,False,False,False,False,7608887,1501462.4409871926,False,False,False,False,1160827.3277484402,False,False,False,False
2022-03-18 00:00:00+00:00,16.5745378782,16.5836049121,14.4755456537,16.0537761531,713548,,,,,,,,,,,,,,,,,,,,#000000,,13.182362394475941,,67.14848717498685,-21.682550411328755,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,0.3428282395481053,0.34282823792172634,False,False,False,False,8322435,2006719.667580734,False,False,False,False,1127695.5256930003,False,False,False,False
2022-03-25 00:00:00+00:00,16.9100181307,17.372436857,16.1211861857,16.647074149,903271,,,,,,,,,,,,,,,,,,,,#000000,,13.502140782231484,,71.15435425167522,-16.23544649289186,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,0.3428282424674336,0.34282824019457997,False,False,False,False,9225706,2541459.395908087,False,False,False,False,1111071.486752778,False,False,False,False
2022-04-01 00:00:00+00:00,16.465733472,17.4087049924,15.9489125425,16.8737499953,676099,,,,,,,,,,,,,,,,,,,,#000000,,13.694807843711036,,72.6018835745647,-13.17941633625032,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,0.3347248496976345,0.3387765449461072,False,False,False,False,8549607,2986507.366581562,False,False,False,False,1078851.3025488686,False,False,False,False
2022-04-08 00:00:00+00:00,16.4113312689,16.828414826,14.6432596681,16.6017389798,773991,,,,,,,,,,,,,,,,,,,,#000000,,13.845080870692712,,73.4630382985068,-10.574764749325887,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,0.22506183653845166,0.28191919074227945,False,False,False,False,7775616,3341256.154242187,False,False,False,False,1056269.057915619,False,False,False,False
