date,Close,High,Low,Open,Volume,aVWAP_valley_6,Peaks_Valleys_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-05-16 00:00:00+00:00,22.8,25.26,22.09,23.5,6284903,,,,#000000,,,,,,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,6284903.0,False,False,False,False
2025-05-23 00:00:00+00:00,22.95,26.6,21.03,23.02,17546780,,,,"rgba(38, 166, 154, 0.5)",,,,100.0,,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,17546780,1299761.4814814813,False,False,False,False,7119116.111111111,False,False,False,False
2025-05-30 00:00:00+00:00,18.15,23.5,17.99,23.3,23241265,,,,"rgba(38, 166, 154, 0.5)",,,,72.23828802776171,-74.9277038750723,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-5694485,781669.1495198902,False,False,False,False,8313349.362139918,False,False,False,False
2025-06-06 00:00:00+00:00,19.98,20.83,18.2,18.5,27442826,,,,"rgba(38, 166, 154, 0.5)",,,,60.29648665741537,-74.9277038750723,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,21748341,2334755.9532591575,False,False,False,False,9730347.631611034,False,False,False,False
2025-06-13 00:00:00+00:00,18.84,21.3,18.44,20.73,21373885,,,,#000000,,,,50.380110807530144,-74.9277038750723,False,False,False,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,374456,2189548.5493140346,False,False,False,False,10592831.881121328,False,False,False,False
2025-06-20 00:00:00+00:00,18.86,21.05,17.95,19.23,43545032,,,,"rgba(239, 83, 80, 0.5)",,,,43.360500389166276,-74.9277038750723,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,43919488,5280655.175290773,False,False,False,False,13033735.59363086,False,False,False,False
2025-06-27 00:00:00+00:00,19.97,21.1474,17.4,18.25,30966389,19.505799999999997,,19.505799999999997,"rgba(239, 83, 80, 0.5)",,19.505799999999997,,41.54404841917871,-74.9277038750723,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,74885877,10436597.53267664,False,False,False,False,14362080.290398944,False,False,False,False
2025-07-04 00:00:00+00:00,21.75,22.8299,20.41,20.5,29294377,20.554618701997583,,20.554618701997583,"rgba(239, 83, 80, 0.5)",,20.554618701997583,,43.95144893238877,-74.9277038750723,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,104180254,17380572.085811704,False,False,False,False,15468176.342961986,False,False,False,False
2025-07-11 00:00:00+00:00,20.63,21.84,19.05,21.335,27658057,20.539533648749675,,20.539533648749675,"rgba(239, 83, 80, 0.5)",,20.539533648749675,,43.93126621223371,-74.9277038750723,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,76522197,21761433.190566394,False,False,False,False,16371130.465705542,False,False,False,False
2025-07-18 00:00:00+00:00,27.13,28.2,20.4,20.95,54522218,22.34000905970375,,22.34000905970375,#000000,,22.34000905970375,,50.8288009820642,-74.9277038750723,False,False,False,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,0.3428282396797513,0.3428282396797513,False,False,False,False,131044415,29856468.880154066,False,False,False,False,19197136.949727353,False,False,False,False
2025-07-25 00:00:00+00:00,31.89,33.17,26.68,29.13,60063138,24.784006588099267,,24.784006588099267,"rgba(38, 166, 154, 0.5)",,24.784006588099267,,58.0611790483601,-65.35185683834679,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,0.34282824746171114,0.3428282435707312,False,False,False,False,191107553,41800993.62977228,False,False,False,False,22224248.138636436,False,False,False,False
